             #Energy(eV)         XX(1/Omega/m/s)         YY(1/Omega/m/s)         ZZ(1/Omega/m/s)    Average(1/Omega/m/s)
     -0.954954954955E+00      0.110842973923E+21      0.110168537020E+21      0.109549343770E+21      0.110186951571E+21
     -0.950950950951E+00      0.109190661621E+21      0.108613911005E+21      0.108098836634E+21      0.108634469753E+21
     -0.946946946947E+00      0.107518984127E+21      0.107030138962E+21      0.106612050328E+21      0.107053724472E+21
     -0.942942942943E+00      0.105830761160E+21      0.105420254396E+21      0.105091678408E+21      0.105447564655E+21
     -0.938938938939E+00      0.104128708212E+21      0.103787295850E+21      0.103540317952E+21      0.103818774005E+21
     -0.934934934935E+00      0.102415408557E+21      0.102134271166E+21      0.101960551597E+21      0.102170077107E+21
     -0.930930930931E+00      0.100693271465E+21      0.100464105746E+21      0.100354990036E+21      0.100504122416E+21
     -0.926926926927E+00      0.989644899885E+20      0.987795871207E+20      0.987262746148E+20      0.988234505747E+20
     -0.922922922923E+00      0.972310134432E+20      0.970833193917E+20      0.970770511508E+20      0.971304613286E+20
     -0.918918918919E+00      0.954945468164E+20      0.953776986781E+20      0.954099328988E+20      0.954273927977E+20
     -0.914914914915E+00      0.937565825490E+20      0.936649150838E+20      0.937274712389E+20      0.937163229572E+20
     -0.910910910911E+00      0.920184610180E+20      0.919469794555E+20      0.920321473981E+20      0.919991959572E+20
     -0.906906906907E+00      0.902814470045E+20      0.902257661962E+20      0.903263892049E+20      0.902778674686E+20
     -0.902902902903E+00      0.885468032503E+20      0.885030587446E+20      0.886126064324E+20      0.885541561424E+20
     -0.898898898899E+00      0.868158412006E+20      0.867805836020E+20      0.868932299356E+20      0.868298849127E+20
     -0.894894894895E+00      0.850899341886E+20      0.850600224969E+20      0.851707361612E+20      0.851068976156E+20
     -0.890890890891E+00      0.833704885623E+20      0.833429994619E+20      0.834476409537E+20      0.833870429926E+20
     -0.886886886887E+00      0.816588805220E+20      0.816310479685E+20      0.817264543593E+20      0.816721276166E+20
     -0.882882882883E+00      0.799563765658E+20      0.799255698533E+20      0.800095990719E+20      0.799638484970E+20
     -0.878878878879E+00      0.782640597740E+20      0.782278001338E+20      0.782993059955E+20      0.782637219678E+20
     -0.874874874875E+00      0.765827811444E+20      0.765387890424E+20      0.765975078517E+20      0.765730260128E+20
     -0.870870870871E+00      0.749131461322E+20      0.748594059014E+20      0.749057537176E+20      0.748927685838E+20
     -0.866866866867E+00      0.732555351268E+20      0.731903616058E+20      0.732251634373E+20      0.732236867233E+20
     -0.862862862863E+00      0.716101472466E+20      0.715322407006E+20      0.715564323654E+20      0.715662734376E+20
     -0.858858858859E+00      0.699770527679E+20      0.698855324693E+20      0.698998863439E+20      0.699208238604E+20
     -0.854854854855E+00      0.683562414157E+20      0.682506533013E+20      0.682555768834E+20      0.682874905334E+20
     -0.850850850851E+00      0.667476597600E+20      0.666279581633E+20      0.666233994387E+20      0.666663391207E+20
     -0.846846846847E+00      0.651512377819E+20      0.650177445893E+20      0.650032146404E+20      0.650573990039E+20
     -0.842842842843E+00      0.635669092436E+20      0.634202558617E+20      0.633949535399E+20      0.634607062151E+20
     -0.838838838839E+00      0.619946313227E+20      0.618356898988E+20      0.617986925775E+20      0.618763379330E+20
     -0.834834834835E+00      0.604344064826E+20      0.602642172391E+20      0.602146907416E+20      0.603044381544E+20
     -0.830830830831E+00      0.588863055719E+20      0.587060070015E+20      0.586433886665E+20      0.587452337466E+20
     -0.826826826827E+00      0.573504878163E+20      0.571612556969E+20      0.570853757550E+20      0.571990397561E+20
     -0.822822822823E+00      0.558272121632E+20      0.556302117386E+20      0.555413357633E+20      0.556662532217E+20
     -0.818818818819E+00      0.543168357149E+20      0.541131890271E+20      0.540119831476E+20      0.541473359632E+20
     -0.814814814815E+00      0.528197980185E+20      0.526105657113E+20      0.524980019361E+20      0.526427885553E+20
     -0.810810810811E+00      0.513365935060E+20      0.511227681097E+20      0.509999964768E+20      0.511531193641E+20
     -0.806806806807E+00      0.498677371639E+20      0.496502435510E+20      0.495184599454E+20      0.496788135535E+20
     -0.802802802803E+00      0.484137297642E+20      0.481934284629E+20      0.480537627664E+20      0.482203069978E+20
     -0.798798798799E+00      0.469750285580E+20      0.467527188161E+20      0.466061597826E+20      0.467779690522E+20
     -0.794794794795E+00      0.455520276053E+20      0.453284489993E+20      0.451758124718E+20      0.453520963588E+20
     -0.790790790791E+00      0.441450495824E+20      0.439208828640E+20      0.437628208937E+20      0.439429177801E+20
     -0.786786786787E+00      0.427543487641E+20      0.425302178492E+20      0.423672593784E+20      0.425506086639E+20
     -0.782782782783E+00      0.413801234431E+20      0.411566005870E+20      0.409892102065E+20      0.411753114122E+20
     -0.778778778779E+00      0.400225355133E+20      0.398001507714E+20      0.396287906636E+20      0.398171589828E+20
     -0.774774774775E+00      0.386817350333E+20      0.384609894690E+20      0.382861707312E+20      0.384762984112E+20
     -0.770770770771E+00      0.373578877848E+20      0.371392682057E+20      0.369615809860E+20      0.371529123255E+20
     -0.766766766767E+00      0.360512036873E+20      0.358351956121E+20      0.356553124533E+20      0.358472372509E+20
     -0.762762762763E+00      0.347619633114E+20      0.345490588191E+20      0.343677115936E+20      0.345595779080E+20
     -0.758758758759E+00      0.334905389953E+20      0.332812371242E+20      0.330991738688E+20      0.332903166627E+20
     -0.754754754755E+00      0.322374068680E+20      0.320322059648E+20      0.318501384470E+20      0.320399170933E+20
     -0.750750750751E+00      0.310031469571E+20      0.308025302588E+20      0.306210850113E+20      0.308089207424E+20
     -0.746746746747E+00      0.297884306187E+20      0.295928478132E+20      0.294125320628E+20      0.295979368316E+20
     -0.742742742743E+00      0.285939972754E+20      0.284038454594E+20      0.282250351808E+20      0.284076259719E+20
     -0.738738738739E+00      0.274206249885E+20      0.272362322370E+20      0.270591837029E+20      0.272386803095E+20
     -0.734734734735E+00      0.262691008015E+20      0.260907146738E+20      0.259155950476E+20      0.260918035076E+20
     -0.730730730731E+00      0.251401965379E+20      0.249679785991E+20      0.247949069276E+20      0.249676940215E+20
     -0.726726726727E+00      0.240346538749E+20      0.238686800751E+20      0.236977684454E+20      0.238670341318E+20
     -0.722722722723E+00      0.229531796475E+20      0.227934454464E+20      0.226248311942E+20      0.227904854294E+20
     -0.718718718719E+00      0.218964493778E+20      0.217428779832E+20      0.215767410234E+20      0.217386894615E+20
     -0.714714714715E+00      0.208651148771E+20      0.207175668799E+20      0.205541303831E+20      0.207122707134E+20
     -0.710710710711E+00      0.198598110239E+20      0.197180939597E+20      0.195576105848E+20      0.197118385228E+20
     -0.706706706707E+00      0.188811576076E+20      0.187450343937E+20      0.185877631802E+20      0.187379850605E+20
     -0.702702702703E+00      0.179297540849E+20      0.177989497075E+20      0.176451300166E+20      0.177912779363E+20
     -0.698698698699E+00      0.170061675189E+20      0.168803736767E+20      0.167302021114E+20      0.168722477690E+20
     -0.694694694695E+00      0.161109160692E+20      0.159897936860E+20      0.158434080129E+20      0.159813725894E+20
     -0.690690690691E+00      0.152444515437E+20      0.151276311883E+20      0.149851025229E+20      0.151190617516E+20
     -0.686686686687E+00      0.144071444508E+20      0.142942248438E+20      0.141555565621E+20      0.142856419522E+20
     -0.682682682683E+00      0.135992738680E+20      0.134898188718E+20      0.133549487047E+20      0.134813471481E+20
     -0.678678678679E+00      0.128210227447E+20      0.127145575563E+20      0.125833587223E+20      0.127063130078E+20
     -0.674674674675E+00      0.120724776245E+20      0.119684852539E+20      0.118407634896E+20      0.119605754560E+20
     -0.670670670671E+00      0.113536307393E+20      0.112515501487E+20      0.111270357695E+20      0.112440722192E+20
     -0.666666666667E+00      0.106643822974E+20      0.105636096671E+20      0.104419465452E+20      0.105566461699E+20
     -0.662662662663E+00      0.100045414943E+20      0.990443587783E+19      0.978517149554E+19      0.989804962255E+19
     -0.658658658659E+00      0.937382598720E+19      0.927372011731E+19      0.915630179862E+19      0.926794930104E+19
     -0.654654654655E+00      0.877186077964E+19      0.867107707007E+19      0.855485878384E+19      0.866593221118E+19
     -0.650650650651E+00      0.819817821905E+19      0.809604922999E+19      0.798031122910E+19      0.809151289271E+19
     -0.646646646647E+00      0.765222087956E+19      0.754811284373E+19      0.743209357993E+19      0.754414243441E+19
     -0.642642642643E+00      0.713334851113E+19      0.702668609210E+19      0.690962321472E+19      0.702321927265E+19
     -0.638638638639E+00      0.664084924535E+19      0.653113958286E+19      0.641231511130E+19      0.652810131317E+19
     -0.634634634635E+00      0.617395420797E+19      0.606080848124E+19      0.593959277168E+19      0.605811848697E+19
     -0.630630630631E+00      0.573185391722E+19      0.561500504543E+19      0.549089486378E+19      0.561258460881E+19
     -0.626626626627E+00      0.531371453400E+19      0.519303011999E+19      0.506567759661E+19      0.519080741687E+19
     -0.622622622623E+00      0.491869220286E+19      0.479418230339E+19      0.466341328127E+19      0.479209592917E+19
     -0.618618618619E+00      0.454594427089E+19      0.441776396832E+19      0.428358582119E+19      0.441576468680E+19
     -0.614614614615E+00      0.419463690712E+19      0.406308392943E+19      0.392568403342E+19      0.406113495666E+19
     -0.610610610611E+00      0.386394936448E+19      0.372945715606E+19      0.358919374569E+19      0.372753342208E+19
     -0.606606606607E+00      0.355307567146E+19      0.341620237901E+19      0.327358956325E+19      0.341428920457E+19
     -0.602602602603E+00      0.326122481971E+19      0.312263865849E+19      0.297832708110E+19      0.312073018643E+19
     -0.598598598599E+00      0.298762051411E+19      0.284808195375E+19      0.270283615905E+19      0.284617954230E+19
     -0.594594594595E+00      0.273150131732E+19      0.259184250962E+19      0.244651570611E+19      0.258995317768E+19
     -0.590590590591E+00      0.249212163889E+19      0.235322353420E+19      0.220873025235E+19      0.235135847514E+19
     -0.586586586587E+00      0.226875359092E+19      0.213152127706E+19      0.198880842945E+19      0.212969443248E+19
     -0.582582582583E+00      0.206068935969E+19      0.192602630631E+19      0.178604333843E+19      0.192425300148E+19
     -0.578578578579E+00      0.186724350222E+19      0.173602557870E+19      0.159969466034E+19      0.173432124709E+19
     -0.574574574575E+00      0.168775451149E+19      0.156080482132E+19      0.142899227047E+19      0.155918386776E+19
     -0.570570570571E+00      0.152158510128E+19      0.139965078805E+19      0.127314105678E+19      0.139812564870E+19
     -0.566566566567E+00      0.136812090135E+19      0.125185308721E+19      0.113132662124E+19      0.125043353660E+19
     -0.562562562563E+00      0.122676755882E+19      0.111670545506E+19      0.100272155372E+19      0.111539818920E+19
     -0.558558558559E+00      0.109694654094E+19      0.993506526949E+18      0.886492004084E+18      0.992315023992E+18
     -0.554554554555E+00      0.978090168834E+18      0.881560298204E+18      0.781804324396E+18      0.880484930478E+18
     -0.550550550551E+00      0.869636544577E+18      0.780176548967E+18      0.687831601618E+18      0.779214898387E+18
     -0.546546546547E+00      0.771025054098E+18      0.688671524126E+18      0.603759941136E+18      0.687818839787E+18
     -0.542542542543E+00      0.681693042376E+18      0.606369116707E+18      0.528794390478E+18      0.605618849853E+18
     -0.538538538539E+00      0.601074088882E+18      0.532602714405E+18      0.462164409263E+18      0.531947070850E+18
     -0.534534534535E+00      0.528598090811E+18      0.466717753369E+18      0.403128799183E+18      0.466148214454E+18
     -0.530530530531E+00      0.463693126798E+18      0.408074902741E+18      0.350980011415E+18      0.407582680318E+18
     -0.526526526527E+00      0.405788861060E+18      0.356053698879E+18      0.305047754215E+18      0.355630104718E+18
     -0.522522522523E+00      0.354321087590E+18      0.310056376338E+18      0.264701835155E+18      0.309693099695E+18
     -0.518518518519E+00      0.308736924854E+18      0.269511612737E+18      0.229354192833E+18      0.269200910141E+18
     -0.514514514515E+00      0.268500157020E+18      0.233877916965E+18      0.198460101414E+18      0.233612725133E+18
     -0.510510510511E+00      0.233096268493E+18      0.202646437284E+18      0.171518564953E+18      0.202420423577E+18
     -0.506506506507E+00      0.202036814926E+18      0.175343035234E+18      0.148071952635E+18      0.175150600932E+18
     -0.502502502503E+00      0.174862893068E+18      0.151529548746E+18      0.127704956262E+18      0.151365799359E+18
     -0.498498498498E+00      0.151147592400E+18      0.130804241112E+18      0.110042974026E+18      0.130664935846E+18
     -0.494494494494E+00      0.130497417337E+18      0.112801492672E+18      0.947500378727E+17      0.112682982627E+18
     -0.490490490490E+00      0.112552750510E+18      0.971908347338E+17      0.815264054199E+17      0.970899968877E+17
     -0.486486486486E+00      0.969874821241E+17      0.836754496477E+17      0.701059326929E+17      0.835896214882E+17
     -0.482482482482E+00      0.835079593474E+17      0.719902692822E+17      0.602533327946E+17      0.719171871414E+17
     -0.478478478478E+00      0.718514175798E+17      0.618997998484E+17      0.517614105033E+17      0.618375426438E+17
     -0.474474474474E+00      0.617840481235E+17      0.531957882548E+17      0.444483457606E+17      0.531427273796E+17
     -0.470470470470E+00      0.530988396738E+17      0.456948275983E+17      0.381550819107E+17      0.456495830609E+17
     -0.466466466466E+00      0.456133090302E+17      0.392359800539E+17      0.327428586482E+17      0.391973825774E+17
     -0.462462462462E+00      0.391672130051E+17      0.336784764864E+17      0.280909156884E+17      0.336455350600E+17
     -0.458458458458E+00      0.336203111327E+17      0.288995349316E+17      0.240943815753E+17      0.288714092132E+17
     -0.454454454454E+00      0.288502288645E+17      0.247923254162E+17      0.206623528210E+17      0.247683023672E+17
     -0.450450450450E+00      0.247504541502E+17      0.212640966243E+17      0.177161615811E+17      0.212435707852E+17
     -0.446446446446E+00      0.212284867737E+17      0.182344706058E+17      0.151878250414E+17      0.182169274737E+17
     -0.442442442442E+00      0.182041493572E+17      0.156339047807E+17      0.130186662945E+17      0.156189068108E+17
     -0.438438438438E+00      0.156080611862E+17      0.134023155683E+17      0.111580944078E+17      0.133894903875E+17
     -0.434434434434E+00      0.133802705072E+17      0.114878546972E+17      0.956253031577E+16      0.114768851734E+17
     -0.430430430430E+00      0.114690372719E+17      0.984582725825E+16      0.819446485745E+16      0.983644312921E+16
     -0.426426426426E+00      0.982975602763E+16      0.843773955474E+16      0.702163550493E+16      0.842971036244E+16
     -0.422422422422E+00      0.842400745412E+16      0.723046450277E+16      0.601630891493E+16      0.722359362394E+16
     -0.418418418418E+00      0.721872661014E+16      0.619551253773E+16      0.515465725469E+16      0.618963213419E+16
     -0.414414414414E+00      0.618547606592E+16      0.530839651902E+16      0.441621719783E+16      0.530336326092E+16
     -0.410410410410E+00      0.529981256947E+16      0.454807986844E+16      0.378342148620E+16      0.454377130804E+16
     -0.406406406406E+00      0.454073659453E+16      0.389649803530E+16      0.324119395646E+16      0.389280952876E+16
     -0.402402402402E+00      0.389021494452E+16      0.333814428457E+16      0.277659990023E+16      0.333498637644E+16
     -0.398398398398E+00      0.333276746895E+16      0.285971170769E+16      0.237854454222E+16      0.285700790629E+16
     -0.394394394394E+00      0.285510983647E+16      0.244978422700E+16      0.203751326877E+16      0.244746911075E+16
     -0.390390390390E+00      0.244584516935E+16      0.209857018512E+16      0.174534801335E+16      0.209658778927E+16
     -0.386386386386E+00      0.209519815641E+16      0.179767286840E+16      0.149505490449E+16      0.179597530976E+16
     -0.382382382382E+00      0.179478601381E+16      0.153989300488E+16      0.128063890734E+16      0.153843930868E+16
     -0.378378378378E+00      0.153742134957E+16      0.131905889964E+16      0.109696174544E+16      0.131781399822E+16
     -0.374374374374E+00      0.131694260714E+16      0.112988042687E+16      0.939619880266E+15      0.112881430476E+16
     -0.370370370370E+00      0.112806831777E+16      0.967823592206E+15      0.804839757343E+15      0.966910555773E+15
     -0.366366366366E+00      0.966271882585E+15      0.829002814018E+15      0.689387905426E+15      0.828220867343E+15
     -0.362362362362E+00      0.827674040300E+15      0.710088455340E+15      0.590493804500E+15      0.709418766714E+15
     -0.358358358358E+00      0.708950557238E+15      0.608227472573E+15      0.505783725137E+15      0.607653918316E+15
     -0.354354354354E+00      0.607253010406E+15      0.520975338930E+15      0.433223990395E+15      0.520484113244E+15
     -0.350350350350E+00      0.520140825277E+15      0.446237654302E+15      0.371072326981E+15      0.445816935520E+15
     -0.346346346346E+00      0.445522983029E+15      0.382220073325E+15      0.317836158738E+15      0.381859738364E+15
     -0.342342342342E+00      0.381608031620E+15      0.327385374013E+15      0.272236856428E+15      0.327076754020E+15
     -0.338338338338E+00      0.326861225230E+15      0.280416654070E+15      0.233179096616E+15      0.280152325305E+15
     -0.334334334334E+00      0.279967781007E+15      0.240185784245E+15      0.199724601999E+15      0.239959389084E+15
     -0.330330330330E+00      0.239801384046E+15      0.205726370724E+15      0.171069638546E+15      0.205532464439E+15
     -0.326326326326E+00      0.205397193875E+15      0.176210584214E+15      0.146525733327E+15      0.176044503805E+15
     -0.322322322322E+00      0.175928711242E+15      0.150929304314E+15      0.125503153075E+15      0.150787056210E+15
     -0.318318318318E+00      0.150687954714E+15      0.129275105975E+15      0.107496748962E+15      0.129153269884E+15
     -0.314314314314E+00      0.129068474708E+15      0.110727682102E+15      0.920738292211E+14      0.110623328677E+15
     -0.310310310310E+00      0.110550799676E+15      0.948413540798E+14      0.788637695319E+14      0.947519744291E+14
     -0.306306306306E+00      0.946899668215E+14      0.812343716589E+14      0.675491124410E+14      0.811578169738E+14
     -0.302302302302E+00      0.811048392663E+14      0.695797461642E+14      0.578579426467E+14      0.695141760257E+14
     -0.298298298298E+00      0.694689540552E+14      0.595973975759E+14      0.495573554198E+14      0.595412356836E+14
     -0.294294294294E+00      0.595026819154E+14      0.510474273556E+14      0.424478615727E+14      0.509993236145E+14
     -0.290290290290E+00      0.509665109457E+14      0.437243557904E+14      0.363585947895E+14      0.436831538419E+14
     -0.286286286286E+00      0.436552932760E+14      0.374521856864E+14      0.311432063378E+14      0.374168951001E+14
     -0.282282282282E+00      0.373933167528E+14      0.320801740116E+14      0.266763486448E+14      0.320499464697E+14
     -0.278278278278E+00      0.320300834450E+14      0.274792100408E+14      0.228506633365E+14      0.274533189407E+14
     -0.274274274274E+00      0.274366936886E+14      0.235387130813E+14      0.195742014272E+14      0.235165360657E+14
     -0.270270270270E+00      0.235027488920E+14      0.201639753136E+14      0.167682137165E+14      0.201449793074E+14
     -0.266266266266E+00      0.201336987582E+14      0.172738859508E+14      0.143652583273E+14      0.172576143454E+14
     -0.262262262262E+00      0.172485692334E+14      0.147989820695E+14      0.123075799340E+14      0.147850437457E+14
     -0.258258258258E+00      0.147780166273E+14      0.126797792996E+14      0.105457217476E+14      0.126678392248E+14
     -0.254254254254E+00      0.126626611706E+14      0.108653422795E+14      0.903733691322E+13      0.108551134544E+14
     -0.250250250250E+00      0.108516599857E+14      0.931206053695E+13      0.774617076518E+13      0.930329709594E+13
     -0.246246246246E+00      0.930148519120E+13      0.798260038768E+13      0.664118948685E+13      0.797509168857E+13
     -0.242242242242E+00      0.797487778665E+13      0.684500767118E+13      0.569583423815E+13      0.683857323199E+13
     -0.238238238238E+00      0.683995218392E+13      0.587193976582E+13      0.488738282921E+13      0.586642492632E+13
     -0.234234234234E+00      0.586942987086E+13      0.504000842963E+13      0.419640360052E+13      0.503528063367E+13
     -0.230230230230E+00      0.503998379332E+13      0.432921767603E+13      0.360628838655E+13      0.432516328530E+13
     -0.226226226226E+00      0.433167770184E+13      0.372248317663E+13      0.310285333881E+13      0.371900473909E+13
     -0.222222222222E+00      0.372748699027E+13      0.320522164160E+13      0.267399801524E+13      0.320223554903E+13
     -0.218218218218E+00      0.321288951189E+13      0.276500031014E+13      0.230941454351E+13      0.276243478851E+13
     -0.214214214214E+00      0.277551653963E+13      0.239123812740E+13      0.200033986783E+13      0.238903151162E+13
     -0.210210210210E+00      0.240485548193E+13      0.207495142604E+13      0.173934512533E+13      0.207305067777E+13
     -0.206206206206E+00      0.209199721019E+13      0.180853800083E+13      0.152015708974E+13      0.180689743359E+13
     -0.202202202202E+00      0.182942192470E+13      0.158559438621E+13      0.133750739102E+13      0.158417456731E+13
     -0.198198198198E+00      0.161081841329E+13      0.140076194610E+13      0.118700588690E+13      0.139952874876E+13
     -0.194194194194E+00      0.143093235816E+13      0.124959807598E+13      0.106503514310E+13      0.124852185908E+13
     -0.190190190190E+00      0.128544004559E+13      0.112846942223E+13      0.968663485784E+12      0.112752431787E+13
     -0.186186186186E+00      0.117084444279E+13      0.103446455217E+13      0.895574536578E+12      0.103362784385E+13
     -0.182182182182E+00      0.108439114455E+13      0.965323975731E+12      0.844011536834E+12      0.964575552373E+12
     -0.178178178178E+00      0.102400216914E+13      0.919385836903E+12      0.812735122386E+12      0.918707709475E+12
     -0.174174174174E+00      0.988226012421E+12      0.895545969707E+12      0.800993534373E+12      0.894921838834E+12
     -0.170170170170E+00      0.976202759822E+12      0.893231358595E+12      0.808504549870E+12      0.892646222763E+12
     -0.166166166166E+00      0.987643417252E+12      0.912386365195E+12      0.835448698184E+12      0.911826160210E+12
     -0.162162162162E+00      0.102282296443E+13      0.953471390536E+12      0.882473599483E+12      0.952922651484E+12
     -0.158158158158E+00      0.108258696374E+13      0.101747394062E+13      0.950709530301E+12      0.101692347822E+13
     -0.154154154154E+00      0.116837188294E+13      0.110593236088E+13      0.104179658969E+13      0.110536694450E+13
     -0.150150150150E+00      0.128223962051E+13      0.122097281030E+13      0.115792411912E+13      0.122037884997E+13
     -0.146146146146E+00      0.142692706327E+13      0.136536036357E+13      0.130188332329E+13      0.136472358338E+13
     -0.142142142142E+00      0.160591186702E+13      0.154256546936E+13      0.147713435661E+13      0.154187056433E+13
     -0.138138138138E+00      0.182349604119E+13      0.175684736183E+13      0.168788948741E+13      0.175607763014E+13
     -0.134134134134E+00      0.208490934621E+13      0.201335642999E+13      0.193921433864E+13      0.201249337161E+13
     -0.130130130130E+00      0.239643498815E+13      0.231825800479E+13      0.223714963781E+13      0.231728087692E+13
     -0.126126126126E+00      0.276556063115E+13      0.267888053851E+13      0.258885640181E+13      0.267776585716E+13
     -0.122122122122E+00      0.320115835645E+13      0.310389173740E+13      0.300278804567E+13      0.310261271317E+13
     -0.118118118118E+00      0.371369789204E+13      0.360350687953E+13      0.348889355033E+13      0.360203277396E+13
     -0.114114114114E+00      0.431549823638E+13      0.418973432315E+13      0.405885657143E+13      0.418802971032E+13
     -0.110110110110E+00      0.502102372161E+13      0.487666410438E+13      0.472637623375E+13      0.487468801991E+13
     -0.106106106106E+00      0.584723162884E+13      0.568080655720E+13      0.550749635717E+13      0.567851151440E+13
     -0.102102102102E+00      0.681397970659E+13      0.662148909082E+13      0.642099102349E+13      0.661881994030E+13
     -0.980980980981E-01      0.794450338042E+13      0.772132065445E+13      0.748881574483E+13      0.771821325990E+13
     -0.940940940941E-01      0.926597411588E+13      0.900673504560E+13      0.873663507080E+13      0.900311474409E+13
     -0.900900900901E-01      0.108101523433E+14      0.105086261086E+14      0.101944393037E+14      0.105044059185E+14
     -0.860860860861E-01      0.126141506222E+14      0.122630900761E+14      0.118972651314E+14      0.122581686099E+14
     -0.820820820821E-01      0.147213253667E+14      0.143122928738E+14      0.138860374766E+14      0.143065519057E+14
     -0.780780780781E-01      0.171823185355E+14      0.167054832071E+14      0.162085527717E+14      0.166987848381E+14
     -0.740740740741E-01      0.200562742830E+14      0.195001757399E+14      0.189206272519E+14      0.194923590916E+14
     -0.700700700701E-01      0.234122597607E+14      0.227635327495E+14      0.220874378180E+14      0.227544101094E+14
     -0.660660660661E-01      0.273309241417E+14      0.265739773943E+14      0.257850876242E+14      0.265633297201E+14
     -0.620620620621E-01      0.319064356425E+14      0.310230772692E+14      0.301024339266E+14      0.310106489461E+14
     -0.580580580581E-01      0.372487429588E+14      0.362177433859E+14      0.351432219934E+14      0.362032361127E+14
     -0.540540540541E-01      0.434862152792E+14      0.422827972438E+14      0.410285761894E+14      0.422658629041E+14
     -0.500500500501E-01      0.507687240707E+14      0.493639674408E+14      0.478999078638E+14      0.493441997918E+14
     -0.460460460460E-01      0.592712403531E+14      0.576313875026E+14      0.559223096040E+14      0.576083124866E+14
     -0.420420420420E-01      0.691980334405E+14      0.672836785305E+14      0.652885169829E+14      0.672567429846E+14
     -0.380380380380E-01      0.807875714086E+14      0.785527141550E+14      0.762235324074E+14      0.785212726570E+14
     -0.340340340340E-01      0.943182401736E+14      0.917091814458E+14      0.889900213615E+14      0.916724809936E+14
     -0.300300300300E-01      0.110115017416E+15      0.107069070245E+15      0.103894609599E+15      0.107026232420E+15
     -0.260260260260E-01      0.128557260094E+15      0.125001245268E+15      0.121295231079E+15      0.124951245480E+15
     -0.220220220220E-01      0.150087790433E+15      0.145936280758E+15      0.141609701124E+15      0.145877924105E+15
     -0.180180180180E-01      0.175223495695E+15      0.170376767011E+15      0.165325717962E+15      0.170308660223E+15
     -0.140140140140E-01      0.204567692244E+15      0.198909332388E+15      0.193012529083E+15      0.198829851238E+15
     -0.100100100100E-01      0.238824545352E+15      0.232218664144E+15      0.225334537434E+15      0.232125915643E+15
     -0.600600600601E-02      0.278815883463E+15      0.271103857456E+15      0.263067167151E+15      0.270995636023E+15
     -0.200200200200E-02      0.325500800387E+15      0.316497475188E+15      0.307115360163E+15      0.316371211913E+15
      0.200200200200E-02      0.379998502029E+15      0.369487762354E+15      0.358535134652E+15      0.369340466345E+15
      0.600600600601E-02      0.443614926971E+15      0.431344529936E+15      0.418558705005E+15      0.431172720637E+15
      0.100100100100E-01      0.517873753837E+15      0.503549303968E+15      0.488623741843E+15      0.503348933216E+15
      0.140140140140E-01      0.604552504032E+15      0.587830428842E+15      0.570407441098E+15      0.587596791324E+15
      0.180180180180E-01      0.705724557801E+15      0.686203920062E+15      0.665866174381E+15      0.685931550748E+15
      0.220220220220E-01      0.823808025709E+15      0.801020982393E+15      0.777281610274E+15      0.800703539459E+15
      0.260260260260E-01      0.961622558154E+15      0.935023245938E+15      0.907314328930E+15      0.934653377674E+15
      0.300300300300E-01      0.112245533336E+16      0.109140692608E+16      0.105906610166E+16      0.109097612037E+16
      0.340340340340E-01      0.131013764029E+16      0.127389728432E+16      0.123615217362E+16      0.127339569941E+16
      0.380380380380E-01      0.152913366710E+16      0.148683495578E+16      0.144278507163E+16      0.148625123150E+16
      0.420420420420E-01      0.178464331763E+16      0.173527591501E+16      0.168387165957E+16      0.173459696407E+16
      0.460460460460E-01      0.208272110536E+16      0.202510707241E+16      0.196512537920E+16      0.202431785232E+16
      0.500500500501E-01      0.243041341229E+16      0.236317972464E+16      0.229319583985E+16      0.236226299226E+16
      0.540540540541E-01      0.283591664209E+16      0.275746331782E+16      0.267581815047E+16      0.275639937013E+16
      0.580580580581E-01      0.330875903161E+16      0.321722221006E+16      0.312198461088E+16      0.321598861752E+16
      0.620620620621E-01      0.386000909537E+16      0.375321832454E+16      0.364214158048E+16      0.375178966680E+16
      0.660660660661E-01      0.450251384070E+16      0.437794274310E+16      0.424841449928E+16      0.437629036103E+16
      0.700700700701E-01      0.525116997324E+16      0.510587936965E+16      0.495486411739E+16      0.510397115342E+16
      0.740740740741E-01      0.612323126783E+16      0.595380375018E+16      0.577777695056E+16      0.595160398953E+16
      0.780780780781E-01      0.713865504832E+16      0.694111991166E+16      0.673599276518E+16      0.693858924172E+16
      0.820820820821E-01      0.832049022221E+16      0.809023760019E+16      0.785127142978E+16      0.808733308406E+16
      0.860860860861E-01      0.969530845260E+16      0.942699146290E+16      0.914870065696E+16      0.942366685748E+16
      0.900900900901E-01      0.112936786971E+17      0.109811024080E+17      0.106571448808E+17      0.109773086620E+17
      0.940940940941E-01      0.131506833547E+17      0.127866794542E+17      0.124097336296E+17      0.127823654795E+17
      0.980980980981E-01      0.153064714736E+17      0.148827576849E+17      0.144443851002E+17      0.148778714196E+17
      0.102102102102E+00      0.178068407096E+17      0.173138642871E+17      0.168043570533E+17      0.173083540167E+17
      0.106106106106E+00      0.207038348355E+17      0.201305999382E+17      0.195388124612E+17      0.201244157449E+17
      0.110110110110E+00      0.240563374677E+17      0.233902168903E+17      0.227033814504E+17      0.233833119361E+17
      0.114114114114E+00      0.279306353149E+17      0.271571680200E+17      0.263606939686E+17      0.271494991011E+17
