             #Energy(eV)                XX(uV/K)                YY(uV/K)                ZZ(uV/K)           Average(uV/K)
     -0.990990990991E+00      0.184737970819E+02      0.161227688569E+02      0.135443327931E+02      0.160469662439E+02
     -0.986986986987E+00      0.193541828678E+02      0.170785039511E+02      0.146064796035E+02      0.170130554741E+02
     -0.982982982983E+00      0.202284377985E+02      0.180299190033E+02      0.156662381934E+02      0.179748649984E+02
     -0.978978978979E+00      0.210937109202E+02      0.189747013907E+02      0.167184963213E+02      0.189289695441E+02
     -0.974974974975E+00      0.219476921918E+02      0.199110400636E+02      0.177591949181E+02      0.198726423912E+02
     -0.970970970971E+00      0.227886845048E+02      0.208376018663E+02      0.187855607286E+02      0.208039490332E+02
     -0.966966966967E+00      0.236155791618E+02      0.217534463924E+02      0.197961458292E+02      0.217217237945E+02
     -0.962962962963E+00      0.244277563408E+02      0.226579027146E+02      0.207906809595E+02      0.226254466716E+02
     -0.958958958959E+00      0.252249489170E+02      0.235504404584E+02      0.217697862490E+02      0.235150585415E+02
     -0.954954954955E+00      0.260071127867E+02      0.244305679144E+02      0.227346075273E+02      0.243907627428E+02
     -0.950950950951E+00      0.267743388706E+02      0.252977812135E+02      0.236864540738E+02      0.252528580526E+02
     -0.946946946947E+00      0.275268245349E+02      0.261515736685E+02      0.246265040092E+02      0.261016340709E+02
     -0.942942942943E+00      0.282649010859E+02      0.269914975560E+02      0.255556203069E+02      0.269373396496E+02
     -0.938938938939E+00      0.289890955622E+02      0.278172564989E+02      0.264742901169E+02      0.277602140593E+02
     -0.934934934935E+00      0.297001941709E+02      0.286287987686E+02      0.273826703054E+02      0.285705544149E+02
     -0.930930930931E+00      0.303992738166E+02      0.294263820045E+02      0.282806996919E+02      0.293687851710E+02
     -0.926926926927E+00      0.310876771176E+02      0.302105877990E+02      0.291682282204E+02      0.301554977123E+02
     -0.922922922923E+00      0.317669227905E+02      0.309822783276E+02      0.300451170226E+02      0.309314393802E+02
     -0.918918918919E+00      0.324385634233E+02      0.317425034470E+02      0.309112794220E+02      0.316974487641E+02
     -0.914914914915E+00      0.331040214658E+02      0.324923813902E+02      0.317666567397E+02      0.324543531986E+02
     -0.910910910911E+00      0.337644463744E+02      0.332329852998E+02      0.326111476738E+02      0.332028597827E+02
     -0.906906906907E+00      0.344206366836E+02      0.339652682117E+02      0.334445290051E+02      0.339434779668E+02
     -0.902902902903E+00      0.350730581785E+02      0.346900496547E+02      0.342664127841E+02      0.346765068724E+02
     -0.898898898899E+00      0.357219650892E+02      0.354080695563E+02      0.350762783067E+02      0.354021043174E+02
     -0.894894894895E+00      0.363676015331E+02      0.361200944491E+02      0.358735973321E+02      0.361204311048E+02
     -0.890890890891E+00      0.370104346813E+02      0.368270437564E+02      0.366580432652E+02      0.368318405676E+02
     -0.886886886887E+00      0.376513587814E+02      0.375300966371E+02      0.374297472425E+02      0.375370675537E+02
     -0.882882882883E+00      0.382918158711E+02      0.382307459454E+02      0.381895445410E+02      0.382373687858E+02
     -0.878878878879E+00      0.389338035873E+02      0.389307838570E+02      0.389391496831E+02      0.389345790425E+02
     -0.874874874875E+00      0.395797745461E+02      0.396322271855E+02      0.396812100828E+02      0.396310706048E+02
     -0.870870870871E+00      0.402324627860E+02      0.403372102335E+02      0.404192131862E+02      0.403296287352E+02
     -0.866866866867E+00      0.408946892655E+02      0.410478812901E+02      0.411572540316E+02      0.410332748624E+02
     -0.862862862863E+00      0.415691951216E+02      0.417663325789E+02      0.418997005491E+02      0.417450760832E+02
     -0.858858858859E+00      0.422585315816E+02      0.424945758846E+02      0.426508152725E+02      0.424679742462E+02
     -0.854854854855E+00      0.429650090005E+02      0.432345553270E+02      0.434143999503E+02      0.432046547593E+02
     -0.850850850851E+00      0.436906861959E+02      0.439881737863E+02      0.441935230522E+02      0.439574610115E+02
     -0.846846846847E+00      0.444373731053E+02      0.447573061972E+02      0.449903720322E+02      0.447283504449E+02
     -0.842842842843E+00      0.452066260551E+02      0.455437817741E+02      0.458062473183E+02      0.455188850492E+02
     -0.838838838839E+00      0.459997303354E+02      0.463493336461E+02      0.466416890819E+02      0.463302510211E+02
     -0.834834834835E+00      0.468176808827E+02      0.471755312102E+02      0.474967060771E+02      0.471633060567E+02
     -0.830830830831E+00      0.476611811848E+02      0.480237211683E+02      0.483710618708E+02      0.480186547413E+02
     -0.826826826827E+00      0.485306795317E+02      0.488950040328E+02      0.492645692115E+02      0.488967509253E+02
     -0.822822822823E+00      0.494264517189E+02      0.497902640514E+02      0.501773476415E+02      0.497980211373E+02
     -0.818818818819E+00      0.503487249325E+02      0.507102554308E+02      0.511100106848E+02      0.507229970161E+02
     -0.814814814815E+00      0.512978244726E+02      0.516557315363E+02      0.520637640136E+02      0.516724400075E+02
     -0.810810810811E+00      0.522743175620E+02      0.526275913648E+02      0.530404117031E+02      0.526474402100E+02
     -0.806806806807E+00      0.532791285265E+02      0.536270123767E+02      0.540422813330E+02      0.536494740787E+02
     -0.802802802803E+00      0.543136062433E+02      0.546555416802E+02      0.550720885725E+02      0.546804121653E+02
     -0.798798798799E+00      0.553795352013E+02      0.557151271803E+02      0.561327674114E+02      0.557424765977E+02
     -0.794794794795E+00      0.564790923055E+02      0.568080835042E+02      0.572272936241E+02      0.568381564779E+02
     -0.790790790791E+00      0.576147596567E+02      0.579370004702E+02      0.583585269173E+02      0.579700956814E+02
     -0.786786786787E+00      0.587892072109E+02      0.591046112654E+02      0.595290919647E+02      0.591409701470E+02
     -0.782782782783E+00      0.600051586674E+02      0.603136415755E+02      0.607413104739E+02      0.603533702389E+02
     -0.778778778779E+00      0.612652511064E+02      0.615666599752E+02      0.619971862481E+02      0.616096991099E+02
     -0.774774774775E+00      0.625718966592E+02      0.628659460051E+02      0.632984344660E+02      0.629120923768E+02
     -0.770770770771E+00      0.639271550247E+02      0.642133881622E+02      0.646465376475E+02      0.642623602781E+02
     -0.766766766767E+00      0.653326290643E+02      0.656104212106E+02      0.660428067845E+02      0.656619523531E+02
     -0.762762762763E+00      0.667893995899E+02      0.670580105560E+02      0.674884285415E+02      0.671119462291E+02
     -0.758758758759E+00      0.682980159491E+02      0.685566889974E+02      0.689844876786E+02      0.686130642084E+02
     -0.754754754755E+00      0.698585529451E+02      0.701066457460E+02      0.705319648846E+02      0.701657211919E+02
     -0.750750750751E+00      0.714707316598E+02      0.717078584304E+02      0.721317197236E+02      0.717701032713E+02
     -0.746746746747E+00      0.731340850919E+02      0.733602476712E+02      0.737844727441E+02      0.734262685024E+02
     -0.742742742743E+00      0.748481349435E+02      0.750638246146E+02      0.754907986713E+02      0.751342527431E+02
     -0.738738738739E+00      0.766125392193E+02      0.768187989144E+02      0.772511356283E+02      0.768941579207E+02
     -0.734734734735E+00      0.784271749914E+02      0.786256207330E+02      0.790658072010E+02      0.787062009751E+02
     -0.730730730731E+00      0.802921362794E+02      0.804849450367E+02      0.809350488747E+02      0.805707100636E+02
     -0.726726726727E+00      0.822076493046E+02      0.823975262358E+02      0.828590303809E+02      0.824880686404E+02
     -0.722722722723E+00      0.841739298841E+02      0.843640704664E+02      0.848378705642E+02      0.844586236382E+02
     -0.718718718719E+00      0.861910237485E+02      0.863850857587E+02      0.868716488004E+02      0.864825861025E+02
     -0.714714714715E+00      0.882586752750E+02      0.884607728398E+02      0.889604229434E+02      0.885599570194E+02
     -0.710710710711E+00      0.903762620299E+02      0.905909903099E+02      0.911042653156E+02      0.906905058851E+02
     -0.706706706707E+00      0.925428139581E+02      0.927753096855E+02      0.933033248532E+02      0.928738161656E+02
     -0.702702702703E+00      0.947571125585E+02      0.950131534534E+02      0.955579171712E+02      0.951093943944E+02
     -0.698698698699E+00      0.970178440555E+02      0.973039891658E+02      0.978686383355E+02      0.973968238523E+02
     -0.694694694695E+00      0.993237679037E+02      0.996475404785E+02      0.100236495184E+03      0.997359345220E+02
     -0.690690690691E+00      0.101673861803E+03      0.102043975202E+03      0.102663045672E+03      0.102126960892E+03
     -0.686686686687E+00      0.104067416726E+03      0.104494040875E+03      0.105150545183E+03      0.104570667595E+03
     -0.682682682683E+00      0.106504076308E+03      0.106999136717E+03      0.107702096085E+03      0.107068436370E+03
     -0.678678678679E+00      0.108983837623E+03      0.109561331310E+03      0.110321795673E+03      0.109622321535E+03
     -0.674674674675E+00      0.111507047276E+03      0.112183351711E+03      0.113014871848E+03      0.112235090278E+03
     -0.670670670671E+00      0.114074432007E+03      0.114868576558E+03      0.115787788792E+03      0.114910265786E+03
     -0.666666666667E+00      0.116687194296E+03      0.117621061026E+03      0.118648300473E+03      0.117652185265E+03
     -0.662662662663E+00      0.119347182999E+03      0.120445606662E+03      0.121605431595E+03      0.120466073752E+03
     -0.658658658659E+00      0.122057123438E+03      0.123347869153E+03      0.124669374695E+03      0.123358122429E+03
     -0.654654654655E+00      0.124820868743E+03      0.126334478878E+03      0.127851306276E+03      0.126335551299E+03
     -0.650650650651E+00      0.127643622289E+03      0.129413138619E+03      0.131163139557E+03      0.129406633488E+03
     -0.646646646647E+00      0.130532083478E+03      0.132592663612E+03      0.134617241818E+03      0.132580662969E+03
     -0.642642642643E+00      0.133494485191E+03      0.135882940726E+03      0.138226147595E+03      0.135867857837E+03
     -0.638638638639E+00      0.136540516117E+03      0.139294802219E+03      0.142002295448E+03      0.139279204594E+03
     -0.634634634635E+00      0.139681147501E+03      0.142839829808E+03      0.145957808192E+03      0.142826261834E+03
     -0.630630630631E+00      0.142928404672E+03      0.146530121063E+03      0.150104327514E+03      0.146520951083E+03
     -0.626626626627E+00      0.146295133773E+03      0.150378058409E+03      0.154452906032E+03      0.150375366071E+03
     -0.622622622623E+00      0.149794811624E+03      0.154396119546E+03      0.159013953860E+03      0.154401628343E+03
     -0.618618618619E+00      0.153441432880E+03      0.158596757654E+03      0.163797232514E+03      0.158611807683E+03
     -0.614614614615E+00      0.157249487562E+03      0.162992363112E+03      0.168811886173E+03      0.163017912282E+03
     -0.610610610611E+00      0.161234018620E+03      0.167595299629E+03      0.174066498768E+03      0.167631939006E+03
     -0.606606606607E+00      0.165410728381E+03      0.172417990844E+03      0.179569165082E+03      0.172465961435E+03
     -0.602602602603E+00      0.169796088382E+03      0.177473021933E+03      0.185327564515E+03      0.177532224944E+03
     -0.598598598599E+00      0.174407401725E+03      0.182773216607E+03      0.191349027023E+03      0.182843215118E+03
     -0.594594594595E+00      0.179262771372E+03      0.188331653177E+03      0.197640581252E+03      0.188411668600E+03
     -0.590590590591E+00      0.184380940961E+03      0.194161593065E+03      0.204208975261E+03      0.194250503096E+03
     -0.586586586587E+00      0.189780994109E+03      0.200276308763E+03      0.211060660747E+03      0.200372654540E+03
     -0.582582582583E+00      0.195481920023E+03      0.206688813267E+03      0.218201733165E+03      0.206790822151E+03
     -0.578578578579E+00      0.201502073155E+03      0.213411506658E+03      0.225637823031E+03      0.213517134281E+03
     -0.574574574575E+00      0.207858568923E+03      0.220455765673E+03      0.233373938024E+03      0.220562757540E+03
     -0.570570570571E+00      0.214566664088E+03      0.227831507775E+03      0.241414260779E+03      0.227937477547E+03
     -0.566566566567E+00      0.221639169369E+03      0.235546762482E+03      0.249761912845E+03      0.235649281566E+03
     -0.562562562563E+00      0.229085935303E+03      0.243607280508E+03      0.258418700415E+03      0.243703972076E+03
     -0.558558558559E+00      0.236913443005E+03      0.252016207144E+03      0.267384861572E+03      0.252104837241E+03
     -0.554554554555E+00      0.245124521824E+03      0.260773841334E+03      0.276658837339E+03      0.260852400166E+03
     -0.550550550551E+00      0.253718207050E+03      0.269877496559E+03      0.286237089300E+03      0.269944264303E+03
     -0.546546546547E+00      0.262689742837E+03      0.279321473821E+03      0.296113984474E+03      0.279375067044E+03
     -0.542542542543E+00      0.272030727775E+03      0.289097150354E+03      0.306281763441E+03      0.289136547190E+03
     -0.538538538539E+00      0.281729392622E+03      0.299193180164E+03      0.316730600638E+03      0.299217724474E+03
     -0.534534534535E+00      0.291770991850E+03      0.309595794613E+03      0.327448757106E+03      0.309605181190E+03
     -0.530530530531E+00      0.302138283692E+03      0.320289184009E+03      0.338422817078E+03      0.320283428260E+03
     -0.526526526527E+00      0.312812068315E+03      0.331255935540E+03      0.349637991942E+03      0.331235331933E+03
     -0.522522522523E+00      0.323771751578E+03      0.342477499893E+03      0.361078469549E+03      0.342442573673E+03
     -0.518518518519E+00      0.334995902663E+03      0.353934658825E+03      0.372727784221E+03      0.353886115237E+03
     -0.514514514515E+00      0.346462777770E+03      0.365607968678E+03      0.384569183371E+03      0.365546643273E+03
     -0.510510510511E+00      0.358150787940E+03      0.377478159675E+03      0.396585969728E+03      0.377404972447E+03
     -0.506506506507E+00      0.370038896258E+03      0.389526476983E+03      0.408761803151E+03      0.389442392131E+03
     -0.502502502503E+00      0.382106936894E+03      0.401734955901E+03      0.421080951722E+03      0.401640948173E+03
     -0.498498498498E+00      0.394335854977E+03      0.414086629397E+03      0.433528487443E+03      0.413983657272E+03
     -0.494494494494E+00      0.406707871525E+03      0.426565670996E+03      0.446090426732E+03      0.426454656418E+03
     -0.490490490490E+00      0.419206581335E+03      0.439157479462E+03      0.458753819610E+03      0.439039293469E+03
     -0.486486486486E+00      0.431816993892E+03      0.451848713731E+03      0.471506793893E+03      0.451724167172E+03
     -0.482482482482E+00      0.444525528159E+03      0.464627287473E+03      0.484338562006E+03      0.464497125879E+03
     -0.478478478478E+00      0.457319971961E+03      0.477482332515E+03      0.497239398304E+03      0.477347234260E+03
     -0.474474474474E+00      0.470189415709E+03      0.490404139688E+03      0.510200594461E+03      0.490264716619E+03
     -0.470470470470E+00      0.483124168984E+03      0.503384084550E+03      0.523214399655E+03      0.503240884396E+03
     -0.466466466466E+00      0.496115666976E+03      0.516414544147E+03      0.536273951240E+03      0.516268054121E+03
     -0.462462462462E+00      0.509156372362E+03      0.529488809753E+03      0.549373200531E+03      0.529339460882E+03
     -0.458458458458E+00      0.522239676842E+03      0.542600999294E+03      0.562506837264E+03      0.542449171133E+03
     -0.454454454454E+00      0.535359805392E+03      0.555745972206E+03      0.575670215372E+03      0.555591997656E+03
     -0.450450450450E+00      0.548511725323E+03      0.568919248546E+03      0.588859281922E+03      0.568763418597E+03
     -0.446446446446E+00      0.561691061470E+03      0.582116933548E+03      0.602070510427E+03      0.581959501815E+03
     -0.442442442442E+00      0.574894018219E+03      0.595335648265E+03      0.615300839228E+03      0.595176835238E+03
     -0.438438438438E+00      0.588117308657E+03      0.608572466525E+03      0.628547615273E+03      0.608412463485E+03
     -0.434434434434E+00      0.601358090795E+03      0.621824858188E+03      0.641808543340E+03      0.621663830774E+03
     -0.430430430430E+00      0.614613910609E+03      0.635090638452E+03      0.655081640562E+03      0.634928729874E+03
     -0.426426426426E+00      0.627882651487E+03      0.648367922869E+03      0.668365195977E+03      0.648205256778E+03
     -0.422422422422E+00      0.641162489616E+03      0.661655087629E+03      0.681657734747E+03      0.661491770664E+03
     -0.418418418418E+00      0.654451854773E+03      0.674950734660E+03      0.694957986672E+03      0.674786858702E+03
     -0.414414414414E+00      0.667749396000E+03      0.688253661073E+03      0.708264858573E+03      0.688089305215E+03
     -0.410410410410E+00      0.681053951649E+03      0.701562832484E+03      0.721577410169E+03      0.701398064767E+03
     -0.406406406406E+00      0.694364523303E+03      0.714877359789E+03      0.734894833030E+03      0.714712238707E+03
     -0.402402402402E+00      0.707680253110E+03      0.728196478973E+03      0.748216432279E+03      0.728031054788E+03
     -0.398398398398E+00      0.721000404124E+03      0.741519533586E+03      0.761541610679E+03      0.741353849463E+03
     -0.394394394394E+00      0.734324343253E+03      0.754845959531E+03      0.774869854812E+03      0.754680052532E+03
     -0.390390390390E+00      0.747651526478E+03      0.768175271870E+03      0.788200723057E+03      0.768009173802E+03
     -0.386386386386E+00      0.760981486020E+03      0.781507053342E+03      0.801533835124E+03      0.781340791495E+03
     -0.382382382382E+00      0.774313819180E+03      0.794840944351E+03      0.814868862881E+03      0.794674542137E+03
     -0.378378378378E+00      0.787648178576E+03      0.808176634177E+03      0.828205522276E+03      0.808010111676E+03
     -0.374374374374E+00      0.800984263550E+03      0.821513853185E+03      0.841543566120E+03      0.821347227618E+03
     -0.370370370370E+00      0.814321812500E+03      0.834852365813E+03      0.854882777534E+03      0.834685651949E+03
     -0.366366366366E+00      0.827660595921E+03      0.848191964124E+03      0.868222963838E+03      0.848025174628E+03
     -0.362362362362E+00      0.841000409923E+03      0.861532461678E+03      0.881563950641E+03      0.861365607414E+03
     -0.358358358358E+00      0.854341069960E+03      0.874873687487E+03      0.894905575885E+03      0.874706777777E+03
     -0.354354354354E+00      0.867682404512E+03      0.888215479734E+03      0.908247683506E+03      0.888048522584E+03
     -0.350350350350E+00      0.881024248367E+03      0.901557678917E+03      0.921590116339E+03      0.901390681208E+03
     -0.346346346346E+00      0.894366435097E+03      0.914900119949E+03      0.934932707773E+03      0.914733087606E+03
     -0.342342342342E+00      0.907708788202E+03      0.928242622639E+03      0.948275271504E+03      0.928075560782E+03
     -0.338338338338E+00      0.921051110245E+03      0.941584979791E+03      0.961617588541E+03      0.941417892859E+03
     -0.334334334334E+00      0.934393169068E+03      0.954926941890E+03      0.974959390332E+03      0.954759833763E+03
     -0.330330330330E+00      0.947734679893E+03      0.968268197028E+03      0.988300336480E+03      0.968101071134E+03
     -0.326326326326E+00      0.961075281671E+03      0.981608344203E+03      0.100163998498E+04      0.981441203619E+03
     -0.322322322322E+00      0.974414505510E+03      0.994946857517E+03      0.101497775218E+04      0.994779705070E+03
     -0.318318318318E+00      0.987751732182E+03      0.100828303786E+04      0.102831285865E+04      0.100811587623E+04
     -0.314314314314E+00      0.100108613470E+04      0.102161594748E+04      0.104164425581E+04      0.102144877933E+04
     -0.310310310310E+00      0.101441660043E+04      0.103494432118E+04      0.105497052621E+04      0.103477714927E+04
     -0.306306306306E+00      0.102774162533E+04      0.104826644562E+04      0.106828974798E+04      0.104809927298E+04
     -0.302302302302E+00      0.104105917008E+04      0.106157999500E+04      0.108159931029E+04      0.106141282512E+04
     -0.298298298298E+00      0.105436646425E+04      0.107488180748E+04      0.109489566205E+04      0.107471464460E+04
     -0.294294294294E+00      0.106765973976E+04      0.108816758068E+04      0.110817396979E+04      0.108800043008E+04
     -0.290290290290E+00      0.108093386776E+04      0.110143145688E+04      0.112142765155E+04      0.110126432540E+04
     -0.286286286286E+00      0.109418186420E+04      0.111466545832E+04      0.113464774220E+04      0.111449835491E+04
     -0.282282282282E+00      0.110739421654E+04      0.112785871804E+04      0.114782202923E+04      0.112769165461E+04
     -0.278278278278E+00      0.112055796702E+04      0.114099643288E+04      0.116093387631E+04      0.114082942540E+04
     -0.274274274274E+00      0.113365546494E+04      0.115405843874E+04      0.117396062256E+04      0.115389150875E+04
     -0.270270270270E+00      0.114666266945E+04      0.116701727279E+04      0.118687140601E+04      0.116685044941E+04
     -0.266266266266E+00      0.115954684214E+04      0.117983554017E+04      0.119962420627E+04      0.117966886286E+04
     -0.262262262262E+00      0.117226341351E+04      0.119246233920E+04      0.121216183160E+04      0.119229586144E+04
     -0.258258258258E+00      0.118475173287E+04      0.120482841606E+04      0.122440648201E+04      0.120466221031E+04
     -0.254254254254E+00      0.119692931447E+04      0.121683961058E+04      0.123625239984E+04      0.121667377496E+04
     -0.250250250250E+00      0.120868406728E+04      0.122836801573E+04      0.124755596553E+04      0.122820268285E+04
     -0.246246246246E+00      0.121986383810E+04      0.123924009983E+04      0.125812240724E+04      0.123907544839E+04
     -0.242242242242E+00      0.123026240588E+04      0.124922083372E+04      0.126768807139E+04      0.124905710366E+04
     -0.238238238238E+00      0.123960084717E+04      0.125799263872E+04      0.127589696540E+04      0.125783015043E+04
     -0.234234234234E+00      0.124750297119E+04      0.126512775863E+04      0.128227008015E+04      0.126496693666E+04
     -0.230230230230E+00      0.125346335928E+04      0.127005254261E+04      0.128616592876E+04      0.126989394355E+04
     -0.226226226226E+00      0.125680655631E+04      0.127200226380E+04      0.128673099939E+04      0.127184660650E+04
     -0.222222222222E+00      0.125663638526E+04      0.126996578788E+04      0.128283976974E+04      0.126981398096E+04
     -0.218218218218E+00      0.125177559379E+04      0.126262114915E+04      0.127302617409E+04      0.126247430568E+04
     -0.214214214214E+00      0.124069875100E+04      0.124826667660E+04      0.125541286361E+04      0.124812609707E+04
     -0.210210210210E+00      0.122146643445E+04      0.122475880420E+04      0.122765245196E+04      0.122462589687E+04
     -0.206206206206E+00      0.119167738685E+04      0.118947819263E+04      0.118690728117E+04      0.118935428688E+04
     -0.202202202202E+00      0.114846818232E+04      0.113936054991E+04      0.112991092167E+04      0.113924655130E+04
     -0.198198198198E+00      0.108860591377E+04      0.107104507488E+04      0.105317179534E+04      0.107094092800E+04
     -0.194194194194E+00      0.100873298800E+04      0.981203383007E+03      0.953385767348E+03      0.981107379451E+03
     -0.190190190190E+00      0.905821292472E+03      0.867098037118E+03      0.828099135139E+03      0.867006154909E+03
     -0.186186186186E+00      0.777855072101E+03      0.727359308527E+03      0.676580538646E+03      0.727264973091E+03
     -0.182182182182E+00      0.624669057599E+03      0.562849013099E+03      0.500713299857E+03      0.562743790185E+03
     -0.178178178178E+00      0.448728985374E+03      0.377331426727E+03      0.305560434519E+03      0.377206948873E+03
     -0.174174174174E+00      0.255520452994E+03      0.177589227710E+03      0.992102584949E+02      0.177439979733E+03
     -0.170170170170E+00      0.532238715581E+02     -0.272713147760E+02     -0.108289217453E+03     -0.274455535570E+02
     -0.166166166166E+00     -0.148419854614E+03     -0.227259951186E+03     -0.306680452987E+03     -0.227453419596E+03
     -0.162162162162E+00     -0.339775431335E+03     -0.413245702575E+03     -0.487323657021E+03     -0.413448263644E+03
     -0.158158158158E+00     -0.512946479263E+03     -0.578396992377E+03     -0.644448112596E+03     -0.578597194745E+03
     -0.154154154154E+00     -0.662826824235E+03     -0.718882469744E+03     -0.775502224591E+03     -0.719070506190E+03
     -0.150150150150E+00     -0.787329089095E+03     -0.833768076853E+03     -0.880715305738E+03     -0.833937490562E+03
     -0.146146146146E+00     -0.886922528740E+03     -0.924360777903E+03     -0.962242842860E+03     -0.924508716501E+03
     -0.142142142142E+00     -0.963820042499E+03     -0.993354251612E+03     -0.102326796971E+04     -0.993480754608E+03
     -0.138138138138E+00     -0.102114411768E+04     -0.104405407967E+04     -0.106728489123E+04     -0.104416102953E+04
     -0.134134134134E+00     -0.106226854156E+04     -0.107981556487E+04     -0.109763309785E+04     -0.107990573476E+04
     -0.130130130130E+00     -0.109039364270E+04     -0.110370897502E+04     -0.111725343316E+04     -0.110378535029E+04
     -0.126126126126E+00     -0.110832631256E+04     -0.111836563882E+04     -0.112860110204E+04     -0.111843101781E+04
     -0.122122122122E+00     -0.111840438681E+04     -0.112594314218E+04     -0.113365231798E+04     -0.112599994899E+04
     -0.118118118118E+00     -0.112250687568E+04     -0.112815679215E+04     -0.113395740475E+04     -0.112820702419E+04
     -0.114114114114E+00     -0.112210648175E+04     -0.112634060620E+04     -0.113071047664E+04     -0.112638585486E+04
     -0.110110110110E+00     -0.111833684138E+04     -0.112151576946E+04     -0.112481920959E+04     -0.112155727348E+04
     -0.106106106106E+00     -0.111205930587E+04     -0.111445507897E+04     -0.111696697563E+04     -0.111449378682E+04
     -0.102102102102E+00     -0.110392218746E+04     -0.110573850041E+04     -0.110766470162E+04     -0.110577512983E+04
     -0.980980980981E-01     -0.109441010508E+04     -0.109579864314E+04     -0.109729244971E+04     -0.109583373264E+04
     -0.940940940941E-01     -0.108388350138E+04     -0.108495676864E+04     -0.108613188926E+04     -0.108499071976E+04
     -0.900900900901E-01     -0.107260947929E+04     -0.107345067561E+04     -0.107439120419E+04     -0.107348378636E+04
     -0.860860860861E-01     -0.106078544284E+04     -0.106145596523E+04     -0.106222396000E+04     -0.106148845602E+04
     -0.820820820821E-01     -0.104855699887E+04     -0.104910208406E+04     -0.104974326945E+04     -0.104913411746E+04
     -0.780780780781E-01     -0.103603139448E+04     -0.103648433428E+04     -0.103703236091E+04     -0.103651602989E+04
     -0.740740740741E-01     -0.102328754056E+04     -0.102367281541E+04     -0.102415242705E+04     -0.102370426100E+04
     -0.700700700701E-01     -0.101038345507E+04     -0.101071905510E+04     -0.101114843468E+04     -0.101075031495E+04
     -0.660660660661E-01     -0.997361772149E+03     -0.997660912023E+03     -0.998053414851E+03     -0.997692033008E+03
     -0.620620620621E-01     -0.984253810024E+03     -0.984526193489E+03     -0.984891625366E+03     -0.984557209627E+03
     -0.580580580581E-01     -0.971082569638E+03     -0.971335320692E+03     -0.971680879102E+03     -0.971366256477E+03
     -0.540540540541E-01     -0.957864942232E+03     -0.958103290168E+03     -0.958434256655E+03     -0.958134163018E+03
     -0.500500500501E-01     -0.944613333181E+03     -0.944841116174E+03     -0.945161365275E+03     -0.944871938210E+03
     -0.460460460460E-01     -0.931336855673E+03     -0.931556890775E+03     -0.931869263906E+03     -0.931587670118E+03
     -0.420420420420E-01     -0.918042207835E+03     -0.918256562726E+03     -0.918563142731E+03     -0.918287304431E+03
     -0.380380380380E-01     -0.904734317118E+03     -0.904944509639E+03     -0.905246822316E+03     -0.904975216358E+03
     -0.340340340340E-01     -0.891416813682E+03     -0.891623958320E+03     -0.891923120296E+03     -0.891654630766E+03
     -0.300300300300E-01     -0.878092378224E+03     -0.878297293644E+03     -0.878594120838E+03     -0.878327930902E+03
     -0.260260260260E-01     -0.864762997666E+03     -0.864966285644E+03     -0.865261372781E+03     -0.864996885364E+03
     -0.220220220220E-01     -0.851430153271E+03     -0.851632256647E+03     -0.851926035513E+03     -0.851662815144E+03
     -0.180180180180E-01     -0.838094959241E+03     -0.838296204470E+03     -0.838588986551E+03     -0.838326716754E+03
     -0.140140140140E-01     -0.824758265072E+03     -0.824958893482E+03     -0.825250901120E+03     -0.824989353224E+03
     -0.100100100100E-01     -0.811420731415E+03     -0.811620922186E+03     -0.811912311295E+03     -0.811651321632E+03
     -0.600600600601E-02     -0.798082886632E+03     -0.798282773703E+03     -0.798573650262E+03     -0.798313103533E+03
     -0.200200200200E-02     -0.784745169334E+03     -0.784944853868E+03     -0.785235285826E+03     -0.784975103009E+03
      0.200200200200E-02     -0.771407960799E+03     -0.771607520393E+03     -0.771897546171E+03     -0.771637675788E+03
      0.600600600601E-02     -0.758071610179E+03     -0.758271105705E+03     -0.758560740169E+03     -0.758301152018E+03
      0.100100100100E-01     -0.744736454645E+03     -0.744935935354E+03     -0.745225173887E+03     -0.744965854629E+03
      0.140140140140E-01     -0.731402836084E+03     -0.731602343464E+03     -0.731891164592E+03     -0.731632114714E+03
      0.180180180180E-01     -0.718071115596E+03     -0.718270686323E+03     -0.718559053231E+03     -0.718300285050E+03
      0.220220220220E-01     -0.704741686734E+03     -0.704941354978E+03     -0.705229216139E+03     -0.704970752617E+03
      0.260260260260E-01     -0.691414988249E+03     -0.691614787535E+03     -0.691902076623E+03     -0.691643950802E+03
      0.300300300300E-01     -0.678091516971E+03     -0.678291481731E+03     -0.678578116917E+03     -0.678320371873E+03
      0.340340340340E-01     -0.664771841349E+03     -0.664972008284E+03     -0.665257890994E+03     -0.665000580209E+03
      0.380380380380E-01     -0.651456616146E+03     -0.651657025472E+03     -0.651942038638E+03     -0.651685226752E+03
      0.420420420420E-01     -0.638146598726E+03     -0.638347295376E+03     -0.638631301210E+03     -0.638375065104E+03
      0.460460460460E-01     -0.624842667391E+03     -0.625043702229E+03     -0.625326539504E+03     -0.625070969708E+03
      0.500500500501E-01     -0.611545842219E+03     -0.611747273294E+03     -0.612028754141E+03     -0.611773956551E+03
      0.540540540541E-01     -0.598257308868E+03     -0.598459202759E+03     -0.598739108955E+03     -0.598485206861E+03
      0.580580580581E-01     -0.584978445874E+03     -0.585180879140E+03     -0.585458957880E+03     -0.585206094298E+03
      0.620620620621E-01     -0.571710855966E+03     -0.571913916730E+03     -0.572189875872E+03     -0.571938216189E+03
