             #Energy(eV)                XX(uV/K)                YY(uV/K)                ZZ(uV/K)           Average(uV/K)
      0.107907907908E+01     -0.307273720155E+02     -0.318777768042E+02     -0.332361604567E+02     -0.319471030922E+02
      0.108308308308E+01     -0.318954322156E+02     -0.330860165577E+02     -0.344946959836E+02     -0.331587149189E+02
      0.108708708709E+01     -0.330827646816E+02     -0.342997116101E+02     -0.357221525632E+02     -0.343682096183E+02
      0.109109109109E+01     -0.342796199780E+02     -0.355107232164E+02     -0.369154677383E+02     -0.355686036442E+02
      0.109509509510E+01     -0.354719736348E+02     -0.367077968122E+02     -0.380716358187E+02     -0.367504687552E+02
      0.109909909910E+01     -0.366428738267E+02     -0.378775238313E+02     -0.391873581980E+02     -0.379025852853E+02
      0.110310310310E+01     -0.377743527198E+02     -0.390057531568E+02     -0.402589494210E+02     -0.390130184325E+02
      0.110710710711E+01     -0.388495407964E+02     -0.400791666306E+02     -0.412824598688E+02     -0.400703890986E+02
      0.111111111111E+01     -0.398545939388E+02     -0.410867130487E+02     -0.422539338904E+02     -0.410650802926E+02
      0.111511511512E+01     -0.407800934711E+02     -0.420206395602E+02     -0.431697070290E+02     -0.419901466868E+02
      0.111911911912E+01     -0.416216936966E+02     -0.428769531903E+02     -0.440266559581E+02     -0.428417676150E+02
      0.112312312312E+01     -0.423799393995E+02     -0.436552622557E+02     -0.448223409134E+02     -0.436191808562E+02
      0.112712712713E+01     -0.430593235087E+02     -0.443580603692E+02     -0.455550118834E+02     -0.443241319205E+02
      0.113113113113E+01     -0.436667755454E+02     -0.449896040792E+02     -0.462234785740E+02     -0.449599527329E+02
      0.113513513514E+01     -0.442098494636E+02     -0.455545889333E+02     -0.468268669440E+02     -0.455304351136E+02
      0.113913913914E+01     -0.446949112587E+02     -0.460568466863E+02     -0.473643020500E+02     -0.460386866650E+02
      0.114314314314E+01     -0.451256154205E+02     -0.464982719875E+02     -0.478345687557E+02     -0.464861520546E+02
      0.114714714715E+01     -0.455019103661E+02     -0.468781449748E+02     -0.482358080154E+02     -0.468719544521E+02
      0.115115115115E+01     -0.458197320064E+02     -0.471929519661E+02     -0.485653053066E+02     -0.471926630931E+02
      0.115515515516E+01     -0.460714384408E+02     -0.474367268133E+02     -0.488194182217E+02     -0.474425278253E+02
      0.115915915916E+01     -0.462469184688E+02     -0.476018507362E+02     -0.489936728668E+02     -0.476141473573E+02
      0.116316316316E+01     -0.463351894014E+02     -0.476801722507E+02     -0.490830360968E+02     -0.476994659163E+02
      0.116716716717E+01     -0.463262077604E+02     -0.476642558029E+02     -0.490823462330E+02     -0.476909365988E+02
      0.117117117117E+01     -0.462125718949E+02     -0.475485495071E+02     -0.489868622010E+02     -0.475826612010E+02
      0.117517517518E+01     -0.459908126050E+02     -0.473302834462E+02     -0.487928728106E+02     -0.473713229539E+02
      0.117917917918E+01     -0.456620466534E+02     -0.470099656365E+02     -0.484982964002E+02     -0.470567695634E+02
      0.118318318318E+01     -0.452318926829E+02     -0.465914201252E+02     -0.481031978409E+02     -0.466421702163E+02
      0.118718718719E+01     -0.447096917012E+02     -0.460813935863E+02     -0.476101555845E+02     -0.461337469573E+02
      0.119119119119E+01     -0.441072035149E+02     -0.454888266873E+02     -0.470244255016E+02     -0.455401519013E+02
      0.119519519520E+01     -0.434370400124E+02     -0.448239326471E+02     -0.463538689829E+02     -0.448716138808E+02
      0.119919919920E+01     -0.427111306650E+02     -0.440972425424E+02     -0.456086378357E+02     -0.441390036810E+02
      0.120320320320E+01     -0.419394921862E+02     -0.433187656986E+02     -0.448006354394E+02     -0.433529644414E+02
      0.120720720721E+01     -0.411295009516E+02     -0.424973787438E+02     -0.439427999486E+02     -0.425232265480E+02
      0.121121121121E+01     -0.402857595713E+02     -0.416405060104E+02     -0.430482783104E+02     -0.416581812974E+02
      0.121521521522E+01     -0.394105290018E+02     -0.407540960478E+02     -0.421295762592E+02     -0.407647337696E+02
      0.121921921922E+01     -0.385045878923E+02     -0.398428442424E+02     -0.411977759682E+02     -0.398484027010E+02
      0.122322322322E+01     -0.375683028583E+02     -0.389105700559E+02     -0.402619073854E+02     -0.389135934332E+02
      0.122722722723E+01     -0.366026623993E+02     -0.379606371953E+02     -0.393285413597E+02     -0.379639469848E+02
      0.123123123123E+01     -0.356100488025E+02     -0.369963097957E+02     -0.384016450328E+02     -0.370026678770E+02
      0.123523523524E+01     -0.345945905922E+02     -0.360209653326E+02     -0.374827072522E+02     -0.360327543923E+02
      0.123923923924E+01     -0.335620367308E+02     -0.350381280636E+02     -0.365711092470E+02     -0.350570913471E+02
      0.124324324324E+01     -0.325192005420E+02     -0.340513347222E+02     -0.356646879626E+02     -0.340784077422E+02
      0.124724724725E+01     -0.314731132797E+02     -0.330638860912E+02     -0.347604191859E+02     -0.330991395189E+02
      0.125125125125E+01     -0.304300859120E+02     -0.320785653586E+02     -0.338551362746E+02     -0.321212625151E+02
      0.125525525526E+01     -0.293948923096E+02     -0.310974117284E+02     -0.329461984316E+02     -0.311461674899E+02
      0.125925925926E+01     -0.283702560941E+02     -0.301216244365E+02     -0.320320301761E+02     -0.301746369022E+02
      0.126326326326E+01     -0.273567542132E+02     -0.291516406945E+02     -0.311124708321E+02     -0.292069552466E+02
      0.126726726727E+01     -0.263531575622E+02     -0.281873874159E+02     -0.301888985423E+02     -0.282431478401E+02
      0.127127127127E+01     -0.253571322158E+02     -0.272286603510E+02     -0.292641250375E+02     -0.272833058681E+02
      0.127527527528E+01     -0.243661450167E+02     -0.262755467397E+02     -0.283420907162E+02     -0.263279274909E+02
      0.127927927928E+01     -0.233783724622E+02     -0.253287893090E+02     -0.274274185274E+02     -0.253781934328E+02
      0.128328328328E+01     -0.223934128729E+02     -0.243899969059E+02     -0.265249036282E+02     -0.244361044690E+02
      0.128728728729E+01     -0.214126491604E+02     -0.234616402214E+02     -0.256390195458E+02     -0.235044363092E+02
      0.129129129129E+01     -0.204391922813E+02     -0.225468225013E+02     -0.247735099645E+02     -0.225865082491E+02
      0.129529529530E+01     -0.194774338026E+02     -0.216488717887E+02     -0.239311117608E+02     -0.216858057840E+02
      0.129929929930E+01     -0.185323259351E+02     -0.207708479752E+02     -0.231134261730E+02     -0.208055333611E+02
      0.130330330330E+01     -0.176085672102E+02     -0.199150820812E+02     -0.223209286008E+02     -0.199481926308E+02
      0.130730730731E+01     -0.167098879104E+02     -0.190828601432E+02     -0.215530894511E+02     -0.191152791682E+02
      0.131131131131E+01     -0.158385989510E+02     -0.182743311291E+02     -0.208085712511E+02     -0.183071671104E+02
      0.131531531532E+01     -0.149955000003E+02     -0.174886658373E+02     -0.200854696147E+02     -0.175232118174E+02
      0.131931931932E+01     -0.141801544781E+02     -0.167244347114E+02     -0.193815733573E+02     -0.167620541823E+02
      0.132332332332E+01     -0.133914516731E+02     -0.159801208471E+02     -0.186946268556E+02     -0.160220664586E+02
      0.132732732733E+01     -0.126283093028E+02     -0.152546518029E+02     -0.180225815119E+02     -0.153018475392E+02
      0.133133133133E+01     -0.118903379287E+02     -0.145478272860E+02     -0.173638215704E+02     -0.146006622617E+02
      0.133533533534E+01     -0.111782984418E+02     -0.138605409035E+02     -0.167173445091E+02     -0.139187279514E+02
      0.133933933934E+01     -0.104942331701E+02     -0.131947387859E+02     -0.160828721509E+02     -0.132572813689E+02
      0.134334334334E+01     -0.984122919305E+01     -0.125531167482E+02     -0.154608701315E+02     -0.126184053576E+02
      0.134734734735E+01     -0.922286143054E+01     -0.119386177743E+02     -0.148524629969E+02     -0.120046474006E+02
      0.135135135135E+01     -0.864244171016E+01     -0.113538387575E+02     -0.142592489869E+02     -0.114185098182E+02
      0.135535535536E+01     -0.810224834743E+01     -0.108004773668E+02     -0.136830382031E+02     -0.108619213058E+02
      0.135935935936E+01     -0.760291559371E+01     -0.102789400235E+02     -0.131255544513E+02     -0.103358033562E+02
      0.136336336336E+01     -0.714312155941E+01     -0.978819182289E+01     -0.125881494985E+02     -0.983982096028E+01
      0.136736736737E+01     -0.671963752312E+01     -0.932586904372E+01     -0.120715763166E+02     -0.937236096113E+01
      0.137137137137E+01     -0.632771179448E+01     -0.888861117020E+01     -0.115758558582E+02     -0.893072627429E+01
      0.137537537538E+01     -0.596168265894E+01     -0.847252010275E+01     -0.111002533912E+02     -0.851148538430E+01
      0.137937937938E+01     -0.561566896108E+01     -0.807363312906E+01     -0.106433600427E+02     -0.811088737761E+01
      0.138338338338E+01     -0.528418474137E+01     -0.768830800156E+01     -0.102032575316E+02     -0.772525009150E+01
      0.138738738739E+01     -0.496256352102E+01     -0.731345731564E+01     -0.977773247681E+01     -0.735125110449E+01
      0.139139139139E+01     -0.464714355111E+01     -0.694662118791E+01     -0.936450278913E+01     -0.698608917605E+01
      0.139539539540E+01     -0.433523589562E+01     -0.658591466253E+01     -0.896142214872E+01     -0.662752423562E+01
      0.139939939940E+01     -0.402495111759E+01     -0.622991475420E+01     -0.856663740965E+01     -0.627383442715E+01
      0.140340340340E+01     -0.371498287013E+01     -0.587755432571E+01     -0.817868496945E+01     -0.592374072176E+01
      0.140740740741E+01     -0.340443394860E+01     -0.552806794800E+01     -0.779652281264E+01     -0.557634156975E+01
      0.141141141141E+01     -0.309272985707E+01     -0.518099818168E+01     -0.741950329863E+01     -0.523107711246E+01
      0.141541541542E+01     -0.277961286920E+01     -0.483623334362E+01     -0.704729756115E+01     -0.488771459132E+01
      0.141941941942E+01     -0.246516547184E+01     -0.449402357811E+01     -0.667978645993E+01     -0.454632516996E+01
      0.142342342342E+01     -0.214979247223E+01     -0.415492026791E+01     -0.631693625086E+01     -0.420721633033E+01
      0.142742742743E+01     -0.183410375950E+01     -0.381960639455E+01     -0.595867946005E+01     -0.387079653803E+01
      0.143143143143E+01     -0.151868091339E+01     -0.348862596763E+01     -0.560482169224E+01     -0.353737619109E+01
      0.143543543544E+01     -0.120376591748E+01     -0.316206593984E+01     -0.525499180749E+01     -0.320694122160E+01
      0.143943943944E+01     -0.888958431018E+00     -0.283927807321E+01     -0.490864549422E+01     -0.287896066615E+01
      0.144344344344E+01     -0.573029776118E+00     -0.251873730240E+01     -0.456512179411E+01     -0.255229629088E+01
      0.144744744745E+01     -0.253945782757E+00     -0.219811081476E+01     -0.422374098110E+01     -0.222526585954E+01
      0.145145145145E+01      0.708612124955E-01     -0.187456212107E+01     -0.388392312483E+01     -0.189587467780E+01
      0.145545545546E+01      0.404003529995E+00     -0.154525034216E+01     -0.354530183502E+01     -0.156218288239E+01
      0.145945945946E+01      0.747534878055E+00     -0.120792588024E+01     -0.320780815572E+01     -0.122273305264E+01
      0.146346346346E+01      0.110237940413E+01     -0.861487795736E+00     -0.287170529423E+01     -0.876937895278E+00
      0.146746746747E+01      0.146794358623E+01     -0.506366715774E+00     -0.253756474795E+01     -0.525329292496E+00
      0.147147147147E+01      0.184202312843E+01     -0.144630631843E+00     -0.220618643926E+01     -0.169597980891E+00
      0.147547547548E+01      0.222104803609E+01      0.220229750554E+00     -0.187847705864E+01      0.187600242670E+00
      0.147947947948E+01      0.260062919493E+01      0.583809813378E+00     -0.155530929573E+01      0.543043237528E+00
      0.148348348348E+01      0.297630031816E+01      0.941504416534E+00     -0.123738812191E+01      0.893472204261E+00
      0.148748748749E+01      0.334430667705E+01      0.128929313209E+01     -0.925148245530E+00      0.123615052120E+01
      0.149149149149E+01      0.370228482296E+01      0.162444962169E+01     -0.618700174956E+00      0.156934475657E+01
      0.149549549550E+01      0.404970443697E+01      0.194604238752E+01     -0.317832838789E+00      0.189263799523E+01
      0.149949949950E+01      0.438799552226E+01      0.225513449927E+01     -0.220705706831E-01      0.220701981695E+01
      0.150350350350E+01      0.472034769361E+01      0.255464656986E+01      0.269226628328E+00      0.251474029727E+01
      0.150750750751E+01      0.505122890594E+01      0.284890858183E+01      0.556736919429E+00      0.281895813573E+01
      0.151151151151E+01      0.538571714336E+01      0.314298060835E+01      0.841044866582E+00      0.312324753943E+01
      0.151551551552E+01      0.572876409068E+01      0.344186086891E+01      0.112252398761E+01      0.343104964907E+01
      0.151951951952E+01      0.608451367780E+01      0.374971648590E+01      0.140125036421E+01      0.374516017597E+01
      0.152352352352E+01      0.645578335883E+01      0.406926627471E+01      0.167695932319E+01      0.406733631891E+01
      0.152752752753E+01      0.684378631844E+01      0.440141775009E+01      0.194905210836E+01      0.439808539229E+01
      0.153153153153E+01      0.724813290822E+01      0.474521671947E+01      0.221665470330E+01      0.473666811033E+01
      0.153553553554E+01      0.766710415038E+01      0.509811398194E+01      0.247872624559E+01      0.508131479264E+01
      0.153953953954E+01      0.809814486020E+01      0.545649827874E+01      0.273420868161E+01      0.542961727352E+01
      0.154354354354E+01      0.853848616684E+01      0.581639750404E+01      0.298220146983E+01      0.577902838024E+01
      0.154754754755E+01      0.898578487759E+01      0.617422075326E+01      0.322213571912E+01      0.612738044999E+01
      0.155155155155E+01      0.943866631029E+01      0.652740889600E+01      0.345391385346E+01      0.647332968658E+01
      0.155555555556E+01      0.989707934740E+01      0.687488280332E+01      0.367797815101E+01      0.681664676724E+01
      0.155955955956E+01      0.103624127954E+02      0.721722156120E+01      0.389527853184E+01      0.715830429616E+01
      0.156356356356E+01      0.108373705934E+02      0.755655774930E+01      0.410712830763E+01      0.750035221678E+01
      0.156756756757E+01      0.113256478267E+02      0.789623016905E+01      0.431496344049E+01      0.784561381207E+01
      0.157157157157E+01      0.118314797910E+02      0.824027449935E+01      0.452004919644E+01      0.819726782893E+01
      0.157557557558E+01      0.123591477231E+02      0.859285211511E+01      0.472319890789E+01      0.855839958203E+01
      0.157957957958E+01      0.129125184689E+02      0.895771560684E+01      0.492457507354E+01      0.893160304978E+01
      0.158358358358E+01      0.134946766502E+02      0.933779027416E+01      0.512362956460E+01      0.931869882967E+01
      0.158758758759E+01      0.141076833093E+02      0.973492050903E+01      0.531920925676E+01      0.972060435838E+01
      0.159159159159E+01      0.147524698284E+02      0.101497953186E+02      0.550981321838E+01      0.101373594551E+02
      0.159559559560E+01      0.154288534526E+02      0.105820342040E+02      0.569394817171E+01      0.105682786094E+02
      0.159959959960E+01      0.161356430640E+02      0.110303882168E+02      0.587050116781E+01      0.110121774829E+02
      0.160360360360E+01      0.168707927060E+02      0.114929953826E+02      0.603904043516E+01      0.114676095079E+02
      0.160760760761E+01      0.176315573482E+02      0.119676275456E+02      0.619997021610E+01      0.119330517033E+02
      0.161161161161E+01      0.184146112831E+02      0.124518772904E+02      0.635449986774E+01      0.124069961471E+02
      0.161561561562E+01      0.192161033432E+02      0.129432558964E+02      0.650443267151E+01      0.128879306370E+02
      0.161961961962E+01      0.200316417672E+02      0.134392002086E+02      0.665182346672E+01      0.133742218142E+02
      0.162362362362E+01      0.208562206310E+02      0.139370104634E+02      0.679858451150E+01      0.138639385353E+02
      0.162762762763E+01      0.216841148597E+02      0.144337560848E+02      0.694612800290E+01      0.143546663158E+02
      0.163163163163E+01      0.225087788173E+02      0.149261889612E+02      0.709511998488E+01      0.148433625878E+02
      0.163563563564E+01      0.233227832063E+02      0.154106944357E+02      0.724538907700E+01      0.153262889063E+02
      0.163963963964E+01      0.241178174684E+02      0.158832934558E+02      0.739599429673E+01      0.157990350737E+02
      0.164364364364E+01      0.248847726538E+02      0.163396912876E+02      0.754542022309E+01      0.162566280548E+02
      0.164764764765E+01      0.256139061592E+02      0.167753550487E+02      0.769184375936E+01      0.166937016558E+02
      0.165165165165E+01      0.262950779231E+02      0.171855980439E+02      0.783340931677E+01      0.171046950946E+02
      0.165565565566E+01      0.269180394881E+02      0.175656540063E+02      0.796845782049E+01      0.174840504383E+02
      0.165965965966E+01      0.274727530473E+02      0.179107358140E+02      0.809567483972E+01      0.178263879003E+02
      0.166366366366E+01      0.279497160970E+02      0.182160857597E+02      0.821414747140E+01      0.181266497760E+02
      0.166766766767E+01      0.283402671684E+02      0.184770326683E+02      0.832334151637E+01      0.183802137844E+02
      0.167167167167E+01      0.286368486112E+02      0.186890718697E+02      0.842302497457E+01      0.185829818185E+02
      0.167567567568E+01      0.288332041180E+02      0.188479772324E+02      0.851316871078E+01      0.187314500204E+02
      0.167967967968E+01      0.289244931244E+02      0.189499429896E+02      0.859385085839E+01      0.188227623242E+02
      0.168368368368E+01      0.289073127696E+02      0.189917411894E+02      0.866518093136E+01      0.188547449635E+02
      0.168768768769E+01      0.287796308616E+02      0.189708723254E+02      0.872724688554E+01      0.188259166908E+02
      0.169169169169E+01      0.285406484962E+02      0.188856846776E+02      0.878007801774E+01      0.187354703972E+02
      0.169569569570E+01      0.281906252257E+02      0.187354427900E+02      0.882361220835E+01      0.185832267414E+02
      0.169969969970E+01      0.277307089019E+02      0.185203360386E+02      0.885765904378E+01      0.183695679948E+02
      0.170370370370E+01      0.271628130688E+02      0.182414314736E+02      0.888185931427E+01      0.180953679522E+02
      0.170770770771E+01      0.264895753712E+02      0.179005871558E+02      0.889565210816E+01      0.177619382117E+02
      0.171171171171E+01      0.257144117054E+02      0.175003492796E+02      0.889826784008E+01      0.173710096083E+02
      0.171571571572E+01      0.248416562592E+02      0.170438560915E+02      0.888876476404E+01      0.169247590382E+02
      0.171971971972E+01      0.238767528096E+02      0.165347640472E+02      0.886611672265E+01      0.164258778598E+02
      0.172372372372E+01      0.228264442977E+02      0.159771995582E+02      0.882934398303E+01      0.158776626130E+02
      0.172772772773E+01      0.216989016039E+02      0.153757276716E+02      0.877766291732E+01      0.152840973976E+02
      0.173173173173E+01      0.205037416079E+02      0.147353217433E+02      0.871062042119E+01      0.146498945908E+02
      0.173573573574E+01      0.192519075817E+02      0.140613183199E+02      0.862817945484E+01      0.139804684521E+02
      0.173973973974E+01      0.179554155528E+02      0.133593484928E+02      0.853073302393E+01      0.132818323565E+02
      0.174374374374E+01      0.166269991020E+02      0.126352472870E+02      0.841904141321E+01      0.125604292674E+02
      0.174774774775E+01      0.152797029518E+02      0.118949510652E+02      0.829410548291E+01      0.118229198333E+02
      0.175175175175E+01      0.139264773816E+02      0.111443952962E+02      0.815700165023E+01      0.110759581094E+02
      0.175575575576E+01      0.125798120196E+02      0.103894201837E+02      0.800870864716E+01      0.103259802835E+02
      0.175975975976E+01      0.112514257910E+02      0.963568200333E+01      0.784995250354E+01      0.957902009929E+01
      0.176376376376E+01      0.995200926825E+01      0.888855837928E+01      0.768108743887E+01      0.884055169547E+01
      0.176776776777E+01      0.869100424464E+01      0.815303116599E+01      0.750202055584E+01      0.811535198882E+01
      0.177177177177E+01      0.747640618943E+01      0.743353421080E+01      0.731218081690E+01      0.740737373904E+01
      0.177577577578E+01      0.631458616831E+01      0.673376519753E+01      0.711052928631E+01      0.671962688405E+01
      0.177977977978E+01      0.521014417828E+01      0.605647820162E+01      0.689560747502E+01      0.605407661831E+01
      0.178378378378E+01      0.416581913243E+01      0.540329150979E+01      0.666562182862E+01      0.541157749028E+01
      0.178778778779E+01      0.318248672555E+01      0.477455757231E+01      0.641856259010E+01      0.479186896266E+01
      0.179179179179E+01      0.225927223299E+01      0.416934297113E+01      0.615235285264E+01      0.419365601892E+01
      0.179579579580E+01      0.139379068065E+01      0.358555262155E+01      0.586501848976E+01      0.361478726399E+01
      0.179979979980E+01      0.582504161413E+00      0.302020490209E+01      0.555486328421E+01      0.305252411591E+01
      0.180380380380E+01     -0.178839727550E+00      0.246982893712E+01      0.522062845521E+01      0.250387255493E+01
      0.180780780781E+01     -0.894746524884E+00      0.193092181842E+01      0.486161439153E+01      0.196592989502E+01
      0.181181181181E+01     -0.156956029691E+01      0.140038310021E+01      0.447774624445E+01      0.143618968258E+01
      0.181581581582E+01     -0.220716112944E+01      0.875844303185E+00      0.406957404437E+01      0.912752406037E+00
      0.181981981982E+01     -0.281081894096E+01      0.355833901654E+00      0.363821044979E+01      0.394408470162E+00
      0.182382382382E+01     -0.338321401747E+01     -0.160242492368E+00      0.318522213062E+01     -0.119411459741E+00
      0.182782782783E+01     -0.392659656391E+01     -0.672282539241E+00      0.271250062374E+01     -0.628792826469E+00
      0.183183183183E+01     -0.444302544656E+01     -0.117976696063E+01      0.222214224715E+01     -0.113355005335E+01
      0.183583583584E+01     -0.493460909478E+01     -0.168205794455E+01      0.171636283961E+01     -0.163343473324E+01
      0.183983983984E+01     -0.540367401605E+01     -0.217863755051E+01      0.119746256303E+01     -0.212828300117E+01
      0.184384384384E+01     -0.585280773032E+01     -0.266922908018E+01      0.667841946779E+00     -0.261806495458E+01
      0.184784784785E+01     -0.628475705535E+01     -0.315377804569E+01      0.130057226104E+00     -0.310282595831E+01
      0.185185185185E+01     -0.670220019730E+01     -0.363230545663E+01     -0.413105242652E+00     -0.358253696553E+01
      0.185585585586E+01     -0.710744228697E+01     -0.410467574591E+01     -0.958557400770E+00     -0.405689181122E+01
      0.185985985986E+01     -0.750210160762E+01     -0.457033890178E+01     -0.150285888510E+01     -0.452509979817E+01
      0.186386386386E+01     -0.788685480021E+01     -0.502810936710E+01     -0.204219942905E+01     -0.498572119879E+01
      0.186786786787E+01     -0.826129527302E+01     -0.547603451217E+01     -0.257242103465E+01     -0.543658360661E+01
      0.187187187187E+01     -0.862393466232E+01     -0.591138650598E+01     -0.308908384280E+01     -0.587480167037E+01
      0.187587587588E+01     -0.897234882561E+01     -0.633078736121E+01     -0.358757842039E+01     -0.629690486907E+01
      0.187987987988E+01     -0.930344377004E+01     -0.673045190918E+01     -0.406328530696E+01     -0.669906032873E+01
      0.188388388388E+01     -0.961379816121E+01     -0.710651145345E+01     -0.451177800864E+01     -0.707736254110E+01
      0.188788788789E+01     -0.990003064497E+01     -0.745536575251E+01     -0.492905776169E+01     -0.742815138639E+01
      0.189189189189E+01     -0.101591427138E+02     -0.777400613408E+01     -0.531179895897E+01     -0.774831593560E+01
      0.189589589590E+01     -0.103887993243E+02     -0.806025966513E+01     -0.565757604979E+01     -0.803554501307E+01
      0.189989989990E+01     -0.105875260224E+02     -0.831292234805E+01     -0.596503876768E+01     -0.828849571270E+01
      0.190390390390E+01     -0.107548181519E+02     -0.853177402662E+01     -0.623400426233E+01     -0.850686548027E+01
      0.190790790791E+01     -0.108911704282E+02     -0.871749235859E+01     -0.646544213829E+01     -0.869136830835E+01
      0.191191191191E+01     -0.109980409067E+02     -0.887150061813E+01     -0.666134046817E+01     -0.884362733101E+01
      0.191591591592E+01     -0.110777616920E+02     -0.899578902761E+01     -0.682445605434E+01     -0.896600225798E+01
      0.191991991992E+01     -0.111334017541E+02     -0.909274080183E+01     -0.695796901535E+01     -0.906137052375E+01
      0.192392392392E+01     -0.111685793880E+02     -0.916497624876E+01     -0.706507847972E+01     -0.913287803881E+01
      0.192792792793E+01     -0.111872186305E+02     -0.921520921699E+01     -0.714859054252E+01     -0.918367279668E+01
      0.193193193193E+01     -0.111932496802E+02     -0.924609891432E+01     -0.721055864204E+01     -0.921663574554E+01
      0.193593593594E+01     -0.111902688416E+02     -0.926008256984E+01     -0.725203666847E+01     -0.923412935997E+01
      0.193993993994E+01     -0.111811946227E+02     -0.925919036158E+01     -0.727299365134E+01     -0.923779287853E+01
      0.194394394394E+01     -0.111679751725E+02     -0.924486669643E+01     -0.727241531912E+01     -0.922841906269E+01
      0.194794794795E+01     -0.111514092114E+02     -0.921784063742E+01     -0.724858525698E+01     -0.920594503526E+01
      0.195195195195E+01     -0.111311322445E+02     -0.917809322552E+01     -0.719950343928E+01     -0.916957630311E+01
      0.195595595596E+01     -0.111057927040E+02     -0.912495619322E+01     -0.712337114951E+01     -0.911804001558E+01
      0.195995995996E+01     -0.110734055931E+02     -0.905734805846E+01     -0.701905643159E+01     -0.904993669438E+01
      0.196396396396E+01     -0.110318344595E+02     -0.897411876537E+01     -0.688645732288E+01     -0.896413684924E+01
      0.196796796797E+01     -0.109793254501E+02     -0.887444394657E+01     -0.672670018868E+01     -0.886015652844E+01
      0.197197197197E+01     -0.109150050856E+02     -0.875819332161E+01     -0.654214196016E+01     -0.873844678912E+01
      0.197597597598E+01     -0.108392568321E+02     -0.862619855312E+01     -0.633618008066E+01     -0.860054515531E+01
      0.197997997998E+01     -0.107539081605E+02     -0.848036272126E+01     -0.611290501494E+01     -0.844905863224E+01
      0.198398398398E+01     -0.106621865371E+02     -0.832358168274E+01     -0.587665226771E+01     -0.828747349585E+01
      0.198798798799E+01     -0.105684370707E+02     -0.815948101320E+01     -0.563152213335E+01     -0.811981340575E+01
      0.199199199199E+01     -0.104776333933E+02     -0.799200538389E+01     -0.538093647911E+01     -0.795019175210E+01
      0.199599599600E+01     -0.103947518163E+02     -0.782492516101E+01     -0.512729450753E+01     -0.778232382829E+01
      0.200000000000E+01     -0.103241091527E+02     -0.766134320022E+01     -0.487177532423E+01     -0.761907589239E+01
