             #Energy(eV)         XX(1/Omega/m/s)         YY(1/Omega/m/s)         ZZ(1/Omega/m/s)    Average(1/Omega/m/s)
     -0.950950950951E+00      0.297729097817E+21      0.297729097817E+21      0.297729097817E+21      0.297729097817E+21
     -0.946946946947E+00      0.295288107278E+21      0.295288107278E+21      0.295288107278E+21      0.295288107278E+21
     -0.942942942943E+00      0.292797851234E+21      0.292797851234E+21      0.292797851234E+21      0.292797851234E+21
     -0.938938938939E+00      0.290258442983E+21      0.290258442983E+21      0.290258442983E+21      0.290258442983E+21
     -0.934934934935E+00      0.287671296404E+21      0.287671296404E+21      0.287671296404E+21      0.287671296404E+21
     -0.930930930931E+00      0.285039867640E+21      0.285039867640E+21      0.285039867640E+21      0.285039867640E+21
     -0.926926926927E+00      0.282370340176E+21      0.282370340176E+21      0.282370340176E+21      0.282370340176E+21
     -0.922922922923E+00      0.279672119273E+21      0.279672119273E+21      0.279672119273E+21      0.279672119273E+21
     -0.918918918919E+00      0.276958010247E+21      0.276958010247E+21      0.276958010247E+21      0.276958010247E+21
     -0.914914914915E+00      0.274243978309E+21      0.274243978309E+21      0.274243978309E+21      0.274243978309E+21
     -0.910910910911E+00      0.271548430750E+21      0.271548430750E+21      0.271548430750E+21      0.271548430750E+21
     -0.906906906907E+00      0.268891028135E+21      0.268891028135E+21      0.268891028135E+21      0.268891028135E+21
     -0.902902902903E+00      0.266291116592E+21      0.266291116592E+21      0.266291116592E+21      0.266291116592E+21
     -0.898898898899E+00      0.263765965334E+21      0.263765965334E+21      0.263765965334E+21      0.263765965334E+21
     -0.894894894895E+00      0.261329070593E+21      0.261329070593E+21      0.261329070593E+21      0.261329070593E+21
     -0.890890890891E+00      0.258988822717E+21      0.258988822717E+21      0.258988822717E+21      0.258988822717E+21
     -0.886886886887E+00      0.256747805511E+21      0.256747805511E+21      0.256747805511E+21      0.256747805511E+21
     -0.882882882883E+00      0.254602898128E+21      0.254602898128E+21      0.254602898128E+21      0.254602898128E+21
     -0.878878878879E+00      0.252546193725E+21      0.252546193725E+21      0.252546193725E+21      0.252546193725E+21
     -0.874874874875E+00      0.250566570054E+21      0.250566570054E+21      0.250566570054E+21      0.250566570054E+21
     -0.870870870871E+00      0.248651592005E+21      0.248651592005E+21      0.248651592005E+21      0.248651592005E+21
     -0.866866866867E+00      0.246789339336E+21      0.246789339336E+21      0.246789339336E+21      0.246789339336E+21
     -0.862862862863E+00      0.244969762501E+21      0.244969762501E+21      0.244969762501E+21      0.244969762501E+21
     -0.858858858859E+00      0.243185277897E+21      0.243185277897E+21      0.243185277897E+21      0.243185277897E+21
     -0.854854854855E+00      0.241430496485E+21      0.241430496485E+21      0.241430496485E+21      0.241430496485E+21
     -0.850850850851E+00      0.239701192249E+21      0.239701192249E+21      0.239701192249E+21      0.239701192249E+21
     -0.846846846847E+00      0.237992806467E+21      0.237992806467E+21      0.237992806467E+21      0.237992806467E+21
     -0.842842842843E+00      0.236298902739E+21      0.236298902739E+21      0.236298902739E+21      0.236298902739E+21
     -0.838838838839E+00      0.234610005812E+21      0.234610005812E+21      0.234610005812E+21      0.234610005812E+21
     -0.834834834835E+00      0.232913169254E+21      0.232913169254E+21      0.232913169254E+21      0.232913169254E+21
     -0.830830830831E+00      0.231192444689E+21      0.231192444689E+21      0.231192444689E+21      0.231192444689E+21
     -0.826826826827E+00      0.229430211843E+21      0.229430211843E+21      0.229430211843E+21      0.229430211843E+21
     -0.822822822823E+00      0.227609127313E+21      0.227609127313E+21      0.227609127313E+21      0.227609127313E+21
     -0.818818818819E+00      0.225714309552E+21      0.225714309552E+21      0.225714309552E+21      0.225714309552E+21
     -0.814814814815E+00      0.223735329592E+21      0.223735329592E+21      0.223735329592E+21      0.223735329592E+21
     -0.810810810811E+00      0.221667628097E+21      0.221667628097E+21      0.221667628097E+21      0.221667628097E+21
     -0.806806806807E+00      0.219513111553E+21      0.219513111553E+21      0.219513111553E+21      0.219513111553E+21
     -0.802802802803E+00      0.217279857709E+21      0.217279857709E+21      0.217279857709E+21      0.217279857709E+21
     -0.798798798799E+00      0.214981039370E+21      0.214981039370E+21      0.214981039370E+21      0.214981039370E+21
     -0.794794794795E+00      0.212633316223E+21      0.212633316223E+21      0.212633316223E+21      0.212633316223E+21
     -0.790790790791E+00      0.210255018337E+21      0.210255018337E+21      0.210255018337E+21      0.210255018337E+21
     -0.786786786787E+00      0.207864441663E+21      0.207864441663E+21      0.207864441663E+21      0.207864441663E+21
     -0.782782782783E+00      0.205478503336E+21      0.205478503336E+21      0.205478503336E+21      0.205478503336E+21
     -0.778778778779E+00      0.203111887627E+21      0.203111887627E+21      0.203111887627E+21      0.203111887627E+21
     -0.774774774775E+00      0.200776685830E+21      0.200776685830E+21      0.200776685830E+21      0.200776685830E+21
     -0.770770770771E+00      0.198482429110E+21      0.198482429110E+21      0.198482429110E+21      0.198482429110E+21
     -0.766766766767E+00      0.196236355577E+21      0.196236355577E+21      0.196236355577E+21      0.196236355577E+21
     -0.762762762763E+00      0.194043748824E+21      0.194043748824E+21      0.194043748824E+21      0.194043748824E+21
     -0.758758758759E+00      0.191908224982E+21      0.191908224982E+21      0.191908224982E+21      0.191908224982E+21
     -0.754754754755E+00      0.189831908575E+21      0.189831908575E+21      0.189831908575E+21      0.189831908575E+21
     -0.750750750751E+00      0.187815500630E+21      0.187815500630E+21      0.187815500630E+21      0.187815500630E+21
     -0.746746746747E+00      0.185858287544E+21      0.185858287544E+21      0.185858287544E+21      0.185858287544E+21
     -0.742742742743E+00      0.183958157139E+21      0.183958157139E+21      0.183958157139E+21      0.183958157139E+21
     -0.738738738739E+00      0.182111680105E+21      0.182111680105E+21      0.182111680105E+21      0.182111680105E+21
     -0.734734734735E+00      0.180314288515E+21      0.180314288515E+21      0.180314288515E+21      0.180314288515E+21
     -0.730730730731E+00      0.178560549806E+21      0.178560549806E+21      0.178560549806E+21      0.178560549806E+21
     -0.726726726727E+00      0.176844505121E+21      0.176844505121E+21      0.176844505121E+21      0.176844505121E+21
     -0.722722722723E+00      0.175160022598E+21      0.175160022598E+21      0.175160022598E+21      0.175160022598E+21
     -0.718718718719E+00      0.173501111203E+21      0.173501111203E+21      0.173501111203E+21      0.173501111203E+21
     -0.714714714715E+00      0.171862147195E+21      0.171862147195E+21      0.171862147195E+21      0.171862147195E+21
     -0.710710710711E+00      0.170237979122E+21      0.170237979122E+21      0.170237979122E+21      0.170237979122E+21
     -0.706706706707E+00      0.168623894976E+21      0.168623894976E+21      0.168623894976E+21      0.168623894976E+21
     -0.702702702703E+00      0.167015455456E+21      0.167015455456E+21      0.167015455456E+21      0.167015455456E+21
     -0.698698698699E+00      0.165408220869E+21      0.165408220869E+21      0.165408220869E+21      0.165408220869E+21
     -0.694694694695E+00      0.163797425776E+21      0.163797425776E+21      0.163797425776E+21      0.163797425776E+21
     -0.690690690691E+00      0.162177681512E+21      0.162177681512E+21      0.162177681512E+21      0.162177681512E+21
     -0.686686686687E+00      0.160542803810E+21      0.160542803810E+21      0.160542803810E+21      0.160542803810E+21
     -0.682682682683E+00      0.158885859893E+21      0.158885859893E+21      0.158885859893E+21      0.158885859893E+21
     -0.678678678679E+00      0.157199498381E+21      0.157199498381E+21      0.157199498381E+21      0.157199498381E+21
     -0.674674674675E+00      0.155476566126E+21      0.155476566126E+21      0.155476566126E+21      0.155476566126E+21
     -0.670670670671E+00      0.153710940452E+21      0.153710940452E+21      0.153710940452E+21      0.153710940452E+21
     -0.666666666667E+00      0.151898434519E+21      0.151898434519E+21      0.151898434519E+21      0.151898434519E+21
     -0.662662662663E+00      0.150037591708E+21      0.150037591708E+21      0.150037591708E+21      0.150037591708E+21
     -0.658658658659E+00      0.148130189282E+21      0.148130189282E+21      0.148130189282E+21      0.148130189282E+21
     -0.654654654655E+00      0.146181325445E+21      0.146181325445E+21      0.146181325445E+21      0.146181325445E+21
     -0.650650650651E+00      0.144199054573E+21      0.144199054573E+21      0.144199054573E+21      0.144199054573E+21
     -0.646646646647E+00      0.142193638049E+21      0.142193638049E+21      0.142193638049E+21      0.142193638049E+21
     -0.642642642643E+00      0.140176564059E+21      0.140176564059E+21      0.140176564059E+21      0.140176564059E+21
     -0.638638638639E+00      0.138159535008E+21      0.138159535008E+21      0.138159535008E+21      0.138159535008E+21
     -0.634634634635E+00      0.136153613685E+21      0.136153613685E+21      0.136153613685E+21      0.136153613685E+21
     -0.630630630631E+00      0.134168661676E+21      0.134168661676E+21      0.134168661676E+21      0.134168661676E+21
     -0.626626626627E+00      0.132213112804E+21      0.132213112804E+21      0.132213112804E+21      0.132213112804E+21
     -0.622622622623E+00      0.130294027299E+21      0.130294027299E+21      0.130294027299E+21      0.130294027299E+21
     -0.618618618619E+00      0.128417298122E+21      0.128417298122E+21      0.128417298122E+21      0.128417298122E+21
     -0.614614614615E+00      0.126587851794E+21      0.126587851794E+21      0.126587851794E+21      0.126587851794E+21
     -0.610610610611E+00      0.124809710432E+21      0.124809710432E+21      0.124809710432E+21      0.124809710432E+21
     -0.606606606607E+00      0.123085849987E+21      0.123085849987E+21      0.123085849987E+21      0.123085849987E+21
     -0.602602602603E+00      0.121417877729E+21      0.121417877729E+21      0.121417877729E+21      0.121417877729E+21
     -0.598598598599E+00      0.119805629129E+21      0.119805629129E+21      0.119805629129E+21      0.119805629129E+21
     -0.594594594595E+00      0.118246824624E+21      0.118246824624E+21      0.118246824624E+21      0.118246824624E+21
     -0.590590590591E+00      0.116736917817E+21      0.116736917817E+21      0.116736917817E+21      0.116736917817E+21
     -0.586586586587E+00      0.115269213547E+21      0.115269213547E+21      0.115269213547E+21      0.115269213547E+21
     -0.582582582583E+00      0.113835256978E+21      0.113835256978E+21      0.113835256978E+21      0.113835256978E+21
     -0.578578578579E+00      0.112425420337E+21      0.112425420337E+21      0.112425420337E+21      0.112425420337E+21
     -0.574574574575E+00      0.111029566990E+21      0.111029566990E+21      0.111029566990E+21      0.111029566990E+21
     -0.570570570571E+00      0.109637666836E+21      0.109637666836E+21      0.109637666836E+21      0.109637666836E+21
     -0.566566566567E+00      0.108240271640E+21      0.108240271640E+21      0.108240271640E+21      0.108240271640E+21
     -0.562562562563E+00      0.106828818891E+21      0.106828818891E+21      0.106828818891E+21      0.106828818891E+21
     -0.558558558559E+00      0.105395795291E+21      0.105395795291E+21      0.105395795291E+21      0.105395795291E+21
     -0.554554554555E+00      0.103934833640E+21      0.103934833640E+21      0.103934833640E+21      0.103934833640E+21
     -0.550550550551E+00      0.102440825649E+21      0.102440825649E+21      0.102440825649E+21      0.102440825649E+21
     -0.546546546547E+00      0.100910107057E+21      0.100910107057E+21      0.100910107057E+21      0.100910107057E+21
     -0.542542542543E+00      0.993407218741E+20      0.993407218741E+20      0.993407218741E+20      0.993407218741E+20
     -0.538538538539E+00      0.977327190077E+20      0.977327190077E+20      0.977327190077E+20      0.977327190077E+20
     -0.534534534535E+00      0.960883966592E+20      0.960883966592E+20      0.960883966592E+20      0.960883966592E+20
     -0.530530530531E+00      0.944124007368E+20      0.944124007368E+20      0.944124007368E+20      0.944124007368E+20
     -0.526526526527E+00      0.927116055701E+20      0.927116055701E+20      0.927116055701E+20      0.927116055701E+20
     -0.522522522523E+00      0.909947502652E+20      0.909947502652E+20      0.909947502652E+20      0.909947502652E+20
     -0.518518518519E+00      0.892718573377E+20      0.892718573377E+20      0.892718573377E+20      0.892718573377E+20
     -0.514514514515E+00      0.875535059983E+20      0.875535059983E+20      0.875535059983E+20      0.875535059983E+20
     -0.510510510511E+00      0.858500589966E+20      0.858500589966E+20      0.858500589966E+20      0.858500589966E+20
     -0.506506506507E+00      0.841709446916E+20      0.841709446916E+20      0.841709446916E+20      0.841709446916E+20
     -0.502502502503E+00      0.825240775433E+20      0.825240775433E+20      0.825240775433E+20      0.825240775433E+20
     -0.498498498498E+00      0.809154679715E+20      0.809154679715E+20      0.809154679715E+20      0.809154679715E+20
     -0.494494494494E+00      0.793490358301E+20      0.793490358301E+20      0.793490358301E+20      0.793490358301E+20
     -0.490490490490E+00      0.778266090740E+20      0.778266090740E+20      0.778266090740E+20      0.778266090740E+20
     -0.486486486486E+00      0.763480666465E+20      0.763480666465E+20      0.763480666465E+20      0.763480666465E+20
     -0.482482482482E+00      0.749115751490E+20      0.749115751490E+20      0.749115751490E+20      0.749115751490E+20
     -0.478478478478E+00      0.735138722128E+20      0.735138722128E+20      0.735138722128E+20      0.735138722128E+20
     -0.474474474474E+00      0.721505623495E+20      0.721505623495E+20      0.721505623495E+20      0.721505623495E+20
     -0.470470470470E+00      0.708164077447E+20      0.708164077447E+20      0.708164077447E+20      0.708164077447E+20
     -0.466466466466E+00      0.695056105493E+20      0.695056105493E+20      0.695056105493E+20      0.695056105493E+20
     -0.462462462462E+00      0.682120898138E+20      0.682120898138E+20      0.682120898138E+20      0.682120898138E+20
     -0.458458458458E+00      0.669297539936E+20      0.669297539936E+20      0.669297539936E+20      0.669297539936E+20
     -0.454454454454E+00      0.656527619740E+20      0.656527619740E+20      0.656527619740E+20      0.656527619740E+20
     -0.450450450450E+00      0.643757578324E+20      0.643757578324E+20      0.643757578324E+20      0.643757578324E+20
     -0.446446446446E+00      0.630940629449E+20      0.630940629449E+20      0.630940629449E+20      0.630940629449E+20
     -0.442442442442E+00      0.618038159776E+20      0.618038159776E+20      0.618038159776E+20      0.618038159776E+20
     -0.438438438438E+00      0.605020640941E+20      0.605020640941E+20      0.605020640941E+20      0.605020640941E+20
     -0.434434434434E+00      0.591868207605E+20      0.591868207605E+20      0.591868207605E+20      0.591868207605E+20
     -0.430430430430E+00      0.578571098371E+20      0.578571098371E+20      0.578571098371E+20      0.578571098371E+20
     -0.426426426426E+00      0.565130088226E+20      0.565130088226E+20      0.565130088226E+20      0.565130088226E+20
     -0.422422422422E+00      0.551556884922E+20      0.551556884922E+20      0.551556884922E+20      0.551556884922E+20
     -0.418418418418E+00      0.537874288931E+20      0.537874288931E+20      0.537874288931E+20      0.537874288931E+20
     -0.414414414414E+00      0.524115811404E+20      0.524115811404E+20      0.524115811404E+20      0.524115811404E+20
     -0.410410410410E+00      0.510324462905E+20      0.510324462905E+20      0.510324462905E+20      0.510324462905E+20
     -0.406406406406E+00      0.496550569389E+20      0.496550569389E+20      0.496550569389E+20      0.496550569389E+20
     -0.402402402402E+00      0.482848690277E+20      0.482848690277E+20      0.482848690277E+20      0.482848690277E+20
     -0.398398398398E+00      0.469273928721E+20      0.469273928721E+20      0.469273928721E+20      0.469273928721E+20
     -0.394394394394E+00      0.455878065717E+20      0.455878065717E+20      0.455878065717E+20      0.455878065717E+20
     -0.390390390390E+00      0.442705981004E+20      0.442705981004E+20      0.442705981004E+20      0.442705981004E+20
     -0.386386386386E+00      0.429792750513E+20      0.429792750513E+20      0.429792750513E+20      0.429792750513E+20
     -0.382382382382E+00      0.417161670701E+20      0.417161670701E+20      0.417161670701E+20      0.417161670701E+20
     -0.378378378378E+00      0.404823305049E+20      0.404823305049E+20      0.404823305049E+20      0.404823305049E+20
     -0.374374374374E+00      0.392775519831E+20      0.392775519831E+20      0.392775519831E+20      0.392775519831E+20
     -0.370370370370E+00      0.381004396894E+20      0.381004396894E+20      0.381004396894E+20      0.381004396894E+20
     -0.366366366366E+00      0.369485880038E+20      0.369485880038E+20      0.369485880038E+20      0.369485880038E+20
     -0.362362362362E+00      0.358188010973E+20      0.358188010973E+20      0.358188010973E+20      0.358188010973E+20
     -0.358358358358E+00      0.347073617219E+20      0.347073617219E+20      0.347073617219E+20      0.347073617219E+20
     -0.354354354354E+00      0.336103307930E+20      0.336103307930E+20      0.336103307930E+20      0.336103307930E+20
     -0.350350350350E+00      0.325238607167E+20      0.325238607167E+20      0.325238607167E+20      0.325238607167E+20
     -0.346346346346E+00      0.314445014321E+20      0.314445014321E+20      0.314445014321E+20      0.314445014321E+20
     -0.342342342342E+00      0.303694746259E+20      0.303694746259E+20      0.303694746259E+20      0.303694746259E+20
     -0.338338338338E+00      0.292968906336E+20      0.292968906336E+20      0.292968906336E+20      0.292968906336E+20
     -0.334334334334E+00      0.282258856503E+20      0.282258856503E+20      0.282258856503E+20      0.282258856503E+20
     -0.330330330330E+00      0.271566642729E+20      0.271566642729E+20      0.271566642729E+20      0.271566642729E+20
     -0.326326326326E+00      0.260904430088E+20      0.260904430088E+20      0.260904430088E+20      0.260904430088E+20
     -0.322322322322E+00      0.250293022993E+20      0.250293022993E+20      0.250293022993E+20      0.250293022993E+20
     -0.318318318318E+00      0.239759656697E+20      0.239759656697E+20      0.239759656697E+20      0.239759656697E+20
     -0.314314314314E+00      0.229335330284E+20      0.229335330284E+20      0.229335330284E+20      0.229335330284E+20
     -0.310310310310E+00      0.219051996226E+20      0.219051996226E+20      0.219051996226E+20      0.219051996226E+20
     -0.306306306306E+00      0.208939921574E+20      0.208939921574E+20      0.208939921574E+20      0.208939921574E+20
     -0.302302302302E+00      0.199025492480E+20      0.199025492480E+20      0.199025492480E+20      0.199025492480E+20
     -0.298298298298E+00      0.189329656669E+20      0.189329656669E+20      0.189329656669E+20      0.189329656669E+20
     -0.294294294294E+00      0.179867103369E+20      0.179867103369E+20      0.179867103369E+20      0.179867103369E+20
     -0.290290290290E+00      0.170646185122E+20      0.170646185122E+20      0.170646185122E+20      0.170646185122E+20
     -0.286286286286E+00      0.161669505648E+20      0.161669505648E+20      0.161669505648E+20      0.161669505648E+20
     -0.282282282282E+00      0.152935039740E+20      0.152935039740E+20      0.152935039740E+20      0.152935039740E+20
     -0.278278278278E+00      0.144437614951E+20      0.144437614951E+20      0.144437614951E+20      0.144437614951E+20
     -0.274274274274E+00      0.136170566603E+20      0.136170566603E+20      0.136170566603E+20      0.136170566603E+20
     -0.270270270270E+00      0.128127374382E+20      0.128127374382E+20      0.128127374382E+20      0.128127374382E+20
     -0.266266266266E+00      0.120303100947E+20      0.120303100947E+20      0.120303100947E+20      0.120303100947E+20
     -0.262262262262E+00      0.112695483125E+20      0.112695483125E+20      0.112695483125E+20      0.112695483125E+20
     -0.258258258258E+00      0.105305574755E+20      0.105305574755E+20      0.105305574755E+20      0.105305574755E+20
     -0.254254254254E+00      0.981379027672E+19      0.981379027672E+19      0.981379027672E+19      0.981379027672E+19
     -0.250250250250E+00      0.912001644749E+19      0.912001644749E+19      0.912001644749E+19      0.912001644749E+19
     -0.246246246246E+00      0.845025524487E+19      0.845025524487E+19      0.845025524487E+19      0.845025524487E+19
     -0.242242242242E+00      0.780568332400E+19      0.780568332400E+19      0.780568332400E+19      0.780568332400E+19
     -0.238238238238E+00      0.718753223347E+19      0.718753223347E+19      0.718753223347E+19      0.718753223347E+19
     -0.234234234234E+00      0.659698899536E+19      0.659698899536E+19      0.659698899536E+19      0.659698899536E+19
     -0.230230230230E+00      0.603511051595E+19      0.603511051595E+19      0.603511051595E+19      0.603511051595E+19
     -0.226226226226E+00      0.550275863135E+19      0.550275863135E+19      0.550275863135E+19      0.550275863135E+19
     -0.222222222222E+00      0.500055826162E+19      0.500055826162E+19      0.500055826162E+19      0.500055826162E+19
     -0.218218218218E+00      0.452887724885E+19      0.452887724885E+19      0.452887724885E+19      0.452887724885E+19
     -0.214214214214E+00      0.408782365754E+19      0.408782365754E+19      0.408782365754E+19      0.408782365754E+19
     -0.210210210210E+00      0.367725499801E+19      0.367725499801E+19      0.367725499801E+19      0.367725499801E+19
     -0.206206206206E+00      0.329679399910E+19      0.329679399910E+19      0.329679399910E+19      0.329679399910E+19
     -0.202202202202E+00      0.294584684912E+19      0.294584684912E+19      0.294584684912E+19      0.294584684912E+19
     -0.198198198198E+00      0.262362165609E+19      0.262362165609E+19      0.262362165609E+19      0.262362165609E+19
     -0.194194194194E+00      0.232914662919E+19      0.232914662919E+19      0.232914662919E+19      0.232914662919E+19
     -0.190190190190E+00      0.206128868754E+19      0.206128868754E+19      0.206128868754E+19      0.206128868754E+19
     -0.186186186186E+00      0.181877366058E+19      0.181877366058E+19      0.181877366058E+19      0.181877366058E+19
     -0.182182182182E+00      0.160020902399E+19      0.160020902399E+19      0.160020902399E+19      0.160020902399E+19
     -0.178178178178E+00      0.140410946535E+19      0.140410946535E+19      0.140410946535E+19      0.140410946535E+19
     -0.174174174174E+00      0.122892480063E+19      0.122892480063E+19      0.122892480063E+19      0.122892480063E+19
     -0.170170170170E+00      0.107306912327E+19      0.107306912327E+19      0.107306912327E+19      0.107306912327E+19
     -0.166166166166E+00      0.934949710675E+18      0.934949710675E+18      0.934949710675E+18      0.934949710675E+18
     -0.162162162162E+00      0.812994170728E+18      0.812994170728E+18      0.812994170728E+18      0.812994170728E+18
     -0.158158158158E+00      0.705674529385E+18      0.705674529385E+18      0.705674529385E+18      0.705674529385E+18
     -0.154154154154E+00      0.611527339858E+18      0.611527339858E+18      0.611527339858E+18      0.611527339858E+18
     -0.150150150150E+00      0.529169331372E+18      0.529169331372E+18      0.529169331372E+18      0.529169331372E+18
     -0.146146146146E+00      0.457308526149E+18      0.457308526149E+18      0.457308526149E+18      0.457308526149E+18
     -0.142142142142E+00      0.394751084738E+18      0.394751084738E+18      0.394751084738E+18      0.394751084738E+18
     -0.138138138138E+00      0.340404369419E+18      0.340404369419E+18      0.340404369419E+18      0.340404369419E+18
     -0.134134134134E+00      0.293276843935E+18      0.293276843935E+18      0.293276843935E+18      0.293276843935E+18
     -0.130130130130E+00      0.252475470798E+18      0.252475470798E+18      0.252475470798E+18      0.252475470798E+18
     -0.126126126126E+00      0.217201246460E+18      0.217201246460E+18      0.217201246460E+18      0.217201246460E+18
     -0.122122122122E+00      0.186743452090E+18      0.186743452090E+18      0.186743452090E+18      0.186743452090E+18
     -0.118118118118E+00      0.160473112832E+18      0.160473112832E+18      0.160473112832E+18      0.160473112832E+18
     -0.114114114114E+00      0.137836066006E+18      0.137836066006E+18      0.137836066006E+18      0.137836066006E+18
     -0.110110110110E+00      0.118345949030E+18      0.118345949030E+18      0.118345949030E+18      0.118345949030E+18
     -0.106106106106E+00      0.101577336921E+18      0.101577336921E+18      0.101577336921E+18      0.101577336921E+18
     -0.102102102102E+00      0.871591901570E+17      0.871591901570E+17      0.871591901570E+17      0.871591901570E+17
     -0.980980980981E-01      0.747687173114E+17      0.747687173114E+17      0.747687173114E+17      0.747687173114E+17
     -0.940940940941E-01      0.641257125458E+17      0.641257125458E+17      0.641257125458E+17      0.641257125458E+17
     -0.900900900901E-01      0.549873945309E+17      0.549873945309E+17      0.549873945309E+17      0.549873945309E+17
     -0.860860860861E-01      0.471437489669E+17      0.471437489669E+17      0.471437489669E+17      0.471437489669E+17
     -0.820820820821E-01      0.404133598752E+17      0.404133598752E+17      0.404133598752E+17      0.404133598752E+17
     -0.780780780781E-01      0.346397036708E+17      0.346397036708E+17      0.346397036708E+17      0.346397036708E+17
     -0.740740740741E-01      0.296878733042E+17      0.296878733042E+17      0.296878733042E+17      0.296878733042E+17
     -0.700700700701E-01      0.254416963291E+17      0.254416963291E+17      0.254416963291E+17      0.254416963291E+17
     -0.660660660661E-01      0.218012096746E+17      0.218012096746E+17      0.218012096746E+17      0.218012096746E+17
     -0.620620620621E-01      0.186804544535E+17      0.186804544535E+17      0.186804544535E+17      0.186804544535E+17
     -0.580580580581E-01      0.160055557587E+17      0.160055557587E+17      0.160055557587E+17      0.160055557587E+17
     -0.540540540541E-01      0.137130546764E+17      0.137130546764E+17      0.137130546764E+17      0.137130546764E+17
     -0.500500500501E-01      0.117484623774E+17      0.117484623774E+17      0.117484623774E+17      0.117484623774E+17
     -0.460460460460E-01      0.100650089187E+17      0.100650089187E+17      0.100650089187E+17      0.100650089187E+17
     -0.420420420420E-01      0.862256215367E+16      0.862256215367E+16      0.862256215367E+16      0.862256215367E+16
     -0.380380380380E-01      0.738669481646E+16      0.738669481646E+16      0.738669481646E+16      0.738669481646E+16
     -0.340340340340E-01      0.632788034761E+16      0.632788034761E+16      0.632788034761E+16      0.632788034761E+16
     -0.300300300300E-01      0.542080034184E+16      0.542080034184E+16      0.542080034184E+16      0.542080034184E+16
     -0.260260260260E-01      0.464374860050E+16      0.464374860050E+16      0.464374860050E+16      0.464374860050E+16
     -0.220220220220E-01      0.397811866518E+16      0.397811866518E+16      0.397811866518E+16      0.397811866518E+16
     -0.180180180180E-01      0.340796339923E+16      0.340796339923E+16      0.340796339923E+16      0.340796339923E+16
     -0.140140140140E-01      0.291961668203E+16      0.291961668203E+16      0.291961668203E+16      0.291961668203E+16
     -0.100100100100E-01      0.250136860216E+16      0.250136860216E+16      0.250136860216E+16      0.250136860216E+16
     -0.600600600601E-02      0.214318669436E+16      0.214318669436E+16      0.214318669436E+16      0.214318669436E+16
     -0.200200200200E-02      0.183647677907E+16      0.183647677907E+16      0.183647677907E+16      0.183647677907E+16
      0.200200200200E-02      0.157387784623E+16      0.157387784623E+16      0.157387784623E+16      0.157387784623E+16
      0.600600600601E-02      0.134908619311E+16      0.134908619311E+16      0.134908619311E+16      0.134908619311E+16
      0.100100100100E-01      0.115670469168E+16      0.115670469168E+16      0.115670469168E+16      0.115670469168E+16
      0.140140140140E-01      0.992113638242E+15      0.992113638242E+15      0.992113638242E+15      0.992113638242E+15
      0.180180180180E-01      0.851360136111E+15      0.851360136111E+15      0.851360136111E+15      0.851360136111E+15
      0.220220220220E-01      0.731063393525E+15      0.731063393525E+15      0.731063393525E+15      0.731063393525E+15
      0.260260260260E-01      0.628333690209E+15      0.628333690209E+15      0.628333690209E+15      0.628333690209E+15
      0.300300300300E-01      0.540703086868E+15      0.540703086868E+15      0.540703086868E+15      0.540703086868E+15
      0.340340340340E-01      0.466066228207E+15      0.466066228207E+15      0.466066228207E+15      0.466066228207E+15
      0.380380380380E-01      0.402629828444E+15      0.402629828444E+15      0.402629828444E+15      0.402629828444E+15
      0.420420420420E-01      0.348869633814E+15      0.348869633814E+15      0.348869633814E+15      0.348869633814E+15
      0.460460460460E-01      0.303493833958E+15      0.303493833958E+15      0.303493833958E+15      0.303493833958E+15
      0.500500500501E-01      0.265412047448E+15      0.265412047448E+15      0.265412047448E+15      0.265412047448E+15
      0.540540540541E-01      0.233709139375E+15      0.233709139375E+15      0.233709139375E+15      0.233709139375E+15
      0.580580580581E-01      0.207623244208E+15      0.207623244208E+15      0.207623244208E+15      0.207623244208E+15
      0.620620620621E-01      0.186527467514E+15      0.186527467514E+15      0.186527467514E+15      0.186527467514E+15
      0.660660660661E-01      0.169914828047E+15      0.169914828047E+15      0.169914828047E+15      0.169914828047E+15
      0.700700700701E-01      0.157386079281E+15      0.157386079281E+15      0.157386079281E+15      0.157386079281E+15
      0.740740740741E-01      0.148640118333E+15      0.148640118333E+15      0.148640118333E+15      0.148640118333E+15
      0.780780780781E-01      0.143466752285E+15      0.143466752285E+15      0.143466752285E+15      0.143466752285E+15
      0.820820820821E-01      0.141741648354E+15      0.141741648354E+15      0.141741648354E+15      0.141741648354E+15
      0.860860860861E-01      0.143423346787E+15      0.143423346787E+15      0.143423346787E+15      0.143423346787E+15
      0.900900900901E-01      0.148552264789E+15      0.148552264789E+15      0.148552264789E+15      0.148552264789E+15
      0.940940940941E-01      0.157251667605E+15      0.157251667605E+15      0.157251667605E+15      0.157251667605E+15
      0.980980980981E-01      0.169730630050E+15      0.169730630050E+15      0.169730630050E+15      0.169730630050E+15
      0.102102102102E+00      0.186289059555E+15      0.186289059555E+15      0.186289059555E+15      0.186289059555E+15
      0.106106106106E+00      0.207324901230E+15      0.207324901230E+15      0.207324901230E+15      0.207324901230E+15
      0.110110110110E+00      0.233343697805E+15      0.233343697805E+15      0.233343697805E+15      0.233343697805E+15
      0.114114114114E+00      0.264970733735E+15      0.264970733735E+15      0.264970733735E+15      0.264970733735E+15
      0.118118118118E+00      0.302966054669E+15      0.302966054669E+15      0.302966054669E+15      0.302966054669E+15
