             #Energy(eV)           XX(uW/cm/K^2)           YY(uW/cm/K^2)           ZZ(uW/cm/K^2)      Average(uW/cm/K^2)
     -0.950950950951E+00      0.644331716584E+01      0.644331716584E+01      0.644331716584E+01      0.644331716584E+01
     -0.946946946947E+00      0.665808635287E+01      0.665808635287E+01      0.665808635287E+01      0.665808635287E+01
     -0.942942942943E+00      0.687208857860E+01      0.687208857860E+01      0.687208857860E+01      0.687208857860E+01
     -0.938938938939E+00      0.708007425821E+01      0.708007425821E+01      0.708007425821E+01      0.708007425821E+01
     -0.934934934935E+00      0.727529620863E+01      0.727529620863E+01      0.727529620863E+01      0.727529620863E+01
     -0.930930930931E+00      0.744953459076E+01      0.744953459076E+01      0.744953459076E+01      0.744953459076E+01
     -0.926926926927E+00      0.759344679875E+01      0.759344679875E+01      0.759344679875E+01      0.759344679875E+01
     -0.922922922923E+00      0.769727189066E+01      0.769727189066E+01      0.769727189066E+01      0.769727189066E+01
     -0.918918918919E+00      0.775185928402E+01      0.775185928402E+01      0.775185928402E+01      0.775185928402E+01
     -0.914914914915E+00      0.774991305006E+01      0.774991305006E+01      0.774991305006E+01      0.774991305006E+01
     -0.910910910911E+00      0.768725909161E+01      0.768725909161E+01      0.768725909161E+01      0.768725909161E+01
     -0.906906906907E+00      0.756387880932E+01      0.756387880932E+01      0.756387880932E+01      0.756387880932E+01
     -0.902902902903E+00      0.738444245344E+01      0.738444245344E+01      0.738444245344E+01      0.738444245344E+01
     -0.898898898899E+00      0.715814340768E+01      0.715814340768E+01      0.715814340768E+01      0.715814340768E+01
     -0.894894894895E+00      0.689778088531E+01      0.689778088531E+01      0.689778088531E+01      0.689778088531E+01
     -0.890890890891E+00      0.661822703730E+01      0.661822703730E+01      0.661822703730E+01      0.661822703730E+01
     -0.886886886887E+00      0.633458187918E+01      0.633458187918E+01      0.633458187918E+01      0.633458187918E+01
     -0.882882882883E+00      0.606040242676E+01      0.606040242676E+01      0.606040242676E+01      0.606040242676E+01
     -0.878878878879E+00      0.580636076965E+01      0.580636076965E+01      0.580636076965E+01      0.580636076965E+01
     -0.874874874875E+00      0.557955851235E+01      0.557955851235E+01      0.557955851235E+01      0.557955851235E+01
     -0.870870870871E+00      0.538355684971E+01      0.538355684971E+01      0.538355684971E+01      0.538355684971E+01
     -0.866866866867E+00      0.521902964836E+01      0.521902964836E+01      0.521902964836E+01      0.521902964836E+01
     -0.862862862863E+00      0.508484289586E+01      0.508484289586E+01      0.508484289586E+01      0.508484289586E+01
     -0.858858858859E+00      0.497931053548E+01      0.497931053548E+01      0.497931053548E+01      0.497931053548E+01
     -0.854854854855E+00      0.490136537575E+01      0.490136537575E+01      0.490136537575E+01      0.490136537575E+01
     -0.850850850851E+00      0.485141137642E+01      0.485141137642E+01      0.485141137642E+01      0.485141137642E+01
     -0.846846846847E+00      0.483169245295E+01      0.483169245295E+01      0.483169245295E+01      0.483169245295E+01
     -0.842842842843E+00      0.484611645367E+01      0.484611645367E+01      0.484611645367E+01      0.484611645367E+01
     -0.838838838839E+00      0.489958613270E+01      0.489958613270E+01      0.489958613270E+01      0.489958613270E+01
     -0.834834834835E+00      0.499697745455E+01      0.499697745455E+01      0.499697745455E+01      0.499697745455E+01
     -0.830830830831E+00      0.514194818889E+01      0.514194818889E+01      0.514194818889E+01      0.514194818889E+01
     -0.826826826827E+00      0.533576300505E+01      0.533576300505E+01      0.533576300505E+01      0.533576300505E+01
     -0.822822822823E+00      0.557631059027E+01      0.557631059027E+01      0.557631059027E+01      0.557631059027E+01
     -0.818818818819E+00      0.585748181773E+01      0.585748181773E+01      0.585748181773E+01      0.585748181773E+01
     -0.814814814815E+00      0.616906661659E+01      0.616906661659E+01      0.616906661659E+01      0.616906661659E+01
     -0.810810810811E+00      0.649728059108E+01      0.649728059108E+01      0.649728059108E+01      0.649728059108E+01
     -0.806806806807E+00      0.682592739109E+01      0.682592739109E+01      0.682592739109E+01      0.682592739109E+01
     -0.802802802803E+00      0.713805118662E+01      0.713805118662E+01      0.713805118662E+01      0.713805118662E+01
     -0.798798798799E+00      0.741778637240E+01      0.741778637240E+01      0.741778637240E+01      0.741778637240E+01
     -0.794794794795E+00      0.765203451650E+01      0.765203451650E+01      0.765203451650E+01      0.765203451650E+01
     -0.790790790791E+00      0.783163447754E+01      0.783163447754E+01      0.783163447754E+01      0.783163447754E+01
     -0.786786786787E+00      0.795183444966E+01      0.795183444966E+01      0.795183444966E+01      0.795183444966E+01
     -0.782782782783E+00      0.801207046838E+01      0.801207046838E+01      0.801207046838E+01      0.801207046838E+01
     -0.778778778779E+00      0.801522981920E+01      0.801522981920E+01      0.801522981920E+01      0.801522981920E+01
     -0.774774774775E+00      0.796667046028E+01      0.796667046028E+01      0.796667046028E+01      0.796667046028E+01
     -0.770770770771E+00      0.787325984778E+01      0.787325984778E+01      0.787325984778E+01      0.787325984778E+01
     -0.766766766767E+00      0.774261134319E+01      0.774261134319E+01      0.774261134319E+01      0.774261134319E+01
     -0.762762762763E+00      0.758258077429E+01      0.758258077429E+01      0.758258077429E+01      0.758258077429E+01
     -0.758758758759E+00      0.740098654724E+01      0.740098654724E+01      0.740098654724E+01      0.740098654724E+01
     -0.754754754755E+00      0.720546261837E+01      0.720546261837E+01      0.720546261837E+01      0.720546261837E+01
     -0.750750750751E+00      0.700334954664E+01      0.700334954664E+01      0.700334954665E+01      0.700334954665E+01
     -0.746746746747E+00      0.680156100404E+01      0.680156100404E+01      0.680156100404E+01      0.680156100404E+01
     -0.742742742743E+00      0.660640930489E+01      0.660640930489E+01      0.660640930489E+01      0.660640930489E+01
     -0.738738738739E+00      0.642341312565E+01      0.642341312565E+01      0.642341312565E+01      0.642341312565E+01
     -0.734734734735E+00      0.625713126287E+01      0.625713126287E+01      0.625713126287E+01      0.625713126287E+01
     -0.730730730731E+00      0.611106585286E+01      0.611106585286E+01      0.611106585285E+01      0.611106585286E+01
     -0.726726726727E+00      0.598766279705E+01      0.598766279705E+01      0.598766279705E+01      0.598766279705E+01
     -0.722722722723E+00      0.588841551560E+01      0.588841551560E+01      0.588841551560E+01      0.588841551560E+01
     -0.718718718719E+00      0.581405874121E+01      0.581405874121E+01      0.581405874121E+01      0.581405874121E+01
     -0.714714714715E+00      0.576482598686E+01      0.576482598686E+01      0.576482598686E+01      0.576482598686E+01
     -0.710710710711E+00      0.574073729186E+01      0.574073729186E+01      0.574073729186E+01      0.574073729186E+01
     -0.706706706707E+00      0.574187993541E+01      0.574187993541E+01      0.574187993541E+01      0.574187993541E+01
     -0.702702702703E+00      0.576864116874E+01      0.576864116874E+01      0.576864116874E+01      0.576864116874E+01
     -0.698698698699E+00      0.582184833282E+01      0.582184833282E+01      0.582184833282E+01      0.582184833282E+01
     -0.694694694695E+00      0.590277107031E+01      0.590277107031E+01      0.590277107031E+01      0.590277107031E+01
     -0.690690690691E+00      0.601294798217E+01      0.601294798217E+01      0.601294798217E+01      0.601294798217E+01
     -0.686686686687E+00      0.615382070143E+01      0.615382070143E+01      0.615382070143E+01      0.615382070143E+01
     -0.682682682683E+00      0.632619313267E+01      0.632619313267E+01      0.632619313267E+01      0.632619313267E+01
     -0.678678678679E+00      0.652957863277E+01      0.652957863277E+01      0.652957863277E+01      0.652957863277E+01
     -0.674674674675E+00      0.676154438863E+01      0.676154438863E+01      0.676154438863E+01      0.676154438863E+01
     -0.670670670671E+00      0.701719760473E+01      0.701719760473E+01      0.701719760473E+01      0.701719760473E+01
     -0.666666666667E+00      0.728896762448E+01      0.728896762448E+01      0.728896762448E+01      0.728896762448E+01
     -0.662662662663E+00      0.756680818679E+01      0.756680818679E+01      0.756680818679E+01      0.756680818679E+01
     -0.658658658659E+00      0.783886864198E+01      0.783886864198E+01      0.783886864198E+01      0.783886864198E+01
     -0.654654654655E+00      0.809257173879E+01      0.809257173879E+01      0.809257173879E+01      0.809257173879E+01
     -0.650650650651E+00      0.831591779877E+01      0.831591779877E+01      0.831591779877E+01      0.831591779877E+01
     -0.646646646647E+00      0.849875315217E+01      0.849875315217E+01      0.849875315217E+01      0.849875315217E+01
     -0.642642642643E+00      0.863373279320E+01      0.863373279320E+01      0.863373279320E+01      0.863373279320E+01
     -0.638638638639E+00      0.871678676575E+01      0.871678676575E+01      0.871678676575E+01      0.871678676575E+01
     -0.634634634635E+00      0.874704443507E+01      0.874704443507E+01      0.874704443507E+01      0.874704443507E+01
     -0.630630630631E+00      0.872632880137E+01      0.872632880137E+01      0.872632880137E+01      0.872632880137E+01
     -0.626626626627E+00      0.865844523675E+01      0.865844523675E+01      0.865844523675E+01      0.865844523675E+01
     -0.622622622623E+00      0.854851498776E+01      0.854851498776E+01      0.854851498776E+01      0.854851498776E+01
     -0.618618618619E+00      0.840253844767E+01      0.840253844767E+01      0.840253844767E+01      0.840253844767E+01
     -0.614614614615E+00      0.822724733989E+01      0.822724733989E+01      0.822724733989E+01      0.822724733989E+01
     -0.610610610611E+00      0.803017085897E+01      0.803017085897E+01      0.803017085897E+01      0.803017085897E+01
     -0.606606606607E+00      0.781975090078E+01      0.781975090078E+01      0.781975090078E+01      0.781975090078E+01
     -0.602602602603E+00      0.760532813047E+01      0.760532813047E+01      0.760532813047E+01      0.760532813047E+01
     -0.598598598599E+00      0.739688386458E+01      0.739688386458E+01      0.739688386458E+01      0.739688386458E+01
     -0.594594594595E+00      0.720453099460E+01      0.720453099460E+01      0.720453099460E+01      0.720453099460E+01
     -0.590590590591E+00      0.703785178928E+01      0.703785178928E+01      0.703785178928E+01      0.703785178928E+01
     -0.586586586587E+00      0.690523852946E+01      0.690523852946E+01      0.690523852946E+01      0.690523852946E+01
     -0.582582582583E+00      0.681338675318E+01      0.681338675318E+01      0.681338675318E+01      0.681338675318E+01
     -0.578578578579E+00      0.676703232012E+01      0.676703232012E+01      0.676703232012E+01      0.676703232012E+01
     -0.574574574575E+00      0.676894282291E+01      0.676894282291E+01      0.676894282291E+01      0.676894282291E+01
     -0.570570570571E+00      0.682010192986E+01      0.682010192986E+01      0.682010192986E+01      0.682010192986E+01
     -0.566566566567E+00      0.691998125662E+01      0.691998125662E+01      0.691998125662E+01      0.691998125662E+01
     -0.562562562563E+00      0.706678431002E+01      0.706678431002E+01      0.706678431002E+01      0.706678431002E+01
     -0.558558558559E+00      0.725756858066E+01      0.725756858066E+01      0.725756858066E+01      0.725756858066E+01
     -0.554554554555E+00      0.748819869672E+01      0.748819869672E+01      0.748819869672E+01      0.748819869672E+01
     -0.550550550551E+00      0.775314620509E+01      0.775314620509E+01      0.775314620509E+01      0.775314620509E+01
     -0.546546546547E+00      0.804521637527E+01      0.804521637527E+01      0.804521637527E+01      0.804521637527E+01
     -0.542542542543E+00      0.835533230307E+01      0.835533230307E+01      0.835533230307E+01      0.835533230307E+01
     -0.538538538539E+00      0.867252456566E+01      0.867252456566E+01      0.867252456566E+01      0.867252456566E+01
     -0.534534534535E+00      0.898424951421E+01      0.898424951421E+01      0.898424951421E+01      0.898424951421E+01
     -0.530530530531E+00      0.927709093717E+01      0.927709093717E+01      0.927709093717E+01      0.927709093717E+01
     -0.526526526527E+00      0.953780243869E+01      0.953780243869E+01      0.953780243869E+01      0.953780243869E+01
     -0.522522522523E+00      0.975454810558E+01      0.975454810558E+01      0.975454810558E+01      0.975454810558E+01
     -0.518518518519E+00      0.991812848372E+01      0.991812848372E+01      0.991812848372E+01      0.991812848372E+01
     -0.514514514515E+00      0.100229625220E+02      0.100229625220E+02      0.100229625220E+02      0.100229625220E+02
     -0.510510510511E+00      0.100676416904E+02      0.100676416904E+02      0.100676416904E+02      0.100676416904E+02
     -0.506506506507E+00      0.100549664032E+02      0.100549664032E+02      0.100549664032E+02      0.100549664032E+02
     -0.502502502503E+00      0.999148753091E+01      0.999148753091E+01      0.999148753091E+01      0.999148753091E+01
     -0.498498498498E+00      0.988667321962E+01      0.988667321962E+01      0.988667321962E+01      0.988667321962E+01
     -0.494494494494E+00      0.975187783234E+01      0.975187783234E+01      0.975187783234E+01      0.975187783234E+01
     -0.490490490490E+00      0.959929600071E+01      0.959929600071E+01      0.959929600071E+01      0.959929600071E+01
     -0.486486486486E+00      0.944104759356E+01      0.944104759356E+01      0.944104759356E+01      0.944104759356E+01
     -0.482482482482E+00      0.928847729999E+01      0.928847729999E+01      0.928847729999E+01      0.928847729999E+01
     -0.478478478478E+00      0.915168742212E+01      0.915168742212E+01      0.915168742212E+01      0.915168742212E+01
     -0.474474474474E+00      0.903927252210E+01      0.903927252210E+01      0.903927252210E+01      0.903927252210E+01
     -0.470470470470E+00      0.895819941657E+01      0.895819941657E+01      0.895819941657E+01      0.895819941657E+01
     -0.466466466466E+00      0.891377551172E+01      0.891377551172E+01      0.891377551172E+01      0.891377551172E+01
     -0.462462462462E+00      0.890966459924E+01      0.890966459924E+01      0.890966459924E+01      0.890966459924E+01
     -0.458458458458E+00      0.894793023321E+01      0.894793023321E+01      0.894793023321E+01      0.894793023321E+01
     -0.454454454454E+00      0.902910202732E+01      0.902910202732E+01      0.902910202732E+01      0.902910202732E+01
     -0.450450450450E+00      0.915226399645E+01      0.915226399645E+01      0.915226399645E+01      0.915226399645E+01
     -0.446446446446E+00      0.931515754662E+01      0.931515754662E+01      0.931515754662E+01      0.931515754662E+01
     -0.442442442442E+00      0.951428193990E+01      0.951428193990E+01      0.951428193990E+01      0.951428193990E+01
     -0.438438438438E+00      0.974497163459E+01      0.974497163459E+01      0.974497163459E+01      0.974497163459E+01
     -0.434434434434E+00      0.100014401191E+02      0.100014401191E+02      0.100014401191E+02      0.100014401191E+02
     -0.430430430430E+00      0.102768041878E+02      0.102768041878E+02      0.102768041878E+02      0.102768041878E+02
     -0.426426426426E+00      0.105631329399E+02      0.105631329399E+02      0.105631329399E+02      0.105631329399E+02
     -0.422422422422E+00      0.108515879709E+02      0.108515879709E+02      0.108515879709E+02      0.108515879709E+02
     -0.418418418418E+00      0.111327213350E+02      0.111327213350E+02      0.111327213350E+02      0.111327213350E+02
     -0.414414414414E+00      0.113969692527E+02      0.113969692527E+02      0.113969692527E+02      0.113969692527E+02
     -0.410410410410E+00      0.116353273374E+02      0.116353273374E+02      0.116353273374E+02      0.116353273374E+02
     -0.406406406406E+00      0.118401333684E+02      0.118401333684E+02      0.118401333684E+02      0.118401333684E+02
     -0.402402402402E+00      0.120058374289E+02      0.120058374289E+02      0.120058374289E+02      0.120058374289E+02
     -0.398398398398E+00      0.121296239013E+02      0.121296239013E+02      0.121296239013E+02      0.121296239013E+02
     -0.394394394394E+00      0.122117716061E+02      0.122117716061E+02      0.122117716061E+02      0.122117716061E+02
     -0.390390390390E+00      0.122556898688E+02      0.122556898688E+02      0.122556898688E+02      0.122556898688E+02
     -0.386386386386E+00      0.122676319717E+02      0.122676319717E+02      0.122676319717E+02      0.122676319717E+02
     -0.382382382382E+00      0.122561434333E+02      0.122561434333E+02      0.122561434333E+02      0.122561434333E+02
     -0.378378378378E+00      0.122313364540E+02      0.122313364540E+02      0.122313364540E+02      0.122313364540E+02
     -0.374374374374E+00      0.122040891534E+02      0.122040891534E+02      0.122040891534E+02      0.122040891534E+02
     -0.370370370370E+00      0.121852538089E+02      0.121852538089E+02      0.121852538089E+02      0.121852538089E+02
     -0.366366366366E+00      0.121849325817E+02      0.121849325817E+02      0.121849325817E+02      0.121849325817E+02
     -0.362362362362E+00      0.122118531284E+02      0.122118531284E+02      0.122118531284E+02      0.122118531284E+02
     -0.358358358358E+00      0.122728578453E+02      0.122728578453E+02      0.122728578453E+02      0.122728578453E+02
     -0.354354354354E+00      0.123725123731E+02      0.123725123731E+02      0.123725123731E+02      0.123725123731E+02
     -0.350350350350E+00      0.125128401289E+02      0.125128401289E+02      0.125128401289E+02      0.125128401289E+02
     -0.346346346346E+00      0.126931958198E+02      0.126931958198E+02      0.126931958198E+02      0.126931958198E+02
     -0.342342342342E+00      0.129102966948E+02      0.129102966948E+02      0.129102966948E+02      0.129102966948E+02
     -0.338338338338E+00      0.131584307329E+02      0.131584307329E+02      0.131584307329E+02      0.131584307329E+02
     -0.334334334334E+00      0.134298527666E+02      0.134298527666E+02      0.134298527666E+02      0.134298527666E+02
     -0.330330330330E+00      0.137153619956E+02      0.137153619956E+02      0.137153619956E+02      0.137153619956E+02
     -0.326326326326E+00      0.140050295813E+02      0.140050295813E+02      0.140050295813E+02      0.140050295813E+02
     -0.322322322322E+00      0.142890177012E+02      0.142890177012E+02      0.142890177012E+02      0.142890177012E+02
     -0.318318318318E+00      0.145584079708E+02      0.145584079708E+02      0.145584079708E+02      0.145584079708E+02
     -0.314314314314E+00      0.148059442350E+02      0.148059442350E+02      0.148059442350E+02      0.148059442350E+02
     -0.310310310310E+00      0.150265976014E+02      0.150265976014E+02      0.150265976014E+02      0.150265976014E+02
     -0.306306306306E+00      0.152178819739E+02      0.152178819739E+02      0.152178819739E+02      0.152178819739E+02
     -0.302302302302E+00      0.153798831372E+02      0.153798831372E+02      0.153798831372E+02      0.153798831372E+02
     -0.298298298298E+00      0.155150061032E+02      0.155150061032E+02      0.155150061032E+02      0.155150061032E+02
     -0.294294294294E+00      0.156274843066E+02      0.156274843066E+02      0.156274843066E+02      0.156274843066E+02
     -0.290290290290E+00      0.157227221940E+02      0.157227221940E+02      0.157227221940E+02      0.157227221940E+02
     -0.286286286286E+00      0.158065559571E+02      0.158065559571E+02      0.158065559571E+02      0.158065559571E+02
     -0.282282282282E+00      0.158845167319E+02      0.158845167319E+02      0.158845167319E+02      0.158845167319E+02
     -0.278278278278E+00      0.159611706898E+02      0.159611706898E+02      0.159611706898E+02      0.159611706898E+02
     -0.274274274274E+00      0.160395954943E+02      0.160395954943E+02      0.160395954943E+02      0.160395954943E+02
     -0.270270270270E+00      0.161210352568E+02      0.161210352568E+02      0.161210352568E+02      0.161210352568E+02
     -0.266266266266E+00      0.162047571868E+02      0.162047571868E+02      0.162047571868E+02      0.162047571868E+02
     -0.262262262262E+00      0.162881127365E+02      0.162881127365E+02      0.162881127365E+02      0.162881127365E+02
     -0.258258258258E+00      0.163667850843E+02      0.163667850843E+02      0.163667850843E+02      0.163667850843E+02
     -0.254254254254E+00      0.164351854080E+02      0.164351854080E+02      0.164351854080E+02      0.164351854080E+02
     -0.250250250250E+00      0.164869453952E+02      0.164869453952E+02      0.164869453952E+02      0.164869453952E+02
     -0.246246246246E+00      0.165154453231E+02      0.165154453231E+02      0.165154453231E+02      0.165154453231E+02
     -0.242242242242E+00      0.165143171673E+02      0.165143171673E+02      0.165143171673E+02      0.165143171673E+02
     -0.238238238238E+00      0.164778705349E+02      0.164778705349E+02      0.164778705349E+02      0.164778705349E+02
     -0.234234234234E+00      0.164014044673E+02      0.164014044673E+02      0.164014044673E+02      0.164014044673E+02
     -0.230230230230E+00      0.162813879789E+02      0.162813879789E+02      0.162813879789E+02      0.162813879789E+02
     -0.226226226226E+00      0.161155133860E+02      0.161155133860E+02      0.161155133860E+02      0.161155133860E+02
     -0.222222222222E+00      0.159026452523E+02      0.159026452523E+02      0.159026452523E+02      0.159026452523E+02
     -0.218218218218E+00      0.156427005116E+02      0.156427005116E+02      0.156427005116E+02      0.156427005116E+02
     -0.214214214214E+00      0.153364995080E+02      0.153364995080E+02      0.153364995080E+02      0.153364995080E+02
     -0.210210210210E+00      0.149856229018E+02      0.149856229018E+02      0.149856229018E+02      0.149856229018E+02
     -0.206206206206E+00      0.145922975598E+02      0.145922975598E+02      0.145922975598E+02      0.145922975598E+02
     -0.202202202202E+00      0.141593194739E+02      0.141593194739E+02      0.141593194739E+02      0.141593194739E+02
     -0.198198198198E+00      0.136900077606E+02      0.136900077606E+02      0.136900077606E+02      0.136900077606E+02
     -0.194194194194E+00      0.131881743950E+02      0.131881743950E+02      0.131881743950E+02      0.131881743950E+02
     -0.190190190190E+00      0.126580911849E+02      0.126580911849E+02      0.126580911849E+02      0.126580911849E+02
     -0.186186186186E+00      0.121044382196E+02      0.121044382196E+02      0.121044382196E+02      0.121044382196E+02
     -0.182182182182E+00      0.115322246971E+02      0.115322246971E+02      0.115322246971E+02      0.115322246971E+02
     -0.178178178178E+00      0.109466810892E+02      0.109466810892E+02      0.109466810892E+02      0.109466810892E+02
     -0.174174174174E+00      0.103531287304E+02      0.103531287304E+02      0.103531287304E+02      0.103531287304E+02
     -0.170170170170E+00      0.975683761953E+01      0.975683761953E+01      0.975683761953E+01      0.975683761953E+01
     -0.166166166166E+00      0.916288500651E+01      0.916288500651E+01      0.916288500651E+01      0.916288500651E+01
     -0.162162162162E+00      0.857602651328E+01      0.857602651328E+01      0.857602651328E+01      0.857602651328E+01
     -0.158158158158E+00      0.800058890230E+01      0.800058890230E+01      0.800058890230E+01      0.800058890230E+01
     -0.154154154154E+00      0.744039010613E+01      0.744039010613E+01      0.744039010613E+01      0.744039010613E+01
     -0.150150150150E+00      0.689868858000E+01      0.689868858000E+01      0.689868858000E+01      0.689868858000E+01
     -0.146146146146E+00      0.637816101303E+01      0.637816101303E+01      0.637816101303E+01      0.637816101303E+01
     -0.142142142142E+00      0.588090522646E+01      0.588090522646E+01      0.588090522646E+01      0.588090522646E+01
     -0.138138138138E+00      0.540846376241E+01      0.540846376241E+01      0.540846376241E+01      0.540846376241E+01
     -0.134134134134E+00      0.496186312955E+01      0.496186312955E+01      0.496186312955E+01      0.496186312955E+01
     -0.130130130130E+00      0.454166374549E+01      0.454166374549E+01      0.454166374549E+01      0.454166374549E+01
     -0.126126126126E+00      0.414801610029E+01      0.414801610029E+01      0.414801610029E+01      0.414801610029E+01
     -0.122122122122E+00      0.378071937876E+01      0.378071937876E+01      0.378071937876E+01      0.378071937876E+01
     -0.118118118118E+00      0.343927957743E+01      0.343927957743E+01      0.343927957743E+01      0.343927957743E+01
     -0.114114114114E+00      0.312296493210E+01      0.312296493210E+01      0.312296493210E+01      0.312296493210E+01
     -0.110110110110E+00      0.283085717200E+01      0.283085717200E+01      0.283085717200E+01      0.283085717200E+01
     -0.106106106106E+00      0.256189770458E+01      0.256189770458E+01      0.256189770458E+01      0.256189770458E+01
     -0.102102102102E+00      0.231492830302E+01      0.231492830302E+01      0.231492830303E+01      0.231492830302E+01
     -0.980980980981E-01      0.208872622118E+01      0.208872622118E+01      0.208872622118E+01      0.208872622118E+01
     -0.940940940941E-01      0.188203391266E+01      0.188203391266E+01      0.188203391266E+01      0.188203391266E+01
     -0.900900900901E-01      0.169358369835E+01      0.169358369835E+01      0.169358369835E+01      0.169358369835E+01
     -0.860860860861E-01      0.152211782762E+01      0.152211782762E+01      0.152211782762E+01      0.152211782762E+01
     -0.820820820821E-01      0.136640442872E+01      0.136640442872E+01      0.136640442872E+01      0.136640442872E+01
     -0.780780780781E-01      0.122524985740E+01      0.122524985740E+01      0.122524985740E+01      0.122524985740E+01
     -0.740740740741E-01      0.109750794065E+01      0.109750794065E+01      0.109750794065E+01      0.109750794065E+01
     -0.700700700701E-01      0.982086583683E+00      0.982086583683E+00      0.982086583683E+00      0.982086583683E+00
     -0.660660660661E-01      0.877952169697E+00      0.877952169697E+00      0.877952169697E+00      0.877952169697E+00
     -0.620620620621E-01      0.784132138232E+00      0.784132138232E+00      0.784132138232E+00      0.784132138232E+00
     -0.580580580581E-01      0.699716082991E+00      0.699716082991E+00      0.699716082991E+00      0.699716082991E+00
     -0.540540540541E-01      0.623855665767E+00      0.623855665767E+00      0.623855665767E+00      0.623855665767E+00
     -0.500500500501E-01      0.555763601420E+00      0.555763601420E+00      0.555763601420E+00      0.555763601420E+00
     -0.460460460460E-01      0.494711930443E+00      0.494711930443E+00      0.494711930443E+00      0.494711930443E+00
     -0.420420420420E-01      0.440029760997E+00      0.440029760997E+00      0.440029760997E+00      0.440029760997E+00
     -0.380380380380E-01      0.391100631553E+00      0.391100631553E+00      0.391100631553E+00      0.391100631553E+00
     -0.340340340340E-01      0.347359618297E+00      0.347359618297E+00      0.347359618297E+00      0.347359618297E+00
     -0.300300300300E-01      0.308290288135E+00      0.308290288135E+00      0.308290288135E+00      0.308290288135E+00
     -0.260260260260E-01      0.273421578106E+00      0.273421578106E+00      0.273421578106E+00      0.273421578106E+00
     -0.220220220220E-01      0.242324664983E+00      0.242324664983E+00      0.242324664983E+00      0.242324664983E+00
     -0.180180180180E-01      0.214609874576E+00      0.214609874576E+00      0.214609874576E+00      0.214609874576E+00
     -0.140140140140E-01      0.189923668311E+00      0.189923668311E+00      0.189923668311E+00      0.189923668311E+00
     -0.100100100100E-01      0.167945734921E+00      0.167945734921E+00      0.167945734921E+00      0.167945734921E+00
     -0.600600600601E-02      0.148386207178E+00      0.148386207178E+00      0.148386207178E+00      0.148386207178E+00
     -0.200200200200E-02      0.130983017535E+00      0.130983017535E+00      0.130983017535E+00      0.130983017535E+00
      0.200200200200E-02      0.115499402063E+00      0.115499402063E+00      0.115499402063E+00      0.115499402063E+00
      0.600600600601E-02      0.101721559351E+00      0.101721559351E+00      0.101721559351E+00      0.101721559351E+00
      0.100100100100E-01      0.894564701727E-01      0.894564701727E-01      0.894564701727E-01      0.894564701727E-01
      0.140140140140E-01      0.785298850875E-01      0.785298850875E-01      0.785298850875E-01      0.785298850875E-01
      0.180180180180E-01      0.687844914609E-01      0.687844914609E-01      0.687844914609E-01      0.687844914609E-01
      0.220220220220E-01      0.600782794694E-01      0.600782794694E-01      0.600782794694E-01      0.600782794694E-01
      0.260260260260E-01      0.522831399327E-01      0.522831399327E-01      0.522831399327E-01      0.522831399327E-01
      0.300300300300E-01      0.452837466422E-01      0.452837466422E-01      0.452837466422E-01      0.452837466422E-01
      0.340340340340E-01      0.389768033821E-01      0.389768033821E-01      0.389768033821E-01      0.389768033821E-01
      0.380380380380E-01      0.332707703891E-01      0.332707703891E-01      0.332707703891E-01      0.332707703891E-01
      0.420420420420E-01      0.280862212365E-01      0.280862212365E-01      0.280862212365E-01      0.280862212365E-01
      0.460460460460E-01      0.233570036024E-01      0.233570036024E-01      0.233570036024E-01      0.233570036024E-01
      0.500500500501E-01      0.190323523817E-01      0.190323523817E-01      0.190323523817E-01      0.190323523817E-01
      0.540540540541E-01      0.150799709225E-01      0.150799709225E-01      0.150799709225E-01      0.150799709225E-01
      0.580580580581E-01      0.114897713086E-01      0.114897713086E-01      0.114897713086E-01      0.114897713086E-01
      0.620620620621E-01      0.827737593611E-02      0.827737593611E-02      0.827737593611E-02      0.827737593611E-02
      0.660660660661E-01      0.548567660065E-02      0.548567660065E-02      0.548567660065E-02      0.548567660065E-02
      0.700700700701E-01      0.318206141223E-02      0.318206141223E-02      0.318206141223E-02      0.318206141223E-02
      0.740740740741E-01      0.144908804033E-02      0.144908804033E-02      0.144908804033E-02      0.144908804033E-02
      0.780780780781E-01      0.368243225249E-03      0.368243225249E-03      0.368243225249E-03      0.368243225249E-03
      0.820820820821E-01      0.341117304862E-09      0.341117304862E-09      0.341117304869E-09      0.341117304864E-09
      0.860860860861E-01      0.366895830568E-03      0.366895830568E-03      0.366895830568E-03      0.366895830568E-03
      0.900900900901E-01      0.144680913528E-02      0.144680913528E-02      0.144680913528E-02      0.144680913528E-02
      0.940940940941E-01      0.317959114073E-02      0.317959114073E-02      0.317959114073E-02      0.317959114073E-02
      0.980980980981E-01      0.548393814667E-02      0.548393814667E-02      0.548393814667E-02      0.548393814667E-02
      0.102102102102E+00      0.827734056107E-02      0.827734056107E-02      0.827734056107E-02      0.827734056107E-02
      0.106106106106E+00      0.114923684103E-01      0.114923684103E-01      0.114923684103E-01      0.114923684103E-01
      0.110110110110E+00      0.150860531879E-01      0.150860531879E-01      0.150860531879E-01      0.150860531879E-01
      0.114114114114E+00      0.190427051240E-01      0.190427051240E-01      0.190427051240E-01      0.190427051240E-01
      0.118118118118E+00      0.233723802872E-01      0.233723802872E-01      0.233723802872E-01      0.233723802872E-01
