             #Energy(eV)           XX(uW/cm/K^2)           YY(uW/cm/K^2)           ZZ(uW/cm/K^2)      Average(uW/cm/K^2)
      0.121521521522E+01      0.730503075208E+01      0.730503075208E+01      0.730503075208E+01      0.730503075208E+01
      0.121921921922E+01      0.776159704271E+01      0.776159704271E+01      0.776159704271E+01      0.776159704271E+01
      0.122322322322E+01      0.828109250872E+01      0.828109250872E+01      0.828109250872E+01      0.828109250872E+01
      0.122722722723E+01      0.886724280754E+01      0.886724280754E+01      0.886724280754E+01      0.886724280754E+01
      0.123123123123E+01      0.952120440121E+01      0.952120440121E+01      0.952120440121E+01      0.952120440121E+01
      0.123523523524E+01      0.102393724042E+02      0.102393724042E+02      0.102393724042E+02      0.102393724042E+02
      0.123923923924E+01      0.110114817964E+02      0.110114817964E+02      0.110114817964E+02      0.110114817964E+02
      0.124324324324E+01      0.118194192305E+02      0.118194192305E+02      0.118194192305E+02      0.118194192305E+02
      0.124724724725E+01      0.126371352525E+02      0.126371352525E+02      0.126371352525E+02      0.126371352525E+02
      0.125125125125E+01      0.134319192369E+02      0.134319192369E+02      0.134319192369E+02      0.134319192369E+02
      0.125525525526E+01      0.141670596810E+02      0.141670596810E+02      0.141670596810E+02      0.141670596810E+02
      0.125925925926E+01      0.148055956443E+02      0.148055956443E+02      0.148055956443E+02      0.148055956443E+02
      0.126326326326E+01      0.153145553180E+02      0.153145553180E+02      0.153145553180E+02      0.153145553180E+02
      0.126726726727E+01      0.156688821378E+02      0.156688821378E+02      0.156688821378E+02      0.156688821378E+02
      0.127127127127E+01      0.158542525907E+02      0.158542525907E+02      0.158542525907E+02      0.158542525907E+02
      0.127527527528E+01      0.158682144012E+02      0.158682144012E+02      0.158682144012E+02      0.158682144012E+02
      0.127927927928E+01      0.157194610709E+02      0.157194610709E+02      0.157194610709E+02      0.157194610709E+02
      0.128328328328E+01      0.154254910183E+02      0.154254910183E+02      0.154254910183E+02      0.154254910183E+02
      0.128728728729E+01      0.150092462500E+02      0.150092462500E+02      0.150092462500E+02      0.150092462500E+02
      0.129129129129E+01      0.144954939164E+02      0.144954939164E+02      0.144954939164E+02      0.144954939164E+02
      0.129529529530E+01      0.139076790967E+02      0.139076790967E+02      0.139076790967E+02      0.139076790967E+02
      0.129929929930E+01      0.132657782814E+02      0.132657782814E+02      0.132657782814E+02      0.132657782814E+02
      0.130330330330E+01      0.125853965410E+02      0.125853965410E+02      0.125853965410E+02      0.125853965410E+02
      0.130730730731E+01      0.118780565712E+02      0.118780565712E+02      0.118780565712E+02      0.118780565712E+02
      0.131131131131E+01      0.111523852330E+02      0.111523852330E+02      0.111523852330E+02      0.111523852330E+02
      0.131531531532E+01      0.104157503488E+02      0.104157503488E+02      0.104157503488E+02      0.104157503488E+02
      0.131931931932E+01      0.967585710511E+01      0.967585710511E+01      0.967585710511E+01      0.967585710511E+01
      0.132332332332E+01      0.894188386466E+01      0.894188386466E+01      0.894188386466E+01      0.894188386466E+01
      0.132732732733E+01      0.822490503572E+01      0.822490503572E+01      0.822490503572E+01      0.822490503572E+01
      0.133133133133E+01      0.753757009841E+01      0.753757009841E+01      0.753757009841E+01      0.753757009841E+01
      0.133533533534E+01      0.689321754516E+01      0.689321754516E+01      0.689321754516E+01      0.689321754516E+01
      0.133933933934E+01      0.630473581855E+01      0.630473581855E+01      0.630473581855E+01      0.630473581855E+01
      0.134334334334E+01      0.578350505758E+01      0.578350505758E+01      0.578350505758E+01      0.578350505758E+01
      0.134734734735E+01      0.533867285122E+01      0.533867285122E+01      0.533867285122E+01      0.533867285122E+01
      0.135135135135E+01      0.497687940554E+01      0.497687940554E+01      0.497687940554E+01      0.497687940554E+01
      0.135535535536E+01      0.470240800005E+01      0.470240800005E+01      0.470240800005E+01      0.470240800005E+01
      0.135935935936E+01      0.451763639621E+01      0.451763639621E+01      0.451763639621E+01      0.451763639621E+01
      0.136336336336E+01      0.442362061963E+01      0.442362061963E+01      0.442362061963E+01      0.442362061963E+01
      0.136736736737E+01      0.442065110247E+01      0.442065110247E+01      0.442065110247E+01      0.442065110247E+01
      0.137137137137E+01      0.450866885524E+01      0.450866885524E+01      0.450866885524E+01      0.450866885524E+01
      0.137537537538E+01      0.468749734238E+01      0.468749734238E+01      0.468749734238E+01      0.468749734238E+01
      0.137937937938E+01      0.495691163193E+01      0.495691163193E+01      0.495691163193E+01      0.495691163193E+01
      0.138338338338E+01      0.531660720092E+01      0.531660720092E+01      0.531660720092E+01      0.531660720092E+01
      0.138738738739E+01      0.576613079802E+01      0.576613079802E+01      0.576613079802E+01      0.576613079802E+01
      0.139139139139E+01      0.630479534932E+01      0.630479534932E+01      0.630479534932E+01      0.630479534932E+01
      0.139539539540E+01      0.693153921813E+01      0.693153921813E+01      0.693153921813E+01      0.693153921813E+01
      0.139939939940E+01      0.764463856045E+01      0.764463856045E+01      0.764463856045E+01      0.764463856045E+01
      0.140340340340E+01      0.844117071888E+01      0.844117071888E+01      0.844117071888E+01      0.844117071888E+01
      0.140740740741E+01      0.931617386232E+01      0.931617386232E+01      0.931617386232E+01      0.931617386232E+01
      0.141141141141E+01      0.102615496854E+02      0.102615496854E+02      0.102615496854E+02      0.102615496854E+02
      0.141541541542E+01      0.112648858871E+02      0.112648858871E+02      0.112648858871E+02      0.112648858871E+02
      0.141941941942E+01      0.123084896918E+02      0.123084896918E+02      0.123084896918E+02      0.123084896918E+02
      0.142342342342E+01      0.133689727439E+02      0.133689727439E+02      0.133689727439E+02      0.133689727439E+02
      0.142742742743E+01      0.144176726892E+02      0.144176726892E+02      0.144176726892E+02      0.144176726892E+02
      0.143143143143E+01      0.154220315592E+02      0.154220315592E+02      0.154220315592E+02      0.154220315592E+02
      0.143543543544E+01      0.163478154576E+02      0.163478154576E+02      0.163478154576E+02      0.163478154576E+02
      0.143943943944E+01      0.171618323906E+02      0.171618323906E+02      0.171618323906E+02      0.171618323906E+02
      0.144344344344E+01      0.178346708187E+02      0.178346708187E+02      0.178346708187E+02      0.178346708187E+02
      0.144744744745E+01      0.183429911311E+02      0.183429911311E+02      0.183429911311E+02      0.183429911311E+02
      0.145145145145E+01      0.186710445674E+02      0.186710445674E+02      0.186710445674E+02      0.186710445674E+02
      0.145545545546E+01      0.188113034235E+02      0.188113034235E+02      0.188113034235E+02      0.188113034235E+02
      0.145945945946E+01      0.187642794464E+02      0.187642794464E+02      0.187642794464E+02      0.187642794464E+02
      0.146346346346E+01      0.185377258334E+02      0.185377258334E+02      0.185377258334E+02      0.185377258334E+02
      0.146746746747E+01      0.181454505874E+02      0.181454505874E+02      0.181454505874E+02      0.181454505874E+02
      0.147147147147E+01      0.176059422365E+02      0.176059422365E+02      0.176059422365E+02      0.176059422365E+02
      0.147547547548E+01      0.169409624349E+02      0.169409624349E+02      0.169409624349E+02      0.169409624349E+02
      0.147947947948E+01      0.161742203952E+02      0.161742203952E+02      0.161742203952E+02      0.161742203952E+02
      0.148348348348E+01      0.153302161848E+02      0.153302161848E+02      0.153302161848E+02      0.153302161848E+02
      0.148748748749E+01      0.144333133468E+02      0.144333133468E+02      0.144333133468E+02      0.144333133468E+02
      0.149149149149E+01      0.135070649599E+02      0.135070649599E+02      0.135070649599E+02      0.135070649599E+02
      0.149549549550E+01      0.125737702205E+02      0.125737702205E+02      0.125737702205E+02      0.125737702205E+02
      0.149949949950E+01      0.116541924094E+02      0.116541924094E+02      0.116541924094E+02      0.116541924094E+02
      0.150350350350E+01      0.107673416835E+02      0.107673416835E+02      0.107673416835E+02      0.107673416835E+02
      0.150750750751E+01      0.993023185223E+01      0.993023185223E+01      0.993023185223E+01      0.993023185223E+01
      0.151151151151E+01      0.915756099243E+01      0.915756099243E+01      0.915756099243E+01      0.915756099243E+01
      0.151551551552E+01      0.846132735223E+01      0.846132735223E+01      0.846132735223E+01      0.846132735223E+01
      0.151951951952E+01      0.785044923984E+01      0.785044923984E+01      0.785044923984E+01      0.785044923984E+01
      0.152352352352E+01      0.733048572367E+01      0.733048572367E+01      0.733048572367E+01      0.733048572367E+01
      0.152752752753E+01      0.690354293019E+01      0.690354293019E+01      0.690354293019E+01      0.690354293019E+01
      0.153153153153E+01      0.656840805896E+01      0.656840805896E+01      0.656840805896E+01      0.656840805896E+01
      0.153553553554E+01      0.632090495469E+01      0.632090495469E+01      0.632090495469E+01      0.632090495469E+01
      0.153953953954E+01      0.615443624209E+01      0.615443624209E+01      0.615443624209E+01      0.615443624209E+01
      0.154354354354E+01      0.606067641958E+01      0.606067641958E+01      0.606067641958E+01      0.606067641958E+01
      0.154754754755E+01      0.603039482178E+01      0.603039482178E+01      0.603039482178E+01      0.603039482178E+01
      0.155155155155E+01      0.605439214017E+01      0.605439214017E+01      0.605439214017E+01      0.605439214017E+01
      0.155555555556E+01      0.612451201476E+01      0.612451201476E+01      0.612451201476E+01      0.612451201476E+01
      0.155955955956E+01      0.623464498691E+01      0.623464498691E+01      0.623464498691E+01      0.623464498691E+01
      0.156356356356E+01      0.638160116071E+01      0.638160116071E+01      0.638160116071E+01      0.638160116071E+01
      0.156756756757E+01      0.656571883252E+01      0.656571883252E+01      0.656571883252E+01      0.656571883252E+01
      0.157157157157E+01      0.679111089570E+01      0.679111089570E+01      0.679111089570E+01      0.679111089570E+01
      0.157557557558E+01      0.706551551416E+01      0.706551551416E+01      0.706551551416E+01      0.706551551416E+01
      0.157957957958E+01      0.739978190275E+01      0.739978190275E+01      0.739978190274E+01      0.739978190275E+01
      0.158358358358E+01      0.780705673907E+01      0.780705673907E+01      0.780705673907E+01      0.780705673907E+01
      0.158758758759E+01      0.830172943148E+01      0.830172943148E+01      0.830172943148E+01      0.830172943148E+01
      0.159159159159E+01      0.889815518119E+01      0.889815518119E+01      0.889815518119E+01      0.889815518119E+01
      0.159559559560E+01      0.960913057489E+01      0.960913057489E+01      0.960913057489E+01      0.960913057489E+01
      0.159959959960E+01      0.104440806886E+02      0.104440806886E+02      0.104440806886E+02      0.104440806886E+02
      0.160360360360E+01      0.114069574982E+02      0.114069574982E+02      0.114069574982E+02      0.114069574982E+02
      0.160760760761E+01      0.124939589038E+02      0.124939589038E+02      0.124939589038E+02      0.124939589038E+02
      0.161161161161E+01      0.136913418513E+02      0.136913418513E+02      0.136913418513E+02      0.136913418513E+02
      0.161561561562E+01      0.149737746507E+02      0.149737746507E+02      0.149737746507E+02      0.149737746507E+02
      0.161961961962E+01      0.163037761501E+02      0.163037761501E+02      0.163037761501E+02      0.163037761501E+02
      0.162362362362E+01      0.176327406493E+02      0.176327406493E+02      0.176327406493E+02      0.176327406493E+02
      0.162762762763E+01      0.189038012162E+02      0.189038012162E+02      0.189038012162E+02      0.189038012162E+02
      0.163163163163E+01      0.200563719879E+02      0.200563719879E+02      0.200563719879E+02      0.200563719879E+02
      0.163563563564E+01      0.210317521221E+02      0.210317521221E+02      0.210317521221E+02      0.210317521221E+02
      0.163963963964E+01      0.217788389828E+02      0.217788389828E+02      0.217788389828E+02      0.217788389828E+02
      0.164364364364E+01      0.222589256772E+02      0.222589256772E+02      0.222589256772E+02      0.222589256772E+02
      0.164764764765E+01      0.224487866701E+02      0.224487866701E+02      0.224487866701E+02      0.224487866701E+02
      0.165165165165E+01      0.223417003361E+02      0.223417003361E+02      0.223417003361E+02      0.223417003361E+02
      0.165565565566E+01      0.219465533422E+02      0.219465533422E+02      0.219465533422E+02      0.219465533422E+02
      0.165965965966E+01      0.212855507183E+02      0.212855507183E+02      0.212855507183E+02      0.212855507183E+02
      0.166366366366E+01      0.203912162221E+02      0.203912162221E+02      0.203912162221E+02      0.203912162221E+02
      0.166766766767E+01      0.193033034925E+02      0.193033034925E+02      0.193033034925E+02      0.193033034925E+02
      0.167167167167E+01      0.180660205463E+02      0.180660205463E+02      0.180660205463E+02      0.180660205463E+02
      0.167567567568E+01      0.167257055424E+02      0.167257055424E+02      0.167257055424E+02      0.167257055424E+02
      0.167967967968E+01      0.153288804145E+02      0.153288804145E+02      0.153288804145E+02      0.153288804145E+02
      0.168368368368E+01      0.139205132928E+02      0.139205132928E+02      0.139205132928E+02      0.139205132928E+02
      0.168768768769E+01      0.125423516886E+02      0.125423516886E+02      0.125423516886E+02      0.125423516886E+02
      0.169169169169E+01      0.112313087997E+02      0.112313087997E+02      0.112313087997E+02      0.112313087997E+02
      0.169569569570E+01      0.100180264867E+02      0.100180264867E+02      0.100180264867E+02      0.100180264867E+02
      0.169969969970E+01      0.892582872701E+01      0.892582872701E+01      0.892582872701E+01      0.892582872701E+01
      0.170370370370E+01      0.797027318631E+01      0.797027318631E+01      0.797027318631E+01      0.797027318631E+01
      0.170770770771E+01      0.715940507865E+01      0.715940507865E+01      0.715940507865E+01      0.715940507865E+01
      0.171171171171E+01      0.649465820157E+01      0.649465820157E+01      0.649465820157E+01      0.649465820157E+01
      0.171571571572E+01      0.597219525452E+01      0.597219525452E+01      0.597219525452E+01      0.597219525452E+01
      0.171971971972E+01      0.558438782344E+01      0.558438782344E+01      0.558438782344E+01      0.558438782344E+01
      0.172372372372E+01      0.532113249275E+01      0.532113249275E+01      0.532113249275E+01      0.532113249275E+01
      0.172772772773E+01      0.517077882396E+01      0.517077882396E+01      0.517077882396E+01      0.517077882396E+01
      0.173173173173E+01      0.512058086289E+01      0.512058086289E+01      0.512058086289E+01      0.512058086289E+01
      0.173573573574E+01      0.515674025817E+01      0.515674025817E+01      0.515674025817E+01      0.515674025817E+01
      0.173973973974E+01      0.526424820765E+01      0.526424820765E+01      0.526424820765E+01      0.526424820765E+01
      0.174374374374E+01      0.542681940258E+01      0.542681940258E+01      0.542681940258E+01      0.542681940258E+01
      0.174774774775E+01      0.562721404979E+01      0.562721404979E+01      0.562721404978E+01      0.562721404979E+01
      0.175175175175E+01      0.584814880533E+01      0.584814880533E+01      0.584814880533E+01      0.584814880533E+01
      0.175575575576E+01      0.607381537999E+01      0.607381537999E+01      0.607381537999E+01      0.607381537999E+01
      0.175975975976E+01      0.629180190258E+01      0.629180190258E+01      0.629180190258E+01      0.629180190258E+01
      0.176376376376E+01      0.649502024631E+01      0.649502024631E+01      0.649502024631E+01      0.649502024631E+01
      0.176776776777E+01      0.668316042423E+01      0.668316042423E+01      0.668316042423E+01      0.668316042423E+01
      0.177177177177E+01      0.686326742313E+01      0.686326742313E+01      0.686326742313E+01      0.686326742313E+01
      0.177577577578E+01      0.704925049265E+01      0.704925049265E+01      0.704925049265E+01      0.704925049265E+01
      0.177977977978E+01      0.726040740531E+01      0.726040740531E+01      0.726040740531E+01      0.726040740531E+01
      0.178378378378E+01      0.751926244905E+01      0.751926244905E+01      0.751926244905E+01      0.751926244905E+01
      0.178778778779E+01      0.784909210558E+01      0.784909210558E+01      0.784909210558E+01      0.784909210558E+01
      0.179179179179E+01      0.827144140783E+01      0.827144140783E+01      0.827144140783E+01      0.827144140783E+01
      0.179579579580E+01      0.880379470328E+01      0.880379470328E+01      0.880379470329E+01      0.880379470328E+01
      0.179979979980E+01      0.945746630224E+01      0.945746630224E+01      0.945746630224E+01      0.945746630224E+01
      0.180380380380E+01      0.102357862248E+02      0.102357862248E+02      0.102357862248E+02      0.102357862248E+02
      0.180780780781E+01      0.111327535547E+02      0.111327535547E+02      0.111327535547E+02      0.111327535547E+02
      0.181181181181E+01      0.121324227700E+02      0.121324227700E+02      0.121324227700E+02      0.121324227700E+02
      0.181581581582E+01      0.132092782037E+02      0.132092782037E+02      0.132092782037E+02      0.132092782037E+02
      0.181981981982E+01      0.143297010051E+02      0.143297010051E+02      0.143297010051E+02      0.143297010051E+02
      0.182382382382E+01      0.154543903540E+02      0.154543903540E+02      0.154543903540E+02      0.154543903540E+02
      0.182782782783E+01      0.165413703243E+02      0.165413703243E+02      0.165413703243E+02      0.165413703243E+02
      0.183183183183E+01      0.175490936091E+02      0.175490936091E+02      0.175490936091E+02      0.175490936091E+02
      0.183583583584E+01      0.184391836090E+02      0.184391836090E+02      0.184391836090E+02      0.184391836090E+02
      0.183983983984E+01      0.191785073347E+02      0.191785073347E+02      0.191785073347E+02      0.191785073347E+02
      0.184384384384E+01      0.197404697246E+02      0.197404697246E+02      0.197404697246E+02      0.197404697246E+02
      0.184784784785E+01      0.201055915451E+02      0.201055915451E+02      0.201055915451E+02      0.201055915451E+02
      0.185185185185E+01      0.202615368505E+02      0.202615368505E+02      0.202615368505E+02      0.202615368505E+02
      0.185585585586E+01      0.202027907497E+02      0.202027907497E+02      0.202027907497E+02      0.202027907497E+02
      0.185985985986E+01      0.199301768345E+02      0.199301768345E+02      0.199301768345E+02      0.199301768345E+02
      0.186386386386E+01      0.194503696414E+02      0.194503696414E+02      0.194503696414E+02      0.194503696414E+02
      0.186786786787E+01      0.187755102294E+02      0.187755102294E+02      0.187755102295E+02      0.187755102295E+02
      0.187187187187E+01      0.179229685319E+02      0.179229685319E+02      0.179229685319E+02      0.179229685319E+02
      0.187587587588E+01      0.169152111563E+02      0.169152111563E+02      0.169152111563E+02      0.169152111563E+02
      0.187987987988E+01      0.157796390725E+02      0.157796390725E+02      0.157796390725E+02      0.157796390725E+02
      0.188388388388E+01      0.145481865106E+02      0.145481865106E+02      0.145481865106E+02      0.145481865106E+02
      0.188788788789E+01      0.132564595126E+02      0.132564595126E+02      0.132564595126E+02      0.132564595126E+02
      0.189189189189E+01      0.119422673831E+02      0.119422673831E+02      0.119422673831E+02      0.119422673831E+02
      0.189589589590E+01      0.106435585391E+02      0.106435585391E+02      0.106435585391E+02      0.106435585391E+02
      0.189989989990E+01      0.939597047587E+01      0.939597047587E+01      0.939597047587E+01      0.939597047587E+01
      0.190390390390E+01      0.823037089997E+01      0.823037089997E+01      0.823037089997E+01      0.823037089997E+01
      0.190790790791E+01      0.717083420098E+01      0.717083420098E+01      0.717083420098E+01      0.717083420098E+01
      0.191191191191E+01      0.623342934927E+01      0.623342934927E+01      0.623342934927E+01      0.623342934927E+01
      0.191591591592E+01      0.542601049154E+01      0.542601049154E+01      0.542601049154E+01      0.542601049154E+01
      0.191991991992E+01      0.474896521849E+01      0.474896521849E+01      0.474896521849E+01      0.474896521849E+01
      0.192392392392E+01      0.419666997316E+01      0.419666997316E+01      0.419666997316E+01      0.419666997316E+01
      0.192792792793E+01      0.375929048140E+01      0.375929048140E+01      0.375929048140E+01      0.375929048140E+01
      0.193193193193E+01      0.342456841970E+01      0.342456841970E+01      0.342456841970E+01      0.342456841970E+01
      0.193593593594E+01      0.317933216735E+01      0.317933216735E+01      0.317933216735E+01      0.317933216735E+01
      0.193993993994E+01      0.301061191289E+01      0.301061191289E+01      0.301061191289E+01      0.301061191289E+01
      0.194394394394E+01      0.290637558848E+01      0.290637558848E+01      0.290637558848E+01      0.290637558848E+01
      0.194794794795E+01      0.285599209289E+01      0.285599209289E+01      0.285599209289E+01      0.285599209289E+01
      0.195195195195E+01      0.285055335134E+01      0.285055335134E+01      0.285055335134E+01      0.285055335134E+01
      0.195595595596E+01      0.288315272447E+01      0.288315272447E+01      0.288315272447E+01      0.288315272447E+01
      0.195995995996E+01      0.294915084791E+01      0.294915084791E+01      0.294915084791E+01      0.294915084791E+01
      0.196396396396E+01      0.304639732796E+01      0.304639732796E+01      0.304639732796E+01      0.304639732796E+01
      0.196796796797E+01      0.317534650692E+01      0.317534650692E+01      0.317534650692E+01      0.317534650692E+01
      0.197197197197E+01      0.333901500605E+01      0.333901500606E+01      0.333901500606E+01      0.333901500606E+01
      0.197597597598E+01      0.354276206069E+01      0.354276206069E+01      0.354276206069E+01      0.354276206069E+01
      0.197997997998E+01      0.379390368664E+01      0.379390368664E+01      0.379390368664E+01      0.379390368664E+01
      0.198398398398E+01      0.410117768691E+01      0.410117768691E+01      0.410117768691E+01      0.410117768691E+01
      0.198798798799E+01      0.447405567611E+01      0.447405567611E+01      0.447405567611E+01      0.447405567611E+01
      0.199199199199E+01      0.492186618652E+01      0.492186618652E+01      0.492186618652E+01      0.492186618652E+01
      0.199599599600E+01      0.545267484015E+01      0.545267484015E+01      0.545267484015E+01      0.545267484015E+01
      0.200000000000E+01      0.607188776885E+01      0.607188776885E+01      0.607188776885E+01      0.607188776885E+01
