             #Energy(eV)                XX(uV/K)                YY(uV/K)                ZZ(uV/K)           Average(uV/K)
     -0.950950950951E+00      0.147110649895E+02      0.147110649895E+02      0.147110649895E+02      0.147110649895E+02
     -0.946946946947E+00      0.150159126648E+02      0.150159126648E+02      0.150159126648E+02      0.150159126648E+02
     -0.942942942943E+00      0.153200587857E+02      0.153200587857E+02      0.153200587857E+02      0.153200587857E+02
     -0.938938938939E+00      0.156180380203E+02      0.156180380203E+02      0.156180380203E+02      0.156180380203E+02
     -0.934934934935E+00      0.159029273428E+02      0.159029273428E+02      0.159029273428E+02      0.159029273428E+02
     -0.930930930931E+00      0.161663421717E+02      0.161663421717E+02      0.161663421717E+02      0.161663421717E+02
     -0.926926926927E+00      0.163987195538E+02      0.163987195538E+02      0.163987195538E+02      0.163987195538E+02
     -0.922922922923E+00      0.165899022464E+02      0.165899022464E+02      0.165899022464E+02      0.165899022464E+02
     -0.918918918919E+00      0.167300013137E+02      0.167300013137E+02      0.167300013137E+02      0.167300013137E+02
     -0.914914914915E+00      0.168104703430E+02      0.168104703430E+02      0.168104703430E+02      0.168104703430E+02
     -0.910910910911E+00      0.168252726537E+02      0.168252726537E+02      0.168252726537E+02      0.168252726537E+02
     -0.906906906907E+00      0.167719718594E+02      0.167719718594E+02      0.167719718594E+02      0.167719718594E+02
     -0.902902902903E+00      0.166525411627E+02      0.166525411627E+02      0.166525411627E+02      0.166525411627E+02
     -0.898898898899E+00      0.164736873483E+02      0.164736873483E+02      0.164736873483E+02      0.164736873483E+02
     -0.894894894895E+00      0.162465381717E+02      0.162465381717E+02      0.162465381717E+02      0.162465381717E+02
     -0.890890890891E+00      0.159856507359E+02      0.159856507359E+02      0.159856507359E+02      0.159856507359E+02
     -0.886886886887E+00      0.157074471419E+02      0.157074471419E+02      0.157074471419E+02      0.157074471419E+02
     -0.882882882883E+00      0.154283350003E+02      0.154283350003E+02      0.154283350002E+02      0.154283350003E+02
     -0.878878878879E+00      0.151628763915E+02      0.151628763915E+02      0.151628763915E+02      0.151628763915E+02
     -0.874874874875E+00      0.149223888989E+02      0.149223888989E+02      0.149223888989E+02      0.149223888989E+02
     -0.870870870871E+00      0.147142804620E+02      0.147142804620E+02      0.147142804620E+02      0.147142804620E+02
     -0.866866866867E+00      0.145422526075E+02      0.145422526075E+02      0.145422526075E+02      0.145422526075E+02
     -0.862862862863E+00      0.144072976637E+02      0.144072976637E+02      0.144072976637E+02      0.144072976637E+02
     -0.858858858859E+00      0.143092201713E+02      0.143092201713E+02      0.143092201713E+02      0.143092201713E+02
     -0.854854854855E+00      0.142482811299E+02      0.142482811299E+02      0.142482811299E+02      0.142482811299E+02
     -0.850850850851E+00      0.142265290184E+02      0.142265290184E+02      0.142265290184E+02      0.142265290184E+02
     -0.846846846847E+00      0.142484533952E+02      0.142484533952E+02      0.142484533952E+02      0.142484533952E+02
     -0.842842842843E+00      0.143207601346E+02      0.143207601346E+02      0.143207601346E+02      0.143207601346E+02
     -0.838838838839E+00      0.144512839097E+02      0.144512839097E+02      0.144512839097E+02      0.144512839097E+02
     -0.834834834835E+00      0.146472695065E+02      0.146472695065E+02      0.146472695065E+02      0.146472695065E+02
     -0.830830830831E+00      0.149134124662E+02      0.149134124662E+02      0.149134124662E+02      0.149134124662E+02
     -0.826826826827E+00      0.152501095238E+02      0.152501095238E+02      0.152501095238E+02      0.152501095238E+02
     -0.822822822823E+00      0.156523172112E+02      0.156523172112E+02      0.156523172112E+02      0.156523172112E+02
     -0.818818818819E+00      0.161092725075E+02      0.161092725075E+02      0.161092725075E+02      0.161092725075E+02
     -0.814814814815E+00      0.166051363455E+02      0.166051363455E+02      0.166051363455E+02      0.166051363455E+02
     -0.810810810811E+00      0.171204302314E+02      0.171204302314E+02      0.171204302314E+02      0.171204302314E+02
     -0.806806806807E+00      0.176339903675E+02      0.176339903675E+02      0.176339903675E+02      0.176339903675E+02
     -0.802802802803E+00      0.181250867922E+02      0.181250867922E+02      0.181250867922E+02      0.181250867922E+02
     -0.798798798799E+00      0.185753532591E+02      0.185753532591E+02      0.185753532591E+02      0.185753532591E+02
     -0.794794794795E+00      0.189702390645E+02      0.189702390645E+02      0.189702390645E+02      0.189702390645E+02
     -0.790790790791E+00      0.192998093836E+02      0.192998093836E+02      0.192998093836E+02      0.192998093836E+02
     -0.786786786787E+00      0.195588611397E+02      0.195588611397E+02      0.195588611397E+02      0.195588611397E+02
     -0.782782782783E+00      0.197464569760E+02      0.197464569760E+02      0.197464569760E+02      0.197464569760E+02
     -0.778778778779E+00      0.198650800060E+02      0.198650800060E+02      0.198650800060E+02      0.198650800060E+02
     -0.774774774775E+00      0.199196537881E+02      0.199196537881E+02      0.199196537881E+02      0.199196537881E+02
     -0.770770770771E+00      0.199166485266E+02      0.199166485266E+02      0.199166485266E+02      0.199166485266E+02
     -0.766766766767E+00      0.198634185950E+02      0.198634185950E+02      0.198634185950E+02      0.198634185950E+02
     -0.762762762763E+00      0.197678162060E+02      0.197678162060E+02      0.197678162060E+02      0.197678162060E+02
     -0.758758758759E+00      0.196380342500E+02      0.196380342500E+02      0.196380342500E+02      0.196380342500E+02
     -0.754754754755E+00      0.194825736925E+02      0.194825736925E+02      0.194825736925E+02      0.194825736925E+02
     -0.750750750751E+00      0.193102183880E+02      0.193102183880E+02      0.193102183880E+02      0.193102183880E+02
     -0.746746746747E+00      0.191299278985E+02      0.191299278985E+02      0.191299278985E+02      0.191299278985E+02
     -0.742742742743E+00      0.189506108502E+02      0.189506108502E+02      0.189506108502E+02      0.189506108502E+02
     -0.738738738739E+00      0.187807973643E+02      0.187807973643E+02      0.187807973643E+02      0.187807973643E+02
     -0.734734734735E+00      0.186282716119E+02      0.186282716119E+02      0.186282716119E+02      0.186282716119E+02
     -0.730730730731E+00      0.184997442530E+02      0.184997442530E+02      0.184997442530E+02      0.184997442530E+02
     -0.726726726727E+00      0.184006380336E+02      0.184006380336E+02      0.184006380336E+02      0.184006380336E+02
     -0.722722722723E+00      0.183350343490E+02      0.183350343490E+02      0.183350343490E+02      0.183350343490E+02
     -0.718718718719E+00      0.183057942742E+02      0.183057942742E+02      0.183057942742E+02      0.183057942742E+02
     -0.714714714715E+00      0.183148339084E+02      0.183148339084E+02      0.183148339084E+02      0.183148339084E+02
     -0.710710710711E+00      0.183635063274E+02      0.183635063274E+02      0.183635063274E+02      0.183635063274E+02
     -0.706706706707E+00      0.184530218153E+02      0.184530218153E+02      0.184530218153E+02      0.184530218153E+02
     -0.702702702703E+00      0.185848230915E+02      0.185848230915E+02      0.185848230915E+02      0.185848230915E+02
     -0.698698698699E+00      0.187608235332E+02      0.187608235332E+02      0.187608235332E+02      0.187608235332E+02
     -0.694694694695E+00      0.189834190193E+02      0.189834190193E+02      0.189834190193E+02      0.189834190193E+02
     -0.690690690691E+00      0.192552064621E+02      0.192552064621E+02      0.192552064621E+02      0.192552064621E+02
     -0.686686686687E+00      0.195783909968E+02      0.195783909968E+02      0.195783909968E+02      0.195783909968E+02
     -0.682682682683E+00      0.199539370978E+02      0.199539370978E+02      0.199539370978E+02      0.199539370978E+02
     -0.678678678679E+00      0.203806016332E+02      0.203806016332E+02      0.203806016332E+02      0.203806016332E+02
     -0.674674674675E+00      0.208540534171E+02      0.208540534171E+02      0.208540534171E+02      0.208540534171E+02
     -0.670670670671E+00      0.213663069578E+02      0.213663069578E+02      0.213663069578E+02      0.213663069578E+02
     -0.666666666667E+00      0.219056609560E+02      0.219056609560E+02      0.219056609560E+02      0.219056609560E+02
     -0.662662662663E+00      0.224572368939E+02      0.224572368939E+02      0.224572368939E+02      0.224572368939E+02
     -0.658658658659E+00      0.230040818708E+02      0.230040818708E+02      0.230040818708E+02      0.230040818708E+02
     -0.654654654655E+00      0.235286674386E+02      0.235286674386E+02      0.235286674386E+02      0.235286674386E+02
     -0.650650650651E+00      0.240145187264E+02      0.240145187264E+02      0.240145187264E+02      0.240145187264E+02
     -0.646646646647E+00      0.244476728128E+02      0.244476728128E+02      0.244476728128E+02      0.244476728128E+02
     -0.642642642643E+00      0.248177037725E+02      0.248177037725E+02      0.248177037725E+02      0.248177037725E+02
     -0.638638638639E+00      0.251181575205E+02      0.251181575205E+02      0.251181575205E+02      0.251181575205E+02
     -0.634634634635E+00      0.253463880808E+02      0.253463880808E+02      0.253463880808E+02      0.253463880808E+02
     -0.630630630631E+00      0.255029396127E+02      0.255029396127E+02      0.255029396127E+02      0.255029396127E+02
     -0.626626626627E+00      0.255907310219E+02      0.255907310219E+02      0.255907310219E+02      0.255907310219E+02
     -0.622622622623E+00      0.256143349716E+02      0.256143349716E+02      0.256143349716E+02      0.256143349716E+02
     -0.618618618619E+00      0.255795847539E+02      0.255795847539E+02      0.255795847539E+02      0.255795847539E+02
     -0.614614614615E+00      0.254936055558E+02      0.254936055558E+02      0.254936055558E+02      0.254936055558E+02
     -0.610610610611E+00      0.253651949865E+02      0.253651949865E+02      0.253651949865E+02      0.253651949865E+02
     -0.606606606607E+00      0.252053304089E+02      0.252053304089E+02      0.252053304089E+02      0.252053304089E+02
     -0.602602602603E+00      0.250275109122E+02      0.250275109122E+02      0.250275109122E+02      0.250275109122E+02
     -0.598598598599E+00      0.248476767173E+02      0.248476767173E+02      0.248476767173E+02      0.248476767173E+02
     -0.594594594595E+00      0.246835780309E+02      0.246835780309E+02      0.246835780309E+02      0.246835780309E+02
     -0.590590590591E+00      0.245536435667E+02      0.245536435667E+02      0.245536435667E+02      0.245536435667E+02
     -0.586586586587E+00      0.244755622703E+02      0.244755622703E+02      0.244755622703E+02      0.244755622703E+02
     -0.582582582583E+00      0.244648819645E+02      0.244648819645E+02      0.244648819645E+02      0.244648819645E+02
     -0.578578578579E+00      0.245339155132E+02      0.245339155132E+02      0.245339155132E+02      0.245339155132E+02
     -0.574574574575E+00      0.246911376023E+02      0.246911376023E+02      0.246911376023E+02      0.246911376023E+02
     -0.570570570571E+00      0.249410963611E+02      0.249410963611E+02      0.249410963611E+02      0.249410963611E+02
     -0.566566566567E+00      0.252847126438E+02      0.252847126438E+02      0.252847126438E+02      0.252847126438E+02
     -0.562562562563E+00      0.257197477372E+02      0.257197477372E+02      0.257197477372E+02      0.257197477372E+02
     -0.558558558559E+00      0.262412145187E+02      0.262412145187E+02      0.262412145187E+02      0.262412145187E+02
     -0.554554554555E+00      0.268415825171E+02      0.268415825171E+02      0.268415825171E+02      0.268415825171E+02
     -0.550550550551E+00      0.275107513621E+02      0.275107513621E+02      0.275107513621E+02      0.275107513621E+02
     -0.546546546547E+00      0.282358932289E+02      0.282358932289E+02      0.282358932289E+02      0.282358932289E+02
     -0.542542542543E+00      0.290013495444E+02      0.290013495444E+02      0.290013495444E+02      0.290013495444E+02
     -0.538538538539E+00      0.297887842262E+02      0.297887842262E+02      0.297887842262E+02      0.297887842262E+02
     -0.534534534535E+00      0.305777432009E+02      0.305777432009E+02      0.305777432009E+02      0.305777432009E+02
     -0.530530530531E+00      0.313466681519E+02      0.313466681519E+02      0.313466681519E+02      0.313466681519E+02
     -0.526526526527E+00      0.320742943240E+02      0.320742943240E+02      0.320742943240E+02      0.320742943240E+02
     -0.522522522523E+00      0.327412615169E+02      0.327412615169E+02      0.327412615169E+02      0.327412615169E+02
     -0.518518518519E+00      0.333317088579E+02      0.333317088579E+02      0.333317088579E+02      0.333317088579E+02
     -0.514514514515E+00      0.338346183746E+02      0.338346183746E+02      0.338346183746E+02      0.338346183746E+02
     -0.510510510511E+00      0.342447165863E+02      0.342447165863E+02      0.342447165863E+02      0.342447165863E+02
     -0.506506506507E+00      0.345628233086E+02      0.345628233086E+02      0.345628233086E+02      0.345628233086E+02
     -0.502502502503E+00      0.347956325646E+02      0.347956325646E+02      0.347956325646E+02      0.347956325646E+02
     -0.498498498498E+00      0.349550006720E+02      0.349550006720E+02      0.349550006720E+02      0.349550006720E+02
     -0.494494494494E+00      0.350568829819E+02      0.350568829819E+02      0.350568829819E+02      0.350568829819E+02
     -0.490490490490E+00      0.351200914054E+02      0.351200914054E+02      0.351200914054E+02      0.351200914054E+02
     -0.486486486486E+00      0.351650364178E+02      0.351650364178E+02      0.351650364178E+02      0.351650364178E+02
     -0.482482482482E+00      0.352125760164E+02      0.352125760164E+02      0.352125760164E+02      0.352125760164E+02
     -0.478478478478E+00      0.352830353343E+02      0.352830353343E+02      0.352830353343E+02      0.352830353343E+02
     -0.474474474474E+00      0.353954044983E+02      0.353954044983E+02      0.353954044983E+02      0.353954044983E+02
     -0.470470470470E+00      0.355666872928E+02      0.355666872928E+02      0.355666872928E+02      0.355666872928E+02
     -0.466466466466E+00      0.358113682857E+02      0.358113682857E+02      0.358113682857E+02      0.358113682857E+02
     -0.462462462462E+00      0.361409862759E+02      0.361409862759E+02      0.361409862759E+02      0.361409862759E+02
     -0.458458458458E+00      0.365638299330E+02      0.365638299330E+02      0.365638299330E+02      0.365638299330E+02
     -0.454454454454E+00      0.370847862011E+02      0.370847862011E+02      0.370847862011E+02      0.370847862011E+02
     -0.450450450450E+00      0.377053600390E+02      0.377053600390E+02      0.377053600390E+02      0.377053600390E+02
     -0.446446446446E+00      0.384238479350E+02      0.384238479350E+02      0.384238479350E+02      0.384238479350E+02
     -0.442442442442E+00      0.392356058487E+02      0.392356058487E+02      0.392356058487E+02      0.392356058487E+02
     -0.438438438438E+00      0.401333298024E+02      0.401333298024E+02      0.401333298024E+02      0.401333298024E+02
     -0.434434434434E+00      0.411072820996E+02      0.411072820996E+02      0.411072820996E+02      0.411072820996E+02
     -0.430430430430E+00      0.421454478513E+02      0.421454478513E+02      0.421454478513E+02      0.421454478513E+02
     -0.426426426426E+00      0.432336754089E+02      0.432336754089E+02      0.432336754089E+02      0.432336754089E+02
     -0.422422422422E+00      0.443559099049E+02      0.443559099049E+02      0.443559099049E+02      0.443559099049E+02
     -0.418418418418E+00      0.454946445963E+02      0.454946445963E+02      0.454946445963E+02      0.454946445963E+02
     -0.414414414414E+00      0.466316795106E+02      0.466316795106E+02      0.466316795106E+02      0.466316795106E+02
     -0.410410410410E+00      0.477492010568E+02      0.477492010568E+02      0.477492010568E+02      0.477492010568E+02
     -0.406406406406E+00      0.488311053381E+02      0.488311053381E+02      0.488311053381E+02      0.488311053381E+02
     -0.402402402402E+00      0.498644117774E+02      0.498644117774E+02      0.498644117774E+02      0.498644117774E+02
     -0.398398398398E+00      0.508405750398E+02      0.508405750398E+02      0.508405750398E+02      0.508405750398E+02
     -0.394394394394E+00      0.517565105322E+02      0.517565105322E+02      0.517565105322E+02      0.517565105322E+02
     -0.390390390390E+00      0.526151952780E+02      0.526151952780E+02      0.526151952780E+02      0.526151952780E+02
     -0.386386386386E+00      0.534257744642E+02      0.534257744642E+02      0.534257744642E+02      0.534257744642E+02
     -0.382382382382E+00      0.542031739888E+02      0.542031739888E+02      0.542031739888E+02      0.542031739888E+02
     -0.378378378378E+00      0.549672744782E+02      0.549672744782E+02      0.549672744782E+02      0.549672744782E+02
     -0.374374374374E+00      0.557417346734E+02      0.557417346734E+02      0.557417346734E+02      0.557417346734E+02
     -0.370370370370E+00      0.565525634939E+02      0.565525634939E+02      0.565525634939E+02      0.565525634939E+02
     -0.366366366366E+00      0.574265388967E+02      0.574265388967E+02      0.574265388967E+02      0.574265388967E+02
     -0.362362362362E+00      0.583895681926E+02      0.583895681926E+02      0.583895681926E+02      0.583895681926E+02
     -0.358358358358E+00      0.594650859456E+02      0.594650859456E+02      0.594650859456E+02      0.594650859456E+02
     -0.354354354354E+00      0.606725928537E+02      0.606725928537E+02      0.606725928537E+02      0.606725928537E+02
     -0.350350350350E+00      0.620264465752E+02      0.620264465752E+02      0.620264465752E+02      0.620264465752E+02
     -0.346346346346E+00      0.635350145083E+02      0.635350145083E+02      0.635350145083E+02      0.635350145083E+02
     -0.342342342342E+00      0.652002816871E+02      0.652002816871E+02      0.652002816871E+02      0.652002816871E+02
     -0.338338338338E+00      0.670179724161E+02      0.670179724161E+02      0.670179724161E+02      0.670179724161E+02
     -0.334334334334E+00      0.689781967706E+02      0.689781967706E+02      0.689781967706E+02      0.689781967706E+02
     -0.330330330330E+00      0.710665815785E+02      0.710665815785E+02      0.710665815785E+02      0.710665815785E+02
     -0.326326326326E+00      0.732657987274E+02      0.732657987274E+02      0.732657987274E+02      0.732657987274E+02
     -0.322322322322E+00      0.755573669882E+02      0.755573669882E+02      0.755573669882E+02      0.755573669882E+02
     -0.318318318318E+00      0.779235785302E+02      0.779235785302E+02      0.779235785302E+02      0.779235785302E+02
     -0.314314314314E+00      0.803493877907E+02      0.803493877907E+02      0.803493877907E+02      0.803493877907E+02
     -0.310310310310E+00      0.828240991003E+02      0.828240991003E+02      0.828240991003E+02      0.828240991003E+02
     -0.306306306306E+00      0.853427026507E+02      0.853427026507E+02      0.853427026507E+02      0.853427026507E+02
     -0.302302302302E+00      0.879067378743E+02      0.879067378743E+02      0.879067378743E+02      0.879067378743E+02
     -0.298298298298E+00      0.905246077595E+02      0.905246077595E+02      0.905246077595E+02      0.905246077595E+02
     -0.294294294294E+00      0.932113215335E+02      0.932113215335E+02      0.932113215335E+02      0.932113215335E+02
     -0.290290290290E+00      0.959876984596E+02      0.959876984596E+02      0.959876984596E+02      0.959876984596E+02
     -0.286286286286E+00      0.988791151612E+02      0.988791151612E+02      0.988791151612E+02      0.988791151612E+02
     -0.282282282282E+00      0.101913919190E+03      0.101913919190E+03      0.101913919190E+03      0.101913919190E+03
     -0.278278278278E+00      0.105121661563E+03      0.105121661563E+03      0.105121661563E+03      0.105121661563E+03
     -0.274274274274E+00      0.108531319596E+03      0.108531319596E+03      0.108531319596E+03      0.108531319596E+03
     -0.270270270270E+00      0.112169685088E+03      0.112169685088E+03      0.112169685088E+03      0.112169685088E+03
     -0.266266266266E+00      0.116060076637E+03      0.116060076637E+03      0.116060076637E+03      0.116060076637E+03
     -0.262262262262E+00      0.120221496150E+03      0.120221496150E+03      0.120221496150E+03      0.120221496150E+03
     -0.258258258258E+00      0.124668291676E+03      0.124668291676E+03      0.124668291676E+03      0.124668291676E+03
     -0.254254254254E+00      0.129410321909E+03      0.129410321909E+03      0.129410321909E+03      0.129410321909E+03
     -0.250250250250E+00      0.134453554810E+03      0.134453554810E+03      0.134453554810E+03      0.134453554810E+03
     -0.246246246246E+00      0.139800984770E+03      0.139800984770E+03      0.139800984770E+03      0.139800984770E+03
     -0.242242242242E+00      0.145453724601E+03      0.145453724601E+03      0.145453724601E+03      0.145453724601E+03
     -0.238238238238E+00      0.151412120072E+03      0.151412120072E+03      0.151412120072E+03      0.151412120072E+03
     -0.234234234234E+00      0.157676742648E+03      0.157676742648E+03      0.157676742648E+03      0.157676742648E+03
     -0.230230230230E+00      0.164249138018E+03      0.164249138018E+03      0.164249138018E+03      0.164249138018E+03
     -0.226226226226E+00      0.171132242278E+03      0.171132242278E+03      0.171132242278E+03      0.171132242278E+03
     -0.222222222222E+00      0.178330422998E+03      0.178330422998E+03      0.178330422998E+03      0.178330422998E+03
     -0.218218218218E+00      0.185849154834E+03      0.185849154834E+03      0.185849154834E+03      0.185849154834E+03
     -0.214214214214E+00      0.193694391686E+03      0.193694391686E+03      0.193694391686E+03      0.193694391686E+03
     -0.210210210210E+00      0.201871740038E+03      0.201871740038E+03      0.201871740038E+03      0.201871740038E+03
     -0.206206206206E+00      0.210385562272E+03      0.210385562272E+03      0.210385562272E+03      0.210385562272E+03
     -0.202202202202E+00      0.219238139573E+03      0.219238139573E+03      0.219238139573E+03      0.219238139573E+03
     -0.198198198198E+00      0.228429002686E+03      0.228429002686E+03      0.228429002686E+03      0.228429002686E+03
     -0.194194194194E+00      0.237954501915E+03      0.237954501915E+03      0.237954501915E+03      0.237954501915E+03
     -0.190190190190E+00      0.247807644744E+03      0.247807644744E+03      0.247807644744E+03      0.247807644744E+03
     -0.186186186186E+00      0.257978189781E+03      0.257978189781E+03      0.257978189781E+03      0.257978189781E+03
     -0.182182182182E+00      0.268452955889E+03      0.268452955889E+03      0.268452955889E+03      0.268452955889E+03
     -0.178178178178E+00      0.279216288208E+03      0.279216288208E+03      0.279216288208E+03      0.279216288208E+03
     -0.174174174174E+00      0.290250617708E+03      0.290250617708E+03      0.290250617708E+03      0.290250617708E+03
     -0.170170170170E+00      0.301537055274E+03      0.301537055274E+03      0.301537055274E+03      0.301537055274E+03
     -0.166166166166E+00      0.313055971525E+03      0.313055971525E+03      0.313055971525E+03      0.313055971525E+03
     -0.162162162162E+00      0.324787526430E+03      0.324787526430E+03      0.324787526430E+03      0.324787526430E+03
     -0.158158158158E+00      0.336712125749E+03      0.336712125749E+03      0.336712125749E+03      0.336712125749E+03
     -0.154154154154E+00      0.348810792798E+03      0.348810792798E+03      0.348810792798E+03      0.348810792798E+03
     -0.150150150150E+00      0.361065453286E+03      0.361065453286E+03      0.361065453286E+03      0.361065453286E+03
     -0.146146146146E+00      0.373459137622E+03      0.373459137622E+03      0.373459137622E+03      0.373459137622E+03
     -0.142142142142E+00      0.385976109487E+03      0.385976109487E+03      0.385976109487E+03      0.385976109487E+03
     -0.138138138138E+00      0.398601931740E+03      0.398601931740E+03      0.398601931740E+03      0.398601931740E+03
     -0.134134134134E+00      0.411323481558E+03      0.411323481558E+03      0.411323481558E+03      0.411323481558E+03
     -0.130130130130E+00      0.424128926311E+03      0.424128926311E+03      0.424128926311E+03      0.424128926311E+03
     -0.126126126126E+00      0.437007670679E+03      0.437007670679E+03      0.437007670679E+03      0.437007670679E+03
     -0.122122122122E+00      0.449950284009E+03      0.449950284009E+03      0.449950284009E+03      0.449950284009E+03
     -0.118118118118E+00      0.462948415375E+03      0.462948415375E+03      0.462948415375E+03      0.462948415375E+03
     -0.114114114114E+00      0.475994702222E+03      0.475994702222E+03      0.475994702222E+03      0.475994702222E+03
     -0.110110110110E+00      0.489082677031E+03      0.489082677031E+03      0.489082677031E+03      0.489082677031E+03
     -0.106106106106E+00      0.502206675229E+03      0.502206675229E+03      0.502206675229E+03      0.502206675229E+03
     -0.102102102102E+00      0.515361746469E+03      0.515361746469E+03      0.515361746469E+03      0.515361746469E+03
     -0.980980980981E-01      0.528543570602E+03      0.528543570602E+03      0.528543570602E+03      0.528543570602E+03
     -0.940940940941E-01      0.541748378910E+03      0.541748378910E+03      0.541748378910E+03      0.541748378910E+03
     -0.900900900901E-01      0.554972880642E+03      0.554972880642E+03      0.554972880642E+03      0.554972880642E+03
     -0.860860860861E-01      0.568214194428E+03      0.568214194428E+03      0.568214194428E+03      0.568214194428E+03
     -0.820820820821E-01      0.581469783710E+03      0.581469783710E+03      0.581469783710E+03      0.581469783710E+03
     -0.780780780781E-01      0.594737394972E+03      0.594737394972E+03      0.594737394972E+03      0.594737394972E+03
     -0.740740740741E-01      0.608014997116E+03      0.608014997116E+03      0.608014997116E+03      0.608014997116E+03
     -0.700700700701E-01      0.621300719841E+03      0.621300719841E+03      0.621300719841E+03      0.621300719841E+03
     -0.660660660661E-01      0.634592788284E+03      0.634592788284E+03      0.634592788284E+03      0.634592788284E+03
     -0.620620620621E-01      0.647889450339E+03      0.647889450339E+03      0.647889450339E+03      0.647889450339E+03
     -0.580580580581E-01      0.661188892012E+03      0.661188892012E+03      0.661188892012E+03      0.661188892012E+03
     -0.540540540541E-01      0.674489134645E+03      0.674489134645E+03      0.674489134645E+03      0.674489134645E+03
     -0.500500500501E-01      0.687787905826E+03      0.687787905826E+03      0.687787905826E+03      0.687787905826E+03
     -0.460460460460E-01      0.701082473004E+03      0.701082473004E+03      0.701082473004E+03      0.701082473004E+03
     -0.420420420420E-01      0.714369425046E+03      0.714369425046E+03      0.714369425046E+03      0.714369425046E+03
     -0.380380380380E-01      0.727644381739E+03      0.727644381739E+03      0.727644381739E+03      0.727644381739E+03
     -0.340340340340E-01      0.740901604239E+03      0.740901604239E+03      0.740901604239E+03      0.740901604239E+03
     -0.300300300300E-01      0.754133469780E+03      0.754133469780E+03      0.754133469780E+03      0.754133469780E+03
     -0.260260260260E-01      0.767329760966E+03      0.767329760966E+03      0.767329760966E+03      0.767329760966E+03
     -0.220220220220E-01      0.780476702261E+03      0.780476702261E+03      0.780476702261E+03      0.780476702261E+03
     -0.180180180180E-01      0.793555652408E+03      0.793555652408E+03      0.793555652408E+03      0.793555652408E+03
     -0.140140140140E-01      0.806541329412E+03      0.806541329412E+03      0.806541329412E+03      0.806541329412E+03
     -0.100100100100E-01      0.819399401676E+03      0.819399401676E+03      0.819399401676E+03      0.819399401676E+03
     -0.600600600601E-02      0.832083221750E+03      0.832083221750E+03      0.832083221750E+03      0.832083221750E+03
     -0.200200200200E-02      0.844529403920E+03      0.844529403920E+03      0.844529403920E+03      0.844529403920E+03
      0.200200200200E-02      0.856651849364E+03      0.856651849364E+03      0.856651849364E+03      0.856651849364E+03
      0.600600600601E-02      0.868333698883E+03      0.868333698883E+03      0.868333698883E+03      0.868333698883E+03
      0.100100100100E-01      0.879416541344E+03      0.879416541344E+03      0.879416541344E+03      0.879416541344E+03
      0.140140140140E-01      0.889686029660E+03      0.889686029660E+03      0.889686029660E+03      0.889686029660E+03
      0.180180180180E-01      0.898852870917E+03      0.898852870917E+03      0.898852870917E+03      0.898852870917E+03
      0.220220220220E-01      0.906528003418E+03      0.906528003418E+03      0.906528003418E+03      0.906528003418E+03
      0.260260260260E-01      0.912190736698E+03      0.912190736698E+03      0.912190736697E+03      0.912190736697E+03
      0.300300300300E-01      0.915148877738E+03      0.915148877738E+03      0.915148877738E+03      0.915148877738E+03
      0.340340340340E-01      0.914490697184E+03      0.914490697184E+03      0.914490697184E+03      0.914490697184E+03
      0.380380380380E-01      0.909030501118E+03      0.909030501118E+03      0.909030501118E+03      0.909030501118E+03
      0.420420420420E-01      0.897253314981E+03      0.897253314981E+03      0.897253314981E+03      0.897253314981E+03
      0.460460460460E-01      0.877270706622E+03      0.877270706622E+03      0.877270706622E+03      0.877270706622E+03
      0.500500500501E-01      0.846809884785E+03      0.846809884785E+03      0.846809884785E+03      0.846809884785E+03
      0.540540540541E-01      0.803271584122E+03      0.803271584122E+03      0.803271584122E+03      0.803271584122E+03
      0.580580580581E-01      0.743905390826E+03      0.743905390826E+03      0.743905390826E+03      0.743905390826E+03
      0.620620620621E-01      0.666154464970E+03      0.666154464970E+03      0.666154464970E+03      0.666154464970E+03
      0.660660660661E-01      0.568197685426E+03      0.568197685426E+03      0.568197685426E+03      0.568197685426E+03
      0.700700700701E-01      0.449646399543E+03      0.449646399543E+03      0.449646399543E+03      0.449646399543E+03
      0.740740740741E-01      0.312233404766E+03      0.312233404766E+03      0.312233404766E+03      0.312233404766E+03
      0.780780780781E-01      0.160210785329E+03      0.160210785329E+03      0.160210785329E+03      0.160210785329E+03
      0.820820820821E-01      0.155132623251E+00      0.155132623251E+00      0.155132623252E+00      0.155132623251E+00
      0.860860860861E-01     -0.159941609466E+03     -0.159941609466E+03     -0.159941609466E+03     -0.159941609466E+03
      0.900900900901E-01     -0.312080032456E+03     -0.312080032456E+03     -0.312080032456E+03     -0.312080032456E+03
      0.940940940941E-01     -0.449663885933E+03     -0.449663885933E+03     -0.449663885933E+03     -0.449663885933E+03
      0.980980980981E-01     -0.568415827328E+03     -0.568415827328E+03     -0.568415827328E+03     -0.568415827328E+03
      0.102102102102E+00     -0.666579167987E+03     -0.666579167987E+03     -0.666579167987E+03     -0.666579167987E+03
      0.106106106106E+00     -0.744524573135E+03     -0.744524573135E+03     -0.744524573135E+03     -0.744524573135E+03
      0.110110110110E+00     -0.804062447141E+03     -0.804062447141E+03     -0.804062447141E+03     -0.804062447141E+03
      0.114114114114E+00     -0.847745253846E+03     -0.847745253846E+03     -0.847745253846E+03     -0.847745253846E+03
      0.118118118118E+00     -0.878323466861E+03     -0.878323466861E+03     -0.878323466861E+03     -0.878323466861E+03
