             #Energy(eV)                XX(uV/K)                YY(uV/K)                ZZ(uV/K)           Average(uV/K)
      0.113513513514E+01     -0.166931094657E+02     -0.166931094657E+02     -0.166931094657E+02     -0.166931094657E+02
      0.113913913914E+01     -0.160848937517E+02     -0.160848937517E+02     -0.160848937517E+02     -0.160848937517E+02
      0.114314314314E+01     -0.154449090944E+02     -0.154449090944E+02     -0.154449090944E+02     -0.154449090944E+02
      0.114714714715E+01     -0.147878257532E+02     -0.147878257532E+02     -0.147878257532E+02     -0.147878257532E+02
      0.115115115115E+01     -0.141290767782E+02     -0.141290767782E+02     -0.141290767782E+02     -0.141290767782E+02
      0.115515515516E+01     -0.134847463390E+02     -0.134847463390E+02     -0.134847463390E+02     -0.134847463390E+02
      0.115915915916E+01     -0.128712059434E+02     -0.128712059434E+02     -0.128712059434E+02     -0.128712059434E+02
      0.116316316316E+01     -0.123044512772E+02     -0.123044512772E+02     -0.123044512772E+02     -0.123044512772E+02
      0.116716716717E+01     -0.117991865856E+02     -0.117991865856E+02     -0.117991865856E+02     -0.117991865856E+02
      0.117117117117E+01     -0.113677874234E+02     -0.113677874234E+02     -0.113677874234E+02     -0.113677874234E+02
      0.117517517518E+01     -0.110193256377E+02     -0.110193256377E+02     -0.110193256377E+02     -0.110193256377E+02
      0.117917917918E+01     -0.107588515299E+02     -0.107588515299E+02     -0.107588515299E+02     -0.107588515299E+02
      0.118318318318E+01     -0.105870961293E+02     -0.105870961293E+02     -0.105870961293E+02     -0.105870961293E+02
      0.118718718719E+01     -0.105006882665E+02     -0.105006882665E+02     -0.105006882665E+02     -0.105006882665E+02
      0.119119119119E+01     -0.104928891016E+02     -0.104928891016E+02     -0.104928891016E+02     -0.104928891016E+02
      0.119519519520E+01     -0.105547470669E+02     -0.105547470669E+02     -0.105547470669E+02     -0.105547470669E+02
      0.119919919920E+01     -0.106764873352E+02     -0.106764873352E+02     -0.106764873352E+02     -0.106764873352E+02
      0.120320320320E+01     -0.108488909600E+02     -0.108488909600E+02     -0.108488909600E+02     -0.108488909600E+02
      0.120720720721E+01     -0.110644058327E+02     -0.110644058327E+02     -0.110644058327E+02     -0.110644058327E+02
      0.121121121121E+01     -0.113177727122E+02     -0.113177727122E+02     -0.113177727122E+02     -0.113177727122E+02
      0.121521521522E+01     -0.116060405874E+02     -0.116060405874E+02     -0.116060405874E+02     -0.116060405874E+02
      0.121921921922E+01     -0.119279687531E+02     -0.119279687531E+02     -0.119279687531E+02     -0.119279687531E+02
      0.122322322322E+01     -0.122829406873E+02     -0.122829406873E+02     -0.122829406873E+02     -0.122829406873E+02
      0.122722722723E+01     -0.126696174988E+02     -0.126696174988E+02     -0.126696174988E+02     -0.126696174988E+02
      0.123123123123E+01     -0.130846133085E+02     -0.130846133085E+02     -0.130846133085E+02     -0.130846133085E+02
      0.123523523524E+01     -0.135214708031E+02     -0.135214708031E+02     -0.135214708031E+02     -0.135214708031E+02
      0.123923923924E+01     -0.139701557627E+02     -0.139701557627E+02     -0.139701557627E+02     -0.139701557627E+02
      0.124324324324E+01     -0.144171895334E+02     -0.144171895334E+02     -0.144171895334E+02     -0.144171895334E+02
      0.124724724725E+01     -0.148464197998E+02     -0.148464197998E+02     -0.148464197998E+02     -0.148464197998E+02
      0.125125125125E+01     -0.152403156923E+02     -0.152403156923E+02     -0.152403156923E+02     -0.152403156923E+02
      0.125525525526E+01     -0.155815833859E+02     -0.155815833859E+02     -0.155815833859E+02     -0.155815833859E+02
      0.125925925926E+01     -0.158548470897E+02     -0.158548470897E+02     -0.158548470897E+02     -0.158548470897E+02
      0.126326326326E+01     -0.160481343667E+02     -0.160481343667E+02     -0.160481343667E+02     -0.160481343667E+02
      0.126726726727E+01     -0.161539428095E+02     -0.161539428095E+02     -0.161539428095E+02     -0.161539428095E+02
      0.127127127127E+01     -0.161697388014E+02     -0.161697388014E+02     -0.161697388014E+02     -0.161697388014E+02
      0.127527527528E+01     -0.160978344072E+02     -0.160978344072E+02     -0.160978344072E+02     -0.160978344072E+02
      0.127927927928E+01     -0.159446884122E+02     -0.159446884122E+02     -0.159446884122E+02     -0.159446884122E+02
      0.128328328328E+01     -0.157197654547E+02     -0.157197654547E+02     -0.157197654547E+02     -0.157197654547E+02
      0.128728728729E+01     -0.154341497263E+02     -0.154341497263E+02     -0.154341497263E+02     -0.154341497263E+02
      0.129129129129E+01     -0.150991387148E+02     -0.150991387148E+02     -0.150991387148E+02     -0.150991387148E+02
      0.129529529530E+01     -0.147250353390E+02     -0.147250353390E+02     -0.147250353390E+02     -0.147250353390E+02
      0.129929929930E+01     -0.143203156174E+02     -0.143203156174E+02     -0.143203156174E+02     -0.143203156174E+02
      0.130330330330E+01     -0.138912796160E+02     -0.138912796160E+02     -0.138912796160E+02     -0.138912796160E+02
      0.130730730731E+01     -0.134422056449E+02     -0.134422056449E+02     -0.134422056449E+02     -0.134422056449E+02
      0.131131131131E+01     -0.129759356799E+02     -0.129759356799E+02     -0.129759356799E+02     -0.129759356799E+02
      0.131531531532E+01     -0.124947415528E+02     -0.124947415528E+02     -0.124947415528E+02     -0.124947415528E+02
      0.131931931932E+01     -0.120012745143E+02     -0.120012745143E+02     -0.120012745143E+02     -0.120012745143E+02
      0.132332332332E+01     -0.114993976377E+02     -0.114993976377E+02     -0.114993976377E+02     -0.114993976377E+02
      0.132732732733E+01     -0.109947421939E+02     -0.109947421939E+02     -0.109947421939E+02     -0.109947421939E+02
      0.133133133133E+01     -0.104949030602E+02     -0.104949030602E+02     -0.104949030602E+02     -0.104949030602E+02
      0.133533533534E+01     -0.100092718290E+02     -0.100092718290E+02     -0.100092718290E+02     -0.100092718290E+02
      0.133933933934E+01     -0.954857512970E+01     -0.954857512970E+01     -0.954857512970E+01     -0.954857512970E+01
      0.134334334334E+01     -0.912422302552E+01     -0.912422302552E+01     -0.912422302552E+01     -0.912422302552E+01
      0.134734734735E+01     -0.874757526658E+01     -0.874757526658E+01     -0.874757526658E+01     -0.874757526658E+01
      0.135135135135E+01     -0.842921220658E+01     -0.842921220658E+01     -0.842921220658E+01     -0.842921220658E+01
      0.135535535536E+01     -0.817826980543E+01     -0.817826980543E+01     -0.817826980543E+01     -0.817826980543E+01
      0.135935935936E+01     -0.800187928016E+01     -0.800187928016E+01     -0.800187928016E+01     -0.800187928016E+01
      0.136336336336E+01     -0.790474675092E+01     -0.790474675092E+01     -0.790474675092E+01     -0.790474675092E+01
      0.136736736737E+01     -0.788891053826E+01     -0.788891053826E+01     -0.788891053826E+01     -0.788891053826E+01
      0.137137137137E+01     -0.795371125624E+01     -0.795371125624E+01     -0.795371125624E+01     -0.795371125624E+01
      0.137537537538E+01     -0.809599216598E+01     -0.809599216598E+01     -0.809599216598E+01     -0.809599216598E+01
      0.137937937938E+01     -0.831051265022E+01     -0.831051265022E+01     -0.831051265022E+01     -0.831051265022E+01
      0.138338338338E+01     -0.859051438490E+01     -0.859051438490E+01     -0.859051438490E+01     -0.859051438490E+01
      0.138738738739E+01     -0.892834210726E+01     -0.892834210726E+01     -0.892834210726E+01     -0.892834210726E+01
      0.139139139139E+01     -0.931600267465E+01     -0.931600267465E+01     -0.931600267465E+01     -0.931600267465E+01
      0.139539539540E+01     -0.974555544093E+01     -0.974555544093E+01     -0.974555544093E+01     -0.974555544093E+01
      0.139939939940E+01     -0.102092638894E+02     -0.102092638894E+02     -0.102092638894E+02     -0.102092638894E+02
      0.140340340340E+01     -0.106994955969E+02     -0.106994955969E+02     -0.106994955969E+02     -0.106994955969E+02
      0.140740740741E+01     -0.112084222147E+02     -0.112084222147E+02     -0.112084222147E+02     -0.112084222147E+02
      0.141141141141E+01     -0.117276274949E+02     -0.117276274949E+02     -0.117276274949E+02     -0.117276274949E+02
      0.141541541542E+01     -0.122477636682E+02     -0.122477636682E+02     -0.122477636682E+02     -0.122477636682E+02
      0.141941941942E+01     -0.127583929306E+02     -0.127583929306E+02     -0.127583929306E+02     -0.127583929306E+02
      0.142342342342E+01     -0.132481084066E+02     -0.132481084066E+02     -0.132481084066E+02     -0.132481084066E+02
      0.142742742743E+01     -0.137049568070E+02     -0.137049568070E+02     -0.137049568070E+02     -0.137049568070E+02
      0.143143143143E+01     -0.141171034706E+02     -0.141171034706E+02     -0.141171034706E+02     -0.141171034706E+02
      0.143543543544E+01     -0.144736151160E+02     -0.144736151160E+02     -0.144736151160E+02     -0.144736151160E+02
      0.143943943944E+01     -0.147652074775E+02     -0.147652074775E+02     -0.147652074775E+02     -0.147652074775E+02
      0.144344344344E+01     -0.149848217584E+02     -0.149848217584E+02     -0.149848217584E+02     -0.149848217584E+02
      0.144744744745E+01     -0.151279466692E+02     -0.151279466692E+02     -0.151279466692E+02     -0.151279466692E+02
      0.145145145145E+01     -0.151926705506E+02     -0.151926705506E+02     -0.151926705506E+02     -0.151926705506E+02
      0.145545545546E+01     -0.151795068841E+02     -0.151795068841E+02     -0.151795068841E+02     -0.151795068841E+02
      0.145945945946E+01     -0.150910698073E+02     -0.150910698073E+02     -0.150910698073E+02     -0.150910698073E+02
      0.146346346346E+01     -0.149316803584E+02     -0.149316803584E+02     -0.149316803584E+02     -0.149316803584E+02
      0.146746746747E+01     -0.147069670903E+02     -0.147069670903E+02     -0.147069670903E+02     -0.147069670903E+02
      0.147147147147E+01     -0.144235000925E+02     -0.144235000925E+02     -0.144235000925E+02     -0.144235000925E+02
      0.147547547548E+01     -0.140884773274E+02     -0.140884773274E+02     -0.140884773274E+02     -0.140884773274E+02
      0.147947947948E+01     -0.137094719693E+02     -0.137094719693E+02     -0.137094719693E+02     -0.137094719693E+02
      0.148348348348E+01     -0.132942473685E+02     -0.132942473685E+02     -0.132942473685E+02     -0.132942473685E+02
      0.148748748749E+01     -0.128506462452E+02     -0.128506462452E+02     -0.128506462452E+02     -0.128506462452E+02
      0.149149149149E+01     -0.123865564164E+02     -0.123865564164E+02     -0.123865564164E+02     -0.123865564164E+02
      0.149549549550E+01     -0.119099436211E+02     -0.119099436211E+02     -0.119099436211E+02     -0.119099436211E+02
      0.149949949950E+01     -0.114289242592E+02     -0.114289242592E+02     -0.114289242592E+02     -0.114289242592E+02
      0.150350350350E+01     -0.109518325574E+02     -0.109518325574E+02     -0.109518325574E+02     -0.109518325574E+02
      0.150750750751E+01     -0.104872252822E+02     -0.104872252822E+02     -0.104872252822E+02     -0.104872252822E+02
      0.151151151151E+01     -0.100437693381E+02     -0.100437693381E+02     -0.100437693381E+02     -0.100437693381E+02
      0.151551551552E+01     -0.962997677784E+01     -0.962997677784E+01     -0.962997677784E+01     -0.962997677784E+01
      0.151951951952E+01     -0.925378620524E+01     -0.925378620524E+01     -0.925378620524E+01     -0.925378620524E+01
      0.152352352352E+01     -0.892203236196E+01     -0.892203236196E+01     -0.892203236196E+01     -0.892203236196E+01
      0.152752752753E+01     -0.863988626112E+01     -0.863988626112E+01     -0.863988626112E+01     -0.863988626112E+01
      0.153153153153E+01     -0.841037504243E+01     -0.841037504243E+01     -0.841037504243E+01     -0.841037504243E+01
      0.153553553554E+01     -0.823409453826E+01     -0.823409453826E+01     -0.823409453826E+01     -0.823409453826E+01
      0.153953953954E+01     -0.810920422768E+01     -0.810920422768E+01     -0.810920422768E+01     -0.810920422768E+01
      0.154354354354E+01     -0.803174648649E+01     -0.803174648649E+01     -0.803174648649E+01     -0.803174648649E+01
      0.154754754755E+01     -0.799626935409E+01     -0.799626935409E+01     -0.799626935410E+01     -0.799626935409E+01
      0.155155155155E+01     -0.799666894294E+01     -0.799666894294E+01     -0.799666894294E+01     -0.799666894294E+01
      0.155555555556E+01     -0.802711984408E+01     -0.802711984408E+01     -0.802711984408E+01     -0.802711984408E+01
      0.155955955956E+01     -0.808294167082E+01     -0.808294167082E+01     -0.808294167082E+01     -0.808294167082E+01
      0.156356356356E+01     -0.816126193504E+01     -0.816126193504E+01     -0.816126193504E+01     -0.816126193504E+01
      0.156756756757E+01     -0.826137537549E+01     -0.826137537549E+01     -0.826137537549E+01     -0.826137537549E+01
      0.157157157157E+01     -0.838475594671E+01     -0.838475594671E+01     -0.838475594671E+01     -0.838475594671E+01
      0.157557557558E+01     -0.853473529138E+01     -0.853473529138E+01     -0.853473529138E+01     -0.853473529138E+01
      0.157957957958E+01     -0.871590799424E+01     -0.871590799424E+01     -0.871590799424E+01     -0.871590799424E+01
      0.158358358358E+01     -0.893335190758E+01     -0.893335190758E+01     -0.893335190758E+01     -0.893335190758E+01
      0.158758758759E+01     -0.919176020564E+01     -0.919176020564E+01     -0.919176020564E+01     -0.919176020564E+01
      0.159159159159E+01     -0.949457462733E+01     -0.949457462733E+01     -0.949457462733E+01     -0.949457462733E+01
      0.159559559560E+01     -0.984319396790E+01     -0.984319396790E+01     -0.984319396790E+01     -0.984319396790E+01
      0.159959959960E+01     -0.102363166355E+02     -0.102363166355E+02     -0.102363166355E+02     -0.102363166355E+02
      0.160360360360E+01     -0.106694674352E+02     -0.106694674352E+02     -0.106694674352E+02     -0.106694674352E+02
      0.160760760761E+01     -0.111347580185E+02     -0.111347580185E+02     -0.111347580185E+02     -0.111347580185E+02
      0.161161161161E+01     -0.116209319991E+02     -0.116209319991E+02     -0.116209319991E+02     -0.116209319991E+02
      0.161561561562E+01     -0.121137385015E+02     -0.121137385015E+02     -0.121137385015E+02     -0.121137385015E+02
      0.161961961962E+01     -0.125966509908E+02     -0.125966509908E+02     -0.125966509908E+02     -0.125966509908E+02
      0.162362362362E+01     -0.130518983923E+02     -0.130518983923E+02     -0.130518983923E+02     -0.130518983923E+02
      0.162762762763E+01     -0.134617119426E+02     -0.134617119426E+02     -0.134617119426E+02     -0.134617119426E+02
      0.163163163163E+01     -0.138096338438E+02     -0.138096338438E+02     -0.138096338438E+02     -0.138096338438E+02
      0.163563563564E+01     -0.140817050724E+02     -0.140817050724E+02     -0.140817050724E+02     -0.140817050724E+02
      0.163963963964E+01     -0.142673639061E+02     -0.142673639061E+02     -0.142673639061E+02     -0.142673639061E+02
      0.164364364364E+01     -0.143599429293E+02     -0.143599429293E+02     -0.143599429293E+02     -0.143599429293E+02
      0.164764764765E+01     -0.143567344706E+02     -0.143567344706E+02     -0.143567344706E+02     -0.143567344706E+02
      0.165165165165E+01     -0.142586785667E+02     -0.142586785667E+02     -0.142586785667E+02     -0.142586785667E+02
      0.165565565566E+01     -0.140697911255E+02     -0.140697911255E+02     -0.140697911255E+02     -0.140697911255E+02
      0.165965965966E+01     -0.137964792938E+02     -0.137964792938E+02     -0.137964792938E+02     -0.137964792938E+02
      0.166366366366E+01     -0.134468838435E+02     -0.134468838435E+02     -0.134468838435E+02     -0.134468838435E+02
      0.166766766767E+01     -0.130303518418E+02     -0.130303518418E+02     -0.130303518418E+02     -0.130303518418E+02
      0.167167167167E+01     -0.125570895559E+02     -0.125570895559E+02     -0.125570895559E+02     -0.125570895559E+02
      0.167567567568E+01     -0.120379894452E+02     -0.120379894452E+02     -0.120379894452E+02     -0.120379894452E+02
      0.167967967968E+01     -0.114845786732E+02     -0.114845786732E+02     -0.114845786732E+02     -0.114845786732E+02
      0.168368368368E+01     -0.109090089464E+02     -0.109090089464E+02     -0.109090089464E+02     -0.109090089464E+02
      0.168768768769E+01     -0.103240030955E+02     -0.103240030955E+02     -0.103240030955E+02     -0.103240030955E+02
      0.169169169169E+01     -0.974269169135E+01     -0.974269169135E+01     -0.974269169135E+01     -0.974269169135E+01
      0.169569569570E+01     -0.917830678683E+01     -0.917830678683E+01     -0.917830678683E+01     -0.917830678683E+01
      0.169969969970E+01     -0.864373939891E+01     -0.864373939891E+01     -0.864373939891E+01     -0.864373939891E+01
      0.170370370370E+01     -0.815100144869E+01     -0.815100144869E+01     -0.815100144869E+01     -0.815100144869E+01
      0.170770770771E+01     -0.771065304293E+01     -0.771065304293E+01     -0.771065304293E+01     -0.771065304293E+01
      0.171171171171E+01     -0.733125919628E+01     -0.733125919628E+01     -0.733125919628E+01     -0.733125919628E+01
      0.171571571572E+01     -0.701892958641E+01     -0.701892958641E+01     -0.701892958641E+01     -0.701892958641E+01
      0.171971971972E+01     -0.677697830501E+01     -0.677697830501E+01     -0.677697830501E+01     -0.677697830501E+01
      0.172372372372E+01     -0.660572604652E+01     -0.660572604652E+01     -0.660572604652E+01     -0.660572604652E+01
      0.172772772773E+01     -0.650245982070E+01     -0.650245982070E+01     -0.650245982070E+01     -0.650245982070E+01
      0.173173173173E+01     -0.646156493950E+01     -0.646156493950E+01     -0.646156493950E+01     -0.646156493950E+01
      0.173573573574E+01     -0.647484598906E+01     -0.647484598906E+01     -0.647484598906E+01     -0.647484598906E+01
      0.173973973974E+01     -0.653205112867E+01     -0.653205112867E+01     -0.653205112867E+01     -0.653205112867E+01
      0.174374374374E+01     -0.662160202005E+01     -0.662160202005E+01     -0.662160202005E+01     -0.662160202005E+01
      0.174774774775E+01     -0.673150812780E+01     -0.673150812780E+01     -0.673150812780E+01     -0.673150812780E+01
      0.175175175175E+01     -0.685041129345E+01     -0.685041129345E+01     -0.685041129345E+01     -0.685041129345E+01
      0.175575575576E+01     -0.696867011203E+01     -0.696867011203E+01     -0.696867011203E+01     -0.696867011203E+01
      0.175975975976E+01     -0.707936183291E+01     -0.707936183291E+01     -0.707936183291E+01     -0.707936183291E+01
      0.176376376376E+01     -0.717906139684E+01     -0.717906139684E+01     -0.717906139684E+01     -0.717906139684E+01
      0.176776776777E+01     -0.726826124118E+01     -0.726826124118E+01     -0.726826124117E+01     -0.726826124118E+01
      0.177177177177E+01     -0.735132704122E+01     -0.735132704122E+01     -0.735132704122E+01     -0.735132704122E+01
      0.177577577578E+01     -0.743594336682E+01     -0.743594336682E+01     -0.743594336682E+01     -0.743594336682E+01
      0.177977977978E+01     -0.753208178997E+01     -0.753208178997E+01     -0.753208178997E+01     -0.753208178997E+01
      0.178378378378E+01     -0.765060791204E+01     -0.765060791204E+01     -0.765060791204E+01     -0.765060791204E+01
      0.178778778779E+01     -0.780171485037E+01     -0.780171485037E+01     -0.780171485037E+01     -0.780171485037E+01
      0.179179179179E+01     -0.799341153817E+01     -0.799341153817E+01     -0.799341153817E+01     -0.799341153817E+01
      0.179579579580E+01     -0.823029310318E+01     -0.823029310318E+01     -0.823029310318E+01     -0.823029310318E+01
      0.179979979980E+01     -0.851277528679E+01     -0.851277528679E+01     -0.851277528679E+01     -0.851277528679E+01
      0.180380380380E+01     -0.883689359100E+01     -0.883689359100E+01     -0.883689359100E+01     -0.883689359100E+01
      0.180780780781E+01     -0.919466786223E+01     -0.919466786223E+01     -0.919466786222E+01     -0.919466786223E+01
      0.181181181181E+01     -0.957493649370E+01     -0.957493649370E+01     -0.957493649370E+01     -0.957493649370E+01
      0.181581581582E+01     -0.996449259329E+01     -0.996449259329E+01     -0.996449259329E+01     -0.996449259329E+01
      0.181981981982E+01     -0.103493218299E+02     -0.103493218299E+02     -0.103493218299E+02     -0.103493218299E+02
      0.182382382382E+01     -0.107157521431E+02     -0.107157521431E+02     -0.107157521431E+02     -0.107157521431E+02
      0.182782782783E+01     -0.110513718350E+02     -0.110513718350E+02     -0.110513718350E+02     -0.110513718350E+02
      0.183183183183E+01     -0.113456392650E+02     -0.113456392650E+02     -0.113456392650E+02     -0.113456392650E+02
      0.183583583584E+01     -0.115901758768E+02     -0.115901758768E+02     -0.115901758768E+02     -0.115901758768E+02
      0.183983983984E+01     -0.117787885826E+02     -0.117787885826E+02     -0.117787885826E+02     -0.117787885826E+02
      0.184384384384E+01     -0.119072984288E+02     -0.119072984288E+02     -0.119072984288E+02     -0.119072984288E+02
      0.184784784785E+01     -0.119732592598E+02     -0.119732592598E+02     -0.119732592598E+02     -0.119732592598E+02
      0.185185185185E+01     -0.119756392037E+02     -0.119756392037E+02     -0.119756392037E+02     -0.119756392037E+02
      0.185585585586E+01     -0.119145190707E+02     -0.119145190707E+02     -0.119145190707E+02     -0.119145190707E+02
      0.185985985986E+01     -0.117908439504E+02     -0.117908439504E+02     -0.117908439504E+02     -0.117908439504E+02
      0.186386386386E+01     -0.116062517346E+02     -0.116062517346E+02     -0.116062517346E+02     -0.116062517346E+02
      0.186786786787E+01     -0.113629940554E+02     -0.113629940554E+02     -0.113629940554E+02     -0.113629940554E+02
      0.187187187187E+01     -0.110639568662E+02     -0.110639568662E+02     -0.110639568662E+02     -0.110639568662E+02
      0.187587587588E+01     -0.107127753110E+02     -0.107127753110E+02     -0.107127753110E+02     -0.107127753110E+02
      0.187987987988E+01     -0.103140194180E+02     -0.103140194180E+02     -0.103140194180E+02     -0.103140194180E+02
      0.188388388388E+01     -0.987340667889E+01     -0.987340667889E+01     -0.987340667889E+01     -0.987340667889E+01
      0.188788788789E+01     -0.939798115636E+01     -0.939798115636E+01     -0.939798115636E+01     -0.939798115636E+01
      0.189189189189E+01     -0.889619333938E+01     -0.889619333938E+01     -0.889619333938E+01     -0.889619333938E+01
      0.189589589590E+01     -0.837782492178E+01     -0.837782492178E+01     -0.837782492178E+01     -0.837782492178E+01
      0.189989989990E+01     -0.785372777617E+01     -0.785372777617E+01     -0.785372777617E+01     -0.785372777617E+01
      0.190390390390E+01     -0.733538140448E+01     -0.733538140448E+01     -0.733538140448E+01     -0.733538140448E+01
      0.190790790791E+01     -0.683430934035E+01     -0.683430934035E+01     -0.683430934035E+01     -0.683430934035E+01
      0.191191191191E+01     -0.636142296944E+01     -0.636142296944E+01     -0.636142296944E+01     -0.636142296944E+01
      0.191591591592E+01     -0.592637424079E+01     -0.592637424079E+01     -0.592637424079E+01     -0.592637424079E+01
      0.191991991992E+01     -0.553699502963E+01     -0.553699502963E+01     -0.553699502963E+01     -0.553699502963E+01
      0.192392392392E+01     -0.519888420910E+01     -0.519888420910E+01     -0.519888420909E+01     -0.519888420910E+01
      0.192792792793E+01     -0.491518095872E+01     -0.491518095872E+01     -0.491518095872E+01     -0.491518095872E+01
      0.193193193193E+01     -0.468654143837E+01     -0.468654143837E+01     -0.468654143837E+01     -0.468654143837E+01
      0.193593593594E+01     -0.451131909991E+01     -0.451131909991E+01     -0.451131909991E+01     -0.451131909991E+01
      0.193993993994E+01     -0.438593536883E+01     -0.438593536883E+01     -0.438593536883E+01     -0.438593536883E+01
      0.194394394394E+01     -0.430541320406E+01     -0.430541320406E+01     -0.430541320406E+01     -0.430541320406E+01
      0.194794794795E+01     -0.426402808575E+01     -0.426402808575E+01     -0.426402808575E+01     -0.426402808575E+01
      0.195195195195E+01     -0.425601044107E+01     -0.425601044107E+01     -0.425601044107E+01     -0.425601044107E+01
      0.195595595596E+01     -0.427621641036E+01     -0.427621641036E+01     -0.427621641036E+01     -0.427621641036E+01
      0.195995995996E+01     -0.432067848952E+01     -0.432067848952E+01     -0.432067848952E+01     -0.432067848952E+01
      0.196396396396E+01     -0.438696006959E+01     -0.438696006959E+01     -0.438696006959E+01     -0.438696006959E+01
      0.196796796797E+01     -0.447426823654E+01     -0.447426823654E+01     -0.447426823654E+01     -0.447426823654E+01
      0.197197197197E+01     -0.458332021520E+01     -0.458332021520E+01     -0.458332021520E+01     -0.458332021520E+01
      0.197597597598E+01     -0.471599874661E+01     -0.471599874661E+01     -0.471599874661E+01     -0.471599874661E+01
      0.197997997998E+01     -0.487485907074E+01     -0.487485907074E+01     -0.487485907074E+01     -0.487485907074E+01
      0.198398398398E+01     -0.506255903165E+01     -0.506255903165E+01     -0.506255903165E+01     -0.506255903165E+01
      0.198798798799E+01     -0.528127595934E+01     -0.528127595934E+01     -0.528127595934E+01     -0.528127595934E+01
      0.199199199199E+01     -0.553215778064E+01     -0.553215778064E+01     -0.553215778064E+01     -0.553215778064E+01
      0.199599599600E+01     -0.581484173473E+01     -0.581484173473E+01     -0.581484173473E+01     -0.581484173473E+01
      0.200000000000E+01     -0.612706933886E+01     -0.612706933886E+01     -0.612706933886E+01     -0.612706933886E+01
