  #energy          xx             yy              zz              xy              yz              zx
  0.15936000E+01  0.17655252E+00  0.17655252E+00  0.17655252E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16073000E+01  0.16238359E+00  0.16238359E+00  0.16238359E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16211000E+01  0.14830673E+00  0.14830673E+00  0.14830673E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16348000E+01  0.13498232E+00  0.13498232E+00  0.13498232E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16486000E+01  0.12285873E+00  0.12285873E+00  0.12285873E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16623000E+01  0.11211272E+00  0.11211272E+00  0.11211272E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16761000E+01  0.10279659E+00  0.10279659E+00  0.10279659E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.16898000E+01  0.94834846E-01  0.94834846E-01  0.94834846E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17035000E+01  0.88113883E-01  0.88113883E-01  0.88113883E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17173000E+01  0.82505006E-01  0.82505006E-01  0.82505006E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17310000E+01  0.77857539E-01  0.77857539E-01  0.77857539E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17448000E+01  0.74065579E-01  0.74065579E-01  0.74065579E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17585000E+01  0.70994348E-01  0.70994348E-01  0.70994348E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17723000E+01  0.68569599E-01  0.68569599E-01  0.68569599E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17860000E+01  0.66708853E-01  0.66708853E-01  0.66708853E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17998000E+01  0.65352704E-01  0.65352704E-01  0.65352704E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18135000E+01  0.64452183E-01  0.64452183E-01  0.64452183E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18273000E+01  0.63965933E-01  0.63965933E-01  0.63965933E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18410000E+01  0.63881075E-01  0.63881075E-01  0.63881075E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18548000E+01  0.64168756E-01  0.64168756E-01  0.64168756E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18685000E+01  0.64822466E-01  0.64822466E-01  0.64822466E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18823000E+01  0.65842893E-01  0.65842893E-01  0.65842893E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18960000E+01  0.67246866E-01  0.67246866E-01  0.67246866E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19097000E+01  0.69039971E-01  0.69039971E-01  0.69039971E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19235000E+01  0.71267305E-01  0.71267305E-01  0.71267305E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19372000E+01  0.73945722E-01  0.73945722E-01  0.73945722E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19510000E+01  0.77146703E-01  0.77146703E-01  0.77146703E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19647000E+01  0.80927872E-01  0.80927872E-01  0.80927872E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19785000E+01  0.85369644E-01  0.85369644E-01  0.85369644E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19922000E+01  0.90571687E-01  0.90571687E-01  0.90571687E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20060000E+01  0.96665205E-01  0.96665205E-01  0.96665205E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20197000E+01  0.10379386E+00  0.10379386E+00  0.10379386E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20335000E+01  0.11213412E+00  0.11213412E+00  0.11213412E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20472000E+01  0.12188507E+00  0.12188507E+00  0.12188507E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20610000E+01  0.13324060E+00  0.13324060E+00  0.13324060E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20747000E+01  0.14641302E+00  0.14641302E+00  0.14641302E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.20884000E+01  0.16153411E+00  0.16153411E+00  0.16153411E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.21022000E+01  0.17863928E+00  0.17863928E+00  0.17863928E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.21159000E+01  0.19759579E+00  0.19759579E+00  0.19759579E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.21297000E+01  0.21799001E+00  0.21799001E+00  0.21799001E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.21434000E+01  0.23909266E+00  0.23909266E+00  0.23909266E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.21572000E+01  0.25982605E+00  0.25982605E+00  0.25982605E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.21709000E+01  0.27881748E+00  0.27881748E+00  0.27881748E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.21847000E+01  0.29460392E+00  0.29460392E+00  0.29460392E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
