    #kx         ky         Energy       Sx       Sy     Sz
    #Grid_Size:    44   44
    #Band_Index:    4
   -0.139053    0.441551  -13.214493   0.727   0.231  -0.043
   -0.104289    0.421481  -13.250487   0.740   0.184  -0.028
   -0.069526    0.401410  -13.283071   0.750   0.130  -0.016
   -0.034763    0.381340  -13.312118   0.757   0.069  -0.007
   -0.000000    0.401410  -13.290460   0.761  -0.001   0.001
    0.034763    0.381340  -13.312308   0.758  -0.073   0.008
    0.069526    0.361269  -13.329342   0.746  -0.147   0.012
    0.104289    0.341199  -13.341560   0.725  -0.223   0.016
    0.139053    0.321128  -13.348963   0.695  -0.301   0.018
    0.173816    0.301058  -13.351512   0.656  -0.379   0.018
    0.208579    0.280987  -13.349045   0.610  -0.451   0.017
    0.243342    0.260917  -13.341543   0.557  -0.516   0.015
    0.278105    0.240846  -13.329107   0.499  -0.573   0.012
    0.312868    0.220776  -13.312058   0.440  -0.621   0.007
    0.347631    0.200705  -13.290423   0.382  -0.660  -0.000
    0.382395    0.180635  -13.264470   0.324  -0.689  -0.009
    0.417158    0.160564  -13.234900   0.271  -0.713  -0.022
    0.451921    0.140494  -13.201747   0.223  -0.730  -0.036
    0.486684    0.120423  -13.165542   0.178  -0.742  -0.055
    0.521447    0.100353  -13.127378   0.138  -0.750  -0.078
    0.556210    0.080282  -13.087289   0.101  -0.755  -0.105
    0.590973    0.060212  -13.046139   0.069  -0.756  -0.138
    0.625737    0.040141  -13.005348   0.041  -0.753  -0.177
    0.660500    0.020071  -12.964936   0.017  -0.744  -0.223
    0.695263    0.000000  -12.926101  -0.001  -0.727  -0.278
    0.730026   -0.020071  -12.890387  -0.010  -0.700  -0.342
   -0.764789    0.842961  -12.857802  -0.011  -0.663  -0.417
   -0.730026    0.822891  -12.829621   0.002  -0.607  -0.498
   -0.695263    0.802820  -12.807122   0.035  -0.524  -0.580
   -0.660500    0.782750  -12.790306   0.087  -0.414  -0.664
   -0.625737    0.762679  -12.779915   0.154  -0.286  -0.723
   -0.590973    0.742609  -12.776520   0.232  -0.146  -0.738
   -0.556210    0.722538  -12.780117   0.322   0.006  -0.709
   -0.521447    0.702468  -12.790350   0.406   0.140  -0.653
   -0.486684    0.682397  -12.807004   0.474   0.238  -0.583
   -0.451921    0.662327  -12.830033   0.526   0.300  -0.499
   -0.417158    0.642256  -12.858002   0.568   0.339  -0.416
   -0.382395    0.622186  -12.890213   0.602   0.360  -0.342
   -0.347631    0.602115  -12.926567   0.629   0.363  -0.278
   -0.312868    0.582045  -12.965137   0.652   0.356  -0.223
   -0.278105    0.561974  -13.005178   0.672   0.341  -0.176
   -0.243342    0.541904  -13.046550   0.689   0.318  -0.138
   -0.208579    0.521833  -13.087427   0.705   0.290  -0.106
   -0.173816    0.501763  -13.127248   0.720   0.255  -0.079
   -0.139053    0.481692  -13.165858   0.734   0.216  -0.055
   -0.104289    0.461622  -13.201828   0.745   0.171  -0.036
   -0.069526    0.441551  -13.234811   0.754   0.120  -0.020
   -0.034763    0.421481  -13.264669   0.760   0.063  -0.008
   -0.000000    0.441551  -13.241610   0.762  -0.000   0.000
    0.034763    0.421481  -13.264629   0.760  -0.065   0.009
    0.069526    0.401410  -13.283125   0.750  -0.132   0.016
    0.104289    0.381340  -13.297098   0.733  -0.202   0.022
    0.139053    0.361269  -13.306548   0.708  -0.273   0.025
    0.173816    0.341199  -13.311417   0.676  -0.345   0.026
    0.208579    0.321128  -13.311467   0.637  -0.413   0.026
    0.243342    0.301058  -13.306675   0.592  -0.476   0.024
    0.278105    0.280987  -13.297115   0.542  -0.533   0.021
    0.312868    0.260917  -13.283041   0.489  -0.583   0.016
    0.347631    0.240846  -13.264470   0.435  -0.626   0.009
    0.382395    0.220776  -13.241644   0.381  -0.660  -0.000
    0.417158    0.200705  -13.215182   0.330  -0.689  -0.012
    0.451921    0.180635  -13.185117   0.281  -0.711  -0.027
    0.486684    0.160564  -13.151929   0.235  -0.727  -0.046
    0.521447    0.140494  -13.116610   0.192  -0.739  -0.070
    0.556210    0.120423  -13.079189   0.152  -0.748  -0.098
    0.590973    0.100353  -13.040461   0.115  -0.752  -0.133
    0.625737    0.080282  -13.001730   0.082  -0.750  -0.174
    0.660500    0.060212  -12.963014   0.052  -0.743  -0.221
    0.695263    0.040141  -12.925422   0.028  -0.727  -0.277
    0.730026    0.020071  -12.890384   0.011  -0.700  -0.342
   -0.764789    0.883103  -12.857905   0.000  -0.662  -0.416
   -0.730026    0.863032  -12.829209   0.001  -0.607  -0.496
   -0.695263    0.842961  -12.805515   0.017  -0.530  -0.575
   -0.660500    0.822891  -12.786828   0.049  -0.431  -0.655
   -0.625737    0.802820  -12.773965   0.097  -0.315  -0.717
   -0.590973    0.782750  -12.767562   0.161  -0.189  -0.746
   -0.556210    0.762679  -12.767617   0.241  -0.051  -0.742
   -0.521447    0.742609  -12.773994   0.323   0.075  -0.711
   -0.486684    0.722538  -12.786609   0.399   0.175  -0.656
   -0.451921    0.702468  -12.805428   0.468   0.249  -0.578
   -0.417158    0.682397  -12.829270   0.527   0.301  -0.496
   -0.382395    0.662327  -12.857560   0.576   0.332  -0.417
   -0.347631    0.642256  -12.890211   0.613   0.341  -0.342
   -0.312868    0.622186  -12.925454   0.644   0.338  -0.276
   -0.278105    0.602115  -12.962608   0.669   0.326  -0.220
   -0.243342    0.582045  -13.001535   0.690   0.304  -0.173
   -0.208579    0.561974  -13.040451   0.708   0.276  -0.134
   -0.173816    0.541904  -13.078806   0.724   0.243  -0.099
   -0.139053    0.521833  -13.116443   0.738   0.204  -0.070
   -0.104289    0.501763  -13.151900   0.749   0.161  -0.045
   -0.069526    0.481692  -13.184821   0.757   0.112  -0.026
   -0.034763    0.461622  -13.215059   0.762   0.058  -0.011
   -0.000000    0.481692  -13.191889   0.765   0.000  -0.000
    0.034763    0.461622  -13.215607   0.763  -0.059   0.012
    0.069526    0.441551  -13.235137   0.754  -0.121   0.021
    0.104289    0.421481  -13.250479   0.740  -0.184   0.028
    0.139053    0.401410  -13.261632   0.719  -0.250   0.033
    0.173816    0.381340  -13.268521   0.692  -0.316   0.035
    0.208579    0.361269  -13.270834   0.659  -0.380   0.036
    0.243342    0.341199  -13.268539   0.621  -0.440   0.035
    0.278105    0.321128  -13.261690   0.577  -0.497   0.033
    0.312868    0.301058  -13.250472   0.531  -0.547   0.028
    0.347631    0.280987  -13.234900   0.482  -0.592   0.022
    0.382395    0.260917  -13.215182   0.431  -0.630   0.012
    0.417158    0.240846  -13.191863   0.382  -0.663  -0.000
    0.451921    0.220776  -13.164969   0.335  -0.689  -0.015
    0.486684    0.200705  -13.134934   0.289  -0.709  -0.034
    0.521447    0.180635  -13.102652   0.244  -0.726  -0.058
    0.556210    0.160564  -13.068149   0.201  -0.738  -0.088
    0.590973    0.140494  -13.032152   0.161  -0.745  -0.124
    0.625737    0.120423  -12.995849   0.123  -0.746  -0.167
    0.660500    0.100353  -12.959258   0.088  -0.741  -0.216
    0.695263    0.080282  -12.923396   0.057  -0.727  -0.274
    0.730026    0.060212  -12.889573   0.031  -0.700  -0.341
   -0.764789    0.923244  -12.857796   0.010  -0.662  -0.416
   -0.730026    0.903173  -12.829214  -0.001  -0.607  -0.496
   -0.695263    0.883103  -12.804974   0.000  -0.533  -0.574
   -0.660500    0.863032  -12.785081   0.015  -0.440  -0.650
   -0.625737    0.842961  -12.770390   0.046  -0.333  -0.713
   -0.590973    0.822891  -12.761563   0.094  -0.217  -0.750
   -0.556210    0.802820  -12.758600   0.161  -0.092  -0.764
   -0.521447    0.782750  -12.761546   0.236   0.025  -0.752
   -0.486684    0.762679  -12.770427   0.312   0.124  -0.713
   -0.451921    0.742609  -12.785216   0.390   0.205  -0.648
   -0.417158    0.722538  -12.804981   0.463   0.266  -0.573
   -0.382395    0.702468  -12.829268   0.525   0.305  -0.496
   -0.347631    0.682397  -12.857999   0.578   0.321  -0.416
   -0.312868    0.662327  -12.889600   0.622   0.324  -0.341
   -0.278105    0.642256  -12.923463   0.657   0.314  -0.275
   -0.243342    0.622186  -12.959458   0.685   0.293  -0.216
   -0.208579    0.602115  -12.995885   0.707   0.266  -0.166
   -0.173816    0.582045  -13.032222   0.725   0.233  -0.123
   -0.139053    0.561974  -13.068310   0.739   0.196  -0.088
   -0.104289    0.541904  -13.102685   0.750   0.153  -0.059
   -0.069526    0.521833  -13.134992   0.759   0.106  -0.035
   -0.034763    0.501763  -13.165078   0.764   0.055  -0.016
   -0.000000    0.521833  -13.141382   0.770   0.000  -0.000
    0.034763    0.501763  -13.165323   0.767  -0.055   0.014
    0.069526    0.481692  -13.185453   0.758  -0.112   0.026
    0.104289    0.461622  -13.201772   0.745  -0.171   0.036
    0.139053    0.441551  -13.214280   0.727  -0.231   0.042
    0.173816    0.421481  -13.222884   0.705  -0.292   0.047
    0.208579    0.401410  -13.227200   0.677  -0.351   0.049
    0.243342    0.381340  -13.227184   0.643  -0.408   0.049
    0.278105    0.361269  -13.222875   0.605  -0.463   0.047
    0.312868    0.341199  -13.214393   0.564  -0.513   0.043
    0.347631    0.321128  -13.201747   0.521  -0.558   0.036
    0.382395    0.301058  -13.185117   0.475  -0.599   0.027
    0.417158    0.280987  -13.164969   0.430  -0.634   0.015
    0.451921    0.260917  -13.141326   0.384  -0.664  -0.000
    0.486684    0.240846  -13.114577   0.338  -0.689  -0.019
    0.521447    0.220776  -13.085522   0.293  -0.710  -0.044
    0.556210    0.200705  -13.054184   0.249  -0.726  -0.074
    0.590973    0.180635  -13.021222   0.206  -0.736  -0.111
    0.625737    0.160564  -12.987713   0.164  -0.740  -0.156
    0.660500    0.140494  -12.953673   0.124  -0.738  -0.208
    0.695263    0.120423  -12.920024   0.087  -0.727  -0.269
    0.730026    0.100353  -12.887956   0.052  -0.701  -0.338
   -0.764789    0.963385  -12.857473   0.020  -0.661  -0.417
   -0.730026    0.943314  -12.829634  -0.004  -0.606  -0.498
   -0.695263    0.923244  -12.805500  -0.016  -0.532  -0.576
   -0.660500    0.903173  -12.785074  -0.016  -0.441  -0.650
   -0.625737    0.883103  -12.769202  -0.001  -0.339  -0.711
   -0.590973    0.863032  -12.758543   0.032  -0.231  -0.753
   -0.556210    0.842961  -12.753098   0.081  -0.117  -0.775
   -0.521447    0.822891  -12.753051   0.143  -0.009  -0.776
   -0.486684    0.802820  -12.758514   0.214   0.086  -0.754
   -0.451921    0.782750  -12.769467   0.293   0.169  -0.708
   -0.417158    0.762679  -12.785216   0.373   0.234  -0.648
   -0.382395    0.742609  -12.805427   0.450   0.279  -0.578
   -0.347631    0.722538  -12.830030   0.523   0.304  -0.499
   -0.312868    0.702468  -12.857678   0.585   0.313  -0.418
   -0.278105    0.682397  -12.887851   0.636   0.307  -0.341
   -0.243342    0.662327  -12.920429   0.673   0.286  -0.267
   -0.208579    0.642256  -12.953840   0.702   0.258  -0.204
   -0.173816    0.622186  -12.987603   0.723   0.226  -0.152
   -0.139053    0.602115  -13.021562   0.736   0.190  -0.111
   -0.104289    0.582045  -13.054285   0.748   0.149  -0.076
   -0.069526    0.561974  -13.085423   0.758   0.103  -0.046
   -0.034763    0.541904  -13.114819   0.767   0.053  -0.021
   -0.000000    0.561974  -13.091140   0.774   0.000  -0.000
    0.034763    0.541904  -13.114781   0.769  -0.052   0.018
    0.069526    0.521833  -13.135028   0.761  -0.106   0.033
    0.104289    0.501763  -13.151882   0.749  -0.161   0.045
    0.139053    0.481692  -13.165343   0.733  -0.216   0.054
    0.173816    0.461622  -13.175300   0.714  -0.272   0.060
    0.208579    0.441551  -13.181301   0.689  -0.327   0.064
    0.243342    0.421481  -13.183295   0.660  -0.380   0.066
    0.278105    0.401410  -13.181303   0.627  -0.432   0.065
    0.312868    0.381340  -13.175384   0.592  -0.480   0.061
    0.347631    0.361269  -13.165542   0.554  -0.525   0.055
    0.382395    0.341199  -13.151929   0.513  -0.567   0.046
    0.417158    0.321128  -13.134934   0.471  -0.604   0.034
    0.451921    0.301058  -13.114577   0.428  -0.637   0.019
    0.486684    0.280987  -13.091203   0.384  -0.667  -0.000
    0.521447    0.260917  -13.065521   0.340  -0.691  -0.025
    0.556210    0.240846  -13.037554   0.295  -0.710  -0.056
    0.590973    0.220776  -13.007891   0.251  -0.725  -0.094
    0.625737    0.200705  -12.977502   0.207  -0.733  -0.141
    0.660500    0.180635  -12.946400   0.161  -0.735  -0.196
    0.695263    0.160564  -12.915411   0.116  -0.726  -0.261
    0.730026    0.140494  -12.885600   0.072  -0.701  -0.334
   -0.764789    1.003526  -12.856971   0.030  -0.660  -0.417
   -0.730026    0.983455  -12.830481  -0.007  -0.603  -0.502
   -0.695263    0.963385  -12.807085  -0.032  -0.527  -0.580
   -0.660500    0.943314  -12.786789  -0.046  -0.435  -0.652
   -0.625737    0.923244  -12.770393  -0.046  -0.334  -0.711
   -0.590973    0.903173  -12.758523  -0.030  -0.231  -0.753
   -0.556210    0.883103  -12.751180   0.002  -0.126  -0.778
   -0.521447    0.863032  -12.748648   0.048  -0.027  -0.786
   -0.486684    0.842961  -12.751097   0.108   0.062  -0.778
   -0.451921    0.822891  -12.758514   0.181   0.142  -0.754
   -0.417158    0.802820  -12.770427   0.263   0.207  -0.713
   -0.382395    0.782750  -12.786608   0.350   0.257  -0.656
   -0.347631    0.762679  -12.807000   0.442   0.290  -0.583
   -0.312868    0.742609  -12.830502   0.525   0.306  -0.503
   -0.278105    0.722538  -12.856687   0.593   0.304  -0.419
   -0.243342    0.702468  -12.885447   0.647   0.285  -0.331
   -0.208579    0.682397  -12.915382   0.688   0.258  -0.254
   -0.173816    0.662327  -12.946058   0.716   0.225  -0.190
   -0.139053    0.642256  -12.977330   0.733   0.188  -0.140
   -0.104289    0.622186  -13.007831   0.747   0.146  -0.097
   -0.069526    0.602115  -13.037230   0.759   0.101  -0.059
   -0.034763    0.582045  -13.065367   0.769   0.051  -0.026
   -0.000000    0.602115  -13.043328   0.768  -0.000   0.000
    0.034763    0.582045  -13.066054   0.766  -0.051   0.024
    0.069526    0.561974  -13.085837   0.760  -0.102   0.043
    0.104289    0.541904  -13.102677   0.750  -0.153   0.059
    0.139053    0.521833  -13.116574   0.737  -0.205   0.070
    0.173816    0.501763  -13.127404   0.720  -0.256   0.078
    0.208579    0.481692  -13.134659   0.699  -0.306   0.083
    0.243342    0.461622  -13.138282   0.674  -0.356   0.086
    0.278105    0.441551  -13.138276   0.645  -0.404   0.086
    0.312868    0.421481  -13.134641   0.614  -0.451   0.083
    0.347631    0.401410  -13.127378   0.581  -0.494   0.078
    0.382395    0.381340  -13.116610   0.546  -0.535   0.070
    0.417158    0.361269  -13.102652   0.508  -0.574   0.058
    0.451921    0.341199  -13.085522   0.468  -0.609   0.044
    0.486684    0.321128  -13.065521   0.427  -0.641   0.025
    0.521447    0.301058  -13.043273   0.384  -0.669  -0.000
    0.556210    0.280987  -13.018798   0.342  -0.692  -0.031
    0.590973    0.260917  -12.992618   0.297  -0.711  -0.070
    0.625737    0.240846  -12.965592   0.249  -0.723  -0.120
    0.660500    0.220776  -12.937733   0.198  -0.728  -0.179
    0.695263    0.200705  -12.909770   0.145  -0.722  -0.249
    0.730026    0.180635  -12.882647   0.092  -0.698  -0.328
   -0.764789    1.043667  -12.856365   0.039  -0.657  -0.416
   -0.730026    1.023596  -12.831772  -0.010  -0.598  -0.505
   -0.695263    1.003526  -12.809713  -0.049  -0.519  -0.585
   -0.660500    0.983455  -12.790192  -0.079  -0.421  -0.656
   -0.625737    0.963385  -12.773944  -0.095  -0.317  -0.713
   -0.590973    0.943314  -12.761543  -0.095  -0.216  -0.753
   -0.556210    0.923244  -12.752992  -0.079  -0.118  -0.776
   -0.521447    0.903173  -12.748625  -0.047  -0.027  -0.786
   -0.486684    0.883103  -12.748648   0.000   0.055  -0.786
   -0.451921    0.863032  -12.753051   0.063   0.128  -0.776
   -0.417158    0.842961  -12.761546   0.139   0.191  -0.752
   -0.382395    0.822891  -12.773993   0.225   0.242  -0.711
   -0.347631    0.802820  -12.790347   0.323   0.281  -0.653
   -0.312868    0.782750  -12.809745   0.418   0.304  -0.584
   -0.278105    0.762679  -12.831852   0.506   0.308  -0.506
   -0.243342    0.742609  -12.856576   0.586   0.296  -0.418
   -0.208579    0.722538  -12.882707   0.652   0.271  -0.333
   -0.173816    0.702468  -12.909873   0.702   0.236  -0.253
   -0.139053    0.682397  -12.937939   0.736   0.191  -0.179
   -0.104289    0.662327  -12.965655   0.758   0.144  -0.117
   -0.069526    0.642256  -12.992716   0.769   0.097  -0.068
   -0.034763    0.622186  -13.018966   0.770   0.049  -0.030
   -0.000000    0.642256  -12.998012   0.754  -0.000   0.000
    0.034763    0.622186  -13.019206   0.756  -0.051   0.031
    0.069526    0.602115  -13.037940   0.754  -0.100   0.057
    0.104289    0.582045  -13.054214   0.747  -0.149   0.077
    0.139053    0.561974  -13.068027   0.737  -0.197   0.091
    0.173816    0.541904  -13.079246   0.723  -0.243   0.100
    0.208579    0.521833  -13.087320   0.705  -0.289   0.106
    0.243342    0.501763  -13.092188   0.684  -0.335   0.110
    0.278105    0.481692  -13.093834   0.659  -0.380   0.111
    0.312868    0.461622  -13.092202   0.632  -0.424   0.109
    0.347631    0.441551  -13.087289   0.603  -0.465   0.105
    0.382395    0.421481  -13.079189   0.572  -0.505   0.098
    0.417158    0.401410  -13.068149   0.539  -0.543   0.088
    0.451921    0.381340  -13.054184   0.504  -0.578   0.074
    0.486684    0.361269  -13.037554   0.466  -0.612   0.056
    0.521447    0.341199  -13.018798   0.427  -0.643   0.031
    0.556210    0.321128  -12.997932   0.387  -0.671  -0.000
    0.590973    0.301058  -12.975414   0.343  -0.695  -0.040
    0.625737    0.280987  -12.951993   0.293  -0.711  -0.092
    0.660500    0.260917  -12.927680   0.236  -0.719  -0.157
    0.695263    0.240846  -12.903109   0.174  -0.715  -0.232
    0.730026    0.220776  -12.879100   0.112  -0.693  -0.318
   -0.764789    1.083808  -12.855657   0.048  -0.653  -0.412
   -0.730026    1.063737  -12.833509  -0.013  -0.592  -0.506
   -0.695263    1.043667  -12.813383  -0.067  -0.508  -0.589
   -0.660500    1.023596  -12.795282  -0.115  -0.401  -0.661
   -0.625737    1.003526  -12.779855  -0.150  -0.289  -0.717
   -0.590973    0.983455  -12.767604  -0.165  -0.187  -0.753
   -0.556210    0.963385  -12.758536  -0.162  -0.094  -0.770
   -0.521447    0.943314  -12.752992  -0.142  -0.010  -0.776
   -0.486684    0.923244  -12.751181  -0.109   0.064  -0.778
   -0.451921    0.903173  -12.753098  -0.061   0.129  -0.775
   -0.417158    0.883103  -12.758600   0.001   0.186  -0.764
   -0.382395    0.863032  -12.767616   0.077   0.235  -0.742
   -0.347631    0.842961  -12.780114   0.166   0.276  -0.709
   -0.312868    0.822891  -12.795459   0.266   0.305  -0.662
   -0.278105    0.802820  -12.813406   0.374   0.319  -0.602
   -0.243342    0.782750  -12.833877   0.491   0.318  -0.529
   -0.208579    0.762679  -12.855883   0.595   0.299  -0.441
   -0.173816    0.742609  -12.879117   0.680   0.258  -0.340
   -0.139053    0.722538  -12.903462   0.746   0.200  -0.228
   -0.104289    0.702468  -12.927829   0.783   0.142  -0.137
   -0.069526    0.682397  -12.951952   0.789   0.092  -0.073
   -0.034763    0.662327  -12.975684   0.769   0.046  -0.033
   -0.000000    0.682397  -12.956589   0.753  -0.000   0.000
    0.034763    0.662327  -12.975621   0.755  -0.051   0.040
    0.069526    0.642256  -12.992697   0.753  -0.100   0.072
    0.104289    0.622186  -13.007815   0.747  -0.146   0.097
    0.139053    0.602115  -13.020977   0.738  -0.191   0.114
    0.173816    0.582045  -13.032041   0.724  -0.234   0.126
    0.208579    0.561974  -13.040435   0.708  -0.276   0.133
    0.243342    0.541904  -13.046094   0.689  -0.318   0.138
    0.278105    0.521833  -13.048987   0.668  -0.359   0.140
    0.312868    0.501763  -13.049004   0.645  -0.399   0.140
    0.347631    0.481692  -13.046139   0.620  -0.438   0.138
    0.382395    0.461622  -13.040461   0.593  -0.475   0.133
    0.417158    0.441551  -13.032152   0.565  -0.511   0.124
    0.451921    0.421481  -13.021222   0.534  -0.546   0.111
    0.486684    0.401410  -13.007891   0.502  -0.580   0.094
    0.521447    0.381340  -12.992618   0.468  -0.613   0.070
    0.556210    0.361269  -12.975414   0.431  -0.645   0.040
    0.590973    0.341199  -12.956673   0.389  -0.674  -0.000
    0.625737    0.321128  -12.937034   0.339  -0.696  -0.055
    0.660500    0.301058  -12.916507   0.279  -0.712  -0.124
    0.695263    0.280987  -12.895632   0.212  -0.713  -0.207
    0.730026    0.260917  -12.875104   0.137  -0.692  -0.303
   -0.764789    1.123949  -12.854928   0.054  -0.648  -0.412
   -0.730026    1.103878  -12.835707  -0.028  -0.579  -0.517
   -0.695263    1.083808  -12.818048  -0.100  -0.484  -0.603
   -0.660500    1.063737  -12.801953  -0.164  -0.364  -0.670
   -0.625737    1.043667  -12.787968  -0.212  -0.243  -0.717
   -0.590973    1.023596  -12.776517  -0.239  -0.138  -0.745
   -0.556210    1.003526  -12.767604  -0.245  -0.051  -0.753
   -0.521447    0.983455  -12.761543  -0.235   0.024  -0.753
   -0.486684    0.963385  -12.758523  -0.215   0.088  -0.753
   -0.451921    0.943314  -12.758543  -0.183   0.142  -0.753
   -0.417158    0.923244  -12.761563  -0.139   0.191  -0.750
   -0.382395    0.903173  -12.767562  -0.081   0.235  -0.746
   -0.347631    0.883103  -12.776518  -0.009   0.276  -0.738
   -0.312868    0.863032  -12.788006   0.086   0.308  -0.718
   -0.278105    0.842961  -12.801862   0.207   0.331  -0.682
   -0.243342    0.822891  -12.818028   0.352   0.342  -0.630
   -0.208579    0.802820  -12.835743   0.489   0.330  -0.550
   -0.173816    0.782750  -12.854773   0.610   0.289  -0.438
   -0.139053    0.762679  -12.875022   0.712   0.222  -0.300
   -0.104289    0.742609  -12.895590   0.774   0.157  -0.183
   -0.069526    0.722538  -12.916258   0.791   0.100  -0.099
   -0.034763    0.702468  -12.936895   0.770   0.049  -0.045
   -0.000000    0.722538  -12.921351   0.804   0.000  -0.000
    0.034763    0.702468  -12.937571   0.790  -0.051   0.047
    0.069526    0.682397  -12.952338   0.775  -0.099   0.086
    0.104289    0.662327  -12.965652   0.760  -0.144   0.116
    0.139053    0.642256  -12.977514   0.743  -0.186   0.139
    0.173816    0.622186  -12.987784   0.725  -0.227   0.154
    0.208579    0.602115  -12.995891   0.707  -0.266   0.166
    0.243342    0.582045  -13.001775   0.689  -0.304   0.173
    0.278105    0.561974  -13.005388   0.671  -0.341   0.177
    0.312868    0.541904  -13.006583   0.652  -0.377   0.178
    0.347631    0.521833  -13.005348   0.630  -0.412   0.177
    0.382395    0.501763  -13.001730   0.608  -0.446   0.174
    0.417158    0.481692  -12.995849   0.584  -0.479   0.167
    0.451921    0.461622  -12.987713   0.559  -0.512   0.156
    0.486684    0.441551  -12.977502   0.532  -0.545   0.141
    0.521447    0.421481  -12.965592   0.503  -0.577   0.120
    0.556210    0.401410  -12.951993   0.471  -0.609   0.092
    0.590973    0.381340  -12.937034   0.434  -0.641   0.055
    0.625737    0.361269  -12.921251   0.390  -0.675  -0.000
    0.660500    0.341199  -12.904652   0.339  -0.712  -0.072
    0.695263    0.321128  -12.887677   0.272  -0.731  -0.164
    0.730026    0.301058  -12.870894   0.176  -0.709  -0.281
   -0.764789    1.164090  -12.854306   0.051  -0.645  -0.423
   -0.730026    1.144019  -12.838393  -0.073  -0.550  -0.556
   -0.695263    1.123949  -12.823634  -0.171  -0.434  -0.644
   -0.660500    1.103878  -12.810031  -0.241  -0.297  -0.689
   -0.625737    1.083808  -12.798028  -0.288  -0.166  -0.708
   -0.590973    1.063737  -12.787968  -0.316  -0.063  -0.717
   -0.556210    1.043667  -12.779855  -0.326   0.014  -0.717
   -0.521447    1.023596  -12.773944  -0.323   0.074  -0.713
   -0.486684    1.003526  -12.770394  -0.312   0.126  -0.711
   -0.451921    0.983455  -12.769203  -0.293   0.168  -0.711
   -0.417158    0.963385  -12.770390  -0.263   0.207  -0.713
   -0.382395    0.943314  -12.773964  -0.223   0.243  -0.717
   -0.347631    0.923244  -12.779913  -0.169   0.278  -0.723
   -0.312868    0.903173  -12.787981  -0.091   0.308  -0.720
   -0.278105    0.883103  -12.798069   0.018   0.332  -0.703
   -0.243342    0.863032  -12.810138   0.155   0.350  -0.671
   -0.208579    0.842961  -12.823655   0.294   0.347  -0.613
   -0.173816    0.822891  -12.838455   0.427   0.322  -0.527
   -0.139053    0.802820  -12.854463   0.552   0.274  -0.415
   -0.104289    0.782750  -12.870970   0.655   0.214  -0.301
   -0.069526    0.762679  -12.887802   0.731   0.145  -0.189
   -0.034763    0.742609  -12.904850   0.780   0.068  -0.083
   -0.000000    0.762679  -12.892330   0.906   0.000  -0.000
    0.034763    0.742609  -12.905087   0.861  -0.050   0.053
    0.069526    0.722538  -12.916896   0.820  -0.097   0.098
    0.104289    0.702468  -12.927757   0.784  -0.142   0.135
    0.139053    0.682397  -12.937669   0.752  -0.183   0.165
    0.173816    0.662327  -12.946502   0.725  -0.222   0.187
    0.208579    0.642256  -12.953717   0.702  -0.258   0.203
    0.243342    0.622186  -12.959255   0.684  -0.293   0.214
    0.278105    0.602115  -12.963063   0.668  -0.325   0.219
    0.312868    0.582045  -12.964961   0.652  -0.356   0.222
    0.347631    0.561974  -12.964936   0.635  -0.387   0.223
    0.382395    0.541904  -12.963014   0.616  -0.416   0.221
    0.417158    0.521833  -12.959258   0.597  -0.447   0.216
    0.451921    0.501763  -12.953673   0.577  -0.477   0.208
    0.486684    0.481692  -12.946400   0.556  -0.507   0.196
    0.521447    0.461622  -12.937733   0.532  -0.536   0.179
    0.556210    0.441551  -12.927680   0.506  -0.564   0.157
    0.590973    0.421481  -12.916507   0.478  -0.598   0.124
    0.625737    0.401410  -12.904652   0.448  -0.649   0.072
    0.660500    0.381340  -12.892121   0.416  -0.719  -0.000
    0.695263    0.361269  -12.879250   0.355  -0.768  -0.103
    0.730026    0.341199  -12.866474   0.230  -0.743  -0.251
   -0.764789    1.204231  -12.853796   0.040  -0.645  -0.447
   -0.730026    1.184160  -12.841566  -0.150  -0.506  -0.622
   -0.695263    1.164090  -12.830139  -0.279  -0.357  -0.712
   -0.660500    1.144019  -12.819514  -0.345  -0.199  -0.716
   -0.625737    1.123949  -12.810031  -0.377  -0.060  -0.689
   -0.590973    1.103878  -12.801953  -0.397   0.040  -0.670
   -0.556210    1.083808  -12.795282  -0.405   0.100  -0.661
   -0.521447    1.063737  -12.790191  -0.405   0.141  -0.656
   -0.486684    1.043667  -12.786789  -0.400   0.176  -0.652
   -0.451921    1.023596  -12.785074  -0.390   0.206  -0.650
   -0.417158    1.003526  -12.785081  -0.373   0.233  -0.650
   -0.382395    0.983455  -12.786827  -0.348   0.259  -0.655
   -0.347631    0.963385  -12.790305  -0.314   0.284  -0.664
   -0.312868    0.943314  -12.795391  -0.264   0.306  -0.668
   -0.278105    0.923244  -12.802038  -0.192   0.325  -0.663
   -0.243342    0.903173  -12.810223  -0.101   0.340  -0.650
   -0.208579    0.883103  -12.819637   0.007   0.351  -0.631
   -0.173816    0.863032  -12.830186   0.130   0.358  -0.607
   -0.139053    0.842961  -12.841812   0.267   0.356  -0.574
   -0.104289    0.822891  -12.853997   0.426   0.315  -0.490
   -0.069526    0.802820  -12.866615   0.607   0.228  -0.343
   -0.034763    0.782750  -12.879582   0.797   0.102  -0.148
   -0.000000    0.802820  -12.870605   0.906   0.000  -0.000
    0.034763    0.782750  -12.879416   0.855  -0.060   0.076
    0.069526    0.762679  -12.887739   0.809  -0.113   0.137
    0.104289    0.742609  -12.895576   0.769  -0.158   0.185
    0.139053    0.722538  -12.902926   0.736  -0.197   0.219
    0.173816    0.702468  -12.909677   0.709  -0.229   0.240
