    #kx         ky         Energy       Sx       Sy     Sz
    #Grid_Size:    44   44
    #Band_Index:    4
    0.139053   -0.642256  -12.977446  -0.734  -0.188   0.140
    0.173816   -0.662327  -12.946105  -0.717  -0.225   0.190
    0.208579   -0.682397  -12.915377  -0.688  -0.258   0.254
    0.243342   -0.702468  -12.885428  -0.647  -0.285   0.331
    0.278105   -0.722538  -12.856680  -0.593  -0.304   0.419
    0.312868   -0.742609  -12.830503  -0.525  -0.306   0.503
    0.347631   -0.762679  -12.807004  -0.442  -0.290   0.583
    0.382395   -0.782750  -12.786609  -0.350  -0.257   0.656
    0.417158   -0.802820  -12.770427  -0.263  -0.207   0.713
    0.451921   -0.822891  -12.758514  -0.181  -0.142   0.754
    0.486684   -0.842961  -12.751097  -0.108  -0.062   0.778
    0.521447   -0.863032  -12.748648  -0.048   0.027   0.786
    0.556210   -0.883103  -12.751181  -0.002   0.126   0.778
    0.590973   -0.903173  -12.758523   0.030   0.231   0.753
    0.625737   -0.923244  -12.770394   0.046   0.334   0.711
    0.660500   -0.943314  -12.786789   0.046   0.435   0.652
    0.695263   -0.963385  -12.807085   0.032   0.527   0.580
    0.730026   -0.983455  -12.830481   0.007   0.603   0.502
   -0.764789   -0.120423  -12.856971  -0.030   0.660   0.417
   -0.730026   -0.140494  -12.885600  -0.072   0.701   0.334
   -0.695263   -0.160564  -12.915411  -0.116   0.726   0.261
   -0.660500   -0.180635  -12.946400  -0.161   0.735   0.196
   -0.625737   -0.200705  -12.977502  -0.207   0.733   0.141
   -0.590973   -0.220776  -13.007891  -0.251   0.725   0.094
   -0.556210   -0.240846  -13.037554  -0.295   0.710   0.056
   -0.521447   -0.260917  -13.065521  -0.340   0.691   0.025
   -0.486684   -0.280987  -13.091203  -0.384   0.667  -0.000
   -0.451921   -0.301058  -13.114577  -0.428   0.637  -0.019
   -0.417158   -0.321128  -13.134934  -0.471   0.604  -0.034
   -0.382395   -0.341199  -13.151930  -0.513   0.567  -0.046
   -0.347631   -0.361269  -13.165544  -0.554   0.525  -0.055
   -0.312868   -0.381340  -13.175384  -0.592   0.480  -0.061
   -0.278105   -0.401410  -13.181298  -0.627   0.432  -0.065
   -0.243342   -0.421481  -13.183283  -0.660   0.380  -0.066
   -0.208579   -0.441551  -13.181298  -0.689   0.327  -0.064
   -0.173816   -0.461622  -13.175331  -0.713   0.272  -0.060
   -0.139053   -0.481692  -13.165419  -0.733   0.216  -0.054
   -0.104289   -0.501763  -13.151892  -0.749   0.161  -0.045
   -0.069526   -0.521833  -13.134831  -0.762   0.106  -0.034
   -0.034763   -0.541904  -13.114340  -0.771   0.052  -0.020
    0.000000   -0.521833  -13.141383  -0.770   0.000  -0.000
    0.034763   -0.541904  -13.114152  -0.764  -0.054   0.021
    0.069526   -0.561974  -13.085125  -0.757  -0.104   0.046
    0.104289   -0.582045  -13.054300  -0.748  -0.149   0.076
    0.139053   -0.602115  -13.021677  -0.737  -0.190   0.111
    0.173816   -0.622186  -12.987650  -0.723  -0.226   0.152
    0.208579   -0.642256  -12.953836  -0.702  -0.258   0.204
    0.243342   -0.662327  -12.920410  -0.673  -0.286   0.267
    0.278105   -0.682397  -12.887845  -0.636  -0.307   0.341
    0.312868   -0.702468  -12.857680  -0.585  -0.313   0.418
    0.347631   -0.722538  -12.830033  -0.523  -0.304   0.499
    0.382395   -0.742609  -12.805428  -0.450  -0.279   0.578
    0.417158   -0.762679  -12.785216  -0.373  -0.234   0.648
    0.451921   -0.782750  -12.769467  -0.293  -0.169   0.708
    0.486684   -0.802820  -12.758514  -0.214  -0.086   0.754
    0.521447   -0.822891  -12.753051  -0.143   0.009   0.776
    0.556210   -0.842961  -12.753098  -0.081   0.117   0.775
    0.590973   -0.863032  -12.758543  -0.032   0.231   0.753
    0.625737   -0.883103  -12.769203   0.001   0.339   0.711
    0.660500   -0.903173  -12.785074   0.016   0.441   0.650
    0.695263   -0.923244  -12.805500   0.016   0.532   0.576
    0.730026   -0.943314  -12.829634   0.004   0.605   0.498
   -0.764789   -0.080282  -12.857473  -0.020   0.661   0.417
   -0.730026   -0.100353  -12.887956  -0.052   0.701   0.338
   -0.695263   -0.120423  -12.920024  -0.087   0.727   0.269
   -0.660500   -0.140494  -12.953673  -0.124   0.738   0.208
   -0.625737   -0.160564  -12.987713  -0.164   0.740   0.156
   -0.590973   -0.180635  -13.021221  -0.206   0.736   0.111
   -0.556210   -0.200705  -13.054184  -0.249   0.726   0.074
   -0.521447   -0.220776  -13.085522  -0.293   0.710   0.044
   -0.486684   -0.240846  -13.114577  -0.338   0.689   0.019
   -0.451921   -0.260917  -13.141326  -0.384   0.664  -0.000
   -0.417158   -0.280987  -13.164968  -0.430   0.634  -0.015
   -0.382395   -0.301058  -13.185117  -0.475   0.599  -0.027
   -0.347631   -0.321128  -13.201749  -0.521   0.558  -0.036
   -0.312868   -0.341199  -13.214394  -0.564   0.513  -0.043
   -0.278105   -0.361269  -13.222871  -0.605   0.463  -0.047
   -0.243342   -0.381340  -13.227172  -0.643   0.408  -0.049
   -0.208579   -0.401410  -13.227197  -0.677   0.351  -0.049
   -0.173816   -0.421481  -13.222913  -0.705   0.292  -0.046
   -0.139053   -0.441551  -13.214351  -0.727   0.231  -0.042
   -0.104289   -0.461622  -13.201781  -0.745   0.171  -0.036
   -0.069526   -0.481692  -13.185267  -0.759   0.112  -0.027
   -0.034763   -0.501763  -13.164908  -0.767   0.055  -0.016
    0.000000   -0.481692  -13.191889  -0.765   0.000  -0.000
    0.034763   -0.501763  -13.164433  -0.763  -0.056   0.014
    0.069526   -0.521833  -13.134703  -0.758  -0.107   0.034
    0.104289   -0.541904  -13.102699  -0.750  -0.153   0.059
    0.139053   -0.561974  -13.068420  -0.739  -0.195   0.088
    0.173816   -0.582045  -13.032267  -0.725  -0.233   0.123
    0.208579   -0.602115  -12.995881  -0.707  -0.266   0.166
    0.243342   -0.622186  -12.959439  -0.685  -0.293   0.216
    0.278105   -0.642256  -12.923456  -0.657  -0.314   0.275
    0.312868   -0.662327  -12.889601  -0.622  -0.324   0.341
    0.347631   -0.682397  -12.858002  -0.578  -0.321   0.416
    0.382395   -0.702468  -12.829270  -0.525  -0.305   0.496
    0.417158   -0.722538  -12.804981  -0.463  -0.266   0.573
    0.451921   -0.742609  -12.785216  -0.390  -0.205   0.648
    0.486684   -0.762679  -12.770427  -0.312  -0.124   0.713
    0.521447   -0.782750  -12.761546  -0.236  -0.025   0.752
    0.556210   -0.802820  -12.758600  -0.161   0.092   0.764
    0.590973   -0.822891  -12.761563  -0.094   0.217   0.750
    0.625737   -0.842961  -12.770390  -0.046   0.333   0.713
    0.660500   -0.863032  -12.785081  -0.015   0.440   0.650
    0.695263   -0.883103  -12.804974  -0.000   0.533   0.574
    0.730026   -0.903173  -12.829214   0.001   0.607   0.496
   -0.764789   -0.040141  -12.857796  -0.010   0.662   0.416
   -0.730026   -0.060212  -12.889573  -0.031   0.700   0.341
   -0.695263   -0.080282  -12.923396  -0.057   0.727   0.274
   -0.660500   -0.100353  -12.959258  -0.088   0.741   0.216
   -0.625737   -0.120423  -12.995849  -0.123   0.746   0.167
   -0.590973   -0.140494  -13.032152  -0.161   0.745   0.124
   -0.556210   -0.160564  -13.068149  -0.201   0.738   0.088
   -0.521447   -0.180635  -13.102652  -0.244   0.726   0.058
   -0.486684   -0.200705  -13.134934  -0.289   0.709   0.034
   -0.451921   -0.220776  -13.164968  -0.335   0.689   0.015
   -0.417158   -0.240846  -13.191862  -0.382   0.663  -0.000
   -0.382395   -0.260917  -13.215183  -0.431   0.630  -0.012
   -0.347631   -0.280987  -13.234902  -0.482   0.592  -0.021
   -0.312868   -0.301058  -13.250473  -0.531   0.547  -0.028
   -0.278105   -0.321128  -13.261686  -0.577   0.497  -0.033
   -0.243342   -0.341199  -13.268527  -0.621   0.440  -0.035
   -0.208579   -0.361269  -13.270832  -0.659   0.380  -0.036
   -0.173816   -0.381340  -13.268548  -0.692   0.316  -0.035
   -0.139053   -0.401410  -13.261698  -0.719   0.250  -0.033
   -0.104289   -0.421481  -13.250487  -0.740   0.184  -0.028
   -0.069526   -0.441551  -13.234966  -0.754   0.120  -0.021
   -0.034763   -0.461622  -13.215225  -0.762   0.059  -0.012
    0.000000   -0.441551  -13.241610  -0.762  -0.000   0.001
    0.034763   -0.461622  -13.214444  -0.762  -0.059   0.011
    0.069526   -0.481692  -13.184544  -0.757  -0.112   0.026
    0.104289   -0.501763  -13.151913  -0.749  -0.161   0.045
    0.139053   -0.521833  -13.116548  -0.738  -0.204   0.070
    0.173816   -0.541904  -13.078848  -0.724  -0.243   0.099
    0.208579   -0.561974  -13.040446  -0.708  -0.276   0.134
    0.243342   -0.582045  -13.001516  -0.690  -0.304   0.173
    0.278105   -0.602115  -12.962601  -0.669  -0.326   0.220
    0.312868   -0.622186  -12.925454  -0.644  -0.338   0.276
    0.347631   -0.642256  -12.890213  -0.613  -0.341   0.342
    0.382395   -0.662327  -12.857560  -0.576  -0.332   0.417
    0.417158   -0.682397  -12.829268  -0.527  -0.301   0.496
    0.451921   -0.702468  -12.805427  -0.468  -0.249   0.578
    0.486684   -0.722538  -12.786608  -0.399  -0.175   0.656
    0.521447   -0.742609  -12.773993  -0.323  -0.075   0.711
    0.556210   -0.762679  -12.767616  -0.241   0.051   0.742
    0.590973   -0.782750  -12.767562  -0.161   0.189   0.746
    0.625737   -0.802820  -12.773964  -0.097   0.315   0.717
    0.660500   -0.822891  -12.786827  -0.049   0.431   0.655
    0.695263   -0.842961  -12.805515  -0.017   0.531   0.575
    0.730026   -0.863032  -12.829209  -0.001   0.608   0.496
   -0.764789    0.000000  -12.857906  -0.000   0.662   0.416
   -0.730026   -0.020071  -12.890384  -0.011   0.700   0.342
   -0.695263   -0.040141  -12.925422  -0.028   0.727   0.277
   -0.660500   -0.060212  -12.963014  -0.052   0.742   0.221
   -0.625737   -0.080282  -13.001730  -0.082   0.750   0.174
   -0.590973   -0.100353  -13.040462  -0.115   0.752   0.133
   -0.556210   -0.120423  -13.079189  -0.152   0.748   0.098
   -0.521447   -0.140494  -13.116610  -0.192   0.739   0.070
   -0.486684   -0.160564  -13.151930  -0.235   0.727   0.046
   -0.451921   -0.180635  -13.185117  -0.281   0.711   0.027
   -0.417158   -0.200705  -13.215183  -0.330   0.689   0.012
   -0.382395   -0.220776  -13.241645  -0.381   0.660  -0.000
   -0.347631   -0.240846  -13.264473  -0.435   0.626  -0.009
   -0.312868   -0.260917  -13.283042  -0.489   0.583  -0.016
   -0.278105   -0.280987  -13.297112  -0.542   0.533  -0.021
   -0.243342   -0.301058  -13.306665  -0.592   0.476  -0.024
   -0.208579   -0.321128  -13.311465  -0.637   0.413  -0.026
   -0.173816   -0.341199  -13.311441  -0.676   0.345  -0.026
   -0.139053   -0.361269  -13.306607  -0.708   0.273  -0.025
   -0.104289   -0.381340  -13.297106  -0.733   0.202  -0.022
   -0.069526   -0.401410  -13.282970  -0.749   0.132  -0.016
   -0.034763   -0.421481  -13.264283  -0.758   0.063  -0.009
    0.000000   -0.401410  -13.290459  -0.762  -0.001   0.002
    0.034763   -0.421481  -13.264091  -0.759  -0.063   0.009
    0.069526   -0.441551  -13.234551  -0.754  -0.120   0.021
    0.104289   -0.461622  -13.201839  -0.745  -0.171   0.036
    0.139053   -0.481692  -13.165955  -0.734  -0.216   0.055
    0.173816   -0.501763  -13.127286  -0.720  -0.255   0.078
    0.208579   -0.521833  -13.087421  -0.705  -0.289   0.106
    0.243342   -0.541904  -13.046531  -0.689  -0.318   0.139
    0.278105   -0.561974  -13.005170  -0.672  -0.341   0.176
    0.312868   -0.582045  -12.965136  -0.652  -0.356   0.223
    0.347631   -0.602115  -12.926567  -0.629  -0.363   0.278
    0.382395   -0.622186  -12.890211  -0.602  -0.360   0.342
    0.417158   -0.642256  -12.857999  -0.568  -0.339   0.416
    0.451921   -0.662327  -12.830030  -0.526  -0.300   0.499
    0.486684   -0.682397  -12.807000  -0.474  -0.238   0.583
    0.521447   -0.702468  -12.790347  -0.406  -0.140   0.653
    0.556210   -0.722538  -12.780114  -0.322  -0.006   0.709
    0.590973   -0.742609  -12.776518  -0.232   0.145   0.738
    0.625737   -0.762679  -12.779913  -0.154   0.286   0.723
    0.660500   -0.782750  -12.790305  -0.087   0.414   0.664
    0.695263   -0.802820  -12.807120  -0.035   0.524   0.581
    0.730026   -0.822891  -12.829620  -0.002   0.607   0.499
   -0.764789    0.040141  -12.857802   0.011   0.663   0.418
   -0.730026    0.020071  -12.890388   0.010   0.700   0.342
   -0.695263    0.000000  -12.926102   0.001   0.727   0.277
   -0.660500   -0.020071  -12.964938  -0.017   0.743   0.223
   -0.625737   -0.040141  -13.005350  -0.041   0.752   0.177
   -0.590973   -0.060212  -13.046141  -0.069   0.757   0.138
   -0.556210   -0.080282  -13.087291  -0.101   0.756   0.105
   -0.521447   -0.100353  -13.127381  -0.138   0.750   0.078
   -0.486684   -0.120423  -13.165544  -0.178   0.742   0.055
   -0.451921   -0.140494  -13.201749  -0.223   0.730   0.036
   -0.417158   -0.160564  -13.234902  -0.271   0.713   0.021
   -0.382395   -0.180635  -13.264473  -0.324   0.689   0.009
   -0.347631   -0.200705  -13.290426  -0.382   0.660  -0.000
   -0.312868   -0.220776  -13.312060  -0.440   0.621  -0.007
   -0.278105   -0.240846  -13.329104  -0.499   0.573  -0.012
   -0.243342   -0.260917  -13.341535  -0.557   0.516  -0.015
   -0.208579   -0.280987  -13.349043  -0.610   0.451  -0.017
   -0.173816   -0.301058  -13.351534  -0.656   0.379  -0.018
   -0.139053   -0.321128  -13.349016  -0.695   0.302  -0.018
   -0.104289   -0.341199  -13.341567  -0.725   0.223  -0.016
   -0.069526   -0.361269  -13.329205  -0.746   0.146  -0.011
   -0.034763   -0.381340  -13.312003  -0.757   0.069  -0.005
    0.000000   -0.361269  -13.336752  -0.759  -0.000   0.001
    0.034763   -0.381340  -13.311582  -0.755  -0.069   0.007
    0.069526   -0.401410  -13.282831  -0.749  -0.130   0.016
    0.104289   -0.421481  -13.250498  -0.740  -0.184   0.028
    0.139053   -0.441551  -13.214585  -0.728  -0.231   0.043
    0.173816   -0.461622  -13.175461  -0.713  -0.272   0.061
    0.208579   -0.481692  -13.134654  -0.699  -0.307   0.083
    0.243342   -0.501763  -13.092328  -0.684  -0.336   0.109
    0.278105   -0.521833  -13.049040  -0.668  -0.360   0.140
    0.312868   -0.541904  -13.006597  -0.652  -0.377   0.178
    0.347631   -0.561974  -12.965137  -0.634  -0.387   0.223
    0.382395   -0.582045  -12.925454  -0.614  -0.389   0.276
    0.417158   -0.602115  -12.889600  -0.591  -0.377   0.341
    0.451921   -0.622186  -12.857678  -0.564  -0.351   0.418
    0.486684   -0.642256  -12.830502  -0.529  -0.302   0.503
    0.521447   -0.662327  -12.809745  -0.473  -0.211   0.584
    0.556210   -0.682397  -12.795459  -0.397  -0.079   0.662
    0.590973   -0.702468  -12.788006  -0.308   0.079   0.718
    0.625737   -0.722538  -12.787981  -0.219   0.232   0.720
    0.660500   -0.742609  -12.795391  -0.131   0.381   0.668
    0.695263   -0.762679  -12.809759  -0.055   0.512   0.585
    0.730026   -0.782750  -12.830468  -0.003   0.607   0.502
   -0.764789    0.080282  -12.857516   0.022   0.665   0.419
   -0.730026    0.060212  -12.889599   0.031   0.701   0.342
   -0.695263    0.040141  -12.925416   0.029   0.727   0.276
   -0.660500    0.020071  -12.964961   0.018   0.743   0.222
   -0.625737   -0.000000  -13.006584  -0.000   0.753   0.178
   -0.590973   -0.020071  -13.049005  -0.023   0.759   0.140
   -0.556210   -0.040141  -13.092203  -0.050   0.760   0.109
   -0.521447   -0.060212  -13.134642  -0.082   0.758   0.083
   -0.486684   -0.080282  -13.175384  -0.120   0.753   0.061
   -0.451921   -0.100353  -13.214394  -0.161   0.745   0.043
   -0.417158   -0.120423  -13.250473  -0.209   0.733   0.028
   -0.382395   -0.140494  -13.283042  -0.261   0.715   0.016
   -0.347631   -0.160564  -13.312060  -0.320   0.691   0.007
   -0.312868   -0.180635  -13.336745  -0.381   0.658  -0.000
   -0.278105   -0.200705  -13.356792  -0.445   0.614  -0.005
   -0.243342   -0.220776  -13.372174  -0.511   0.560  -0.009
   -0.208579   -0.240846  -13.382506  -0.573   0.495  -0.011
   -0.173816   -0.260917  -13.387669  -0.628   0.420  -0.012
   -0.139053   -0.280987  -13.387666  -0.677   0.335  -0.012
   -0.104289   -0.301058  -13.382510  -0.715   0.249  -0.011
   -0.069526   -0.321128  -13.372203  -0.740   0.163  -0.008
   -0.034763   -0.341199  -13.356808  -0.754   0.077  -0.005
    0.000000   -0.321128  -13.379839  -0.752   0.003  -0.005
    0.034763   -0.341199  -13.356223  -0.749  -0.075   0.003
    0.069526   -0.361269  -13.328651  -0.742  -0.143   0.011
    0.104289   -0.381340  -13.297124  -0.733  -0.202   0.022
    0.139053   -0.401410  -13.261640  -0.720  -0.251   0.033
    0.173816   -0.421481  -13.222554  -0.705  -0.292   0.047
    0.208579   -0.441551  -13.181314  -0.689  -0.327   0.064
    0.243342   -0.461622  -13.138077  -0.674  -0.357   0.085
    0.278105   -0.481692  -13.093392  -0.659  -0.381   0.110
    0.312868   -0.501763  -13.049047  -0.645  -0.399   0.140
    0.347631   -0.521833  -13.005178  -0.631  -0.412   0.176
    0.382395   -0.541904  -12.962608  -0.616  -0.417   0.220
    0.417158   -0.561974  -12.923463  -0.600  -0.412   0.275
    0.451921   -0.582045  -12.887851  -0.584  -0.397   0.341
    0.486684   -0.602115  -12.856687  -0.561  -0.362   0.419
    0.521447   -0.622186  -12.831852  -0.521  -0.285   0.506
    0.556210   -0.642256  -12.813406  -0.463  -0.166   0.602
    0.590973   -0.662327  -12.801862  -0.388  -0.015   0.682
    0.625737   -0.682397  -12.798069  -0.295   0.150   0.703
    0.660500   -0.702468  -12.802038  -0.184   0.329   0.663
    0.695263   -0.722538  -12.813419  -0.077   0.493   0.587
    0.730026   -0.742609  -12.831760  -0.004   0.607   0.506
   -0.764789    0.120423  -12.857058   0.035   0.669   0.421
   -0.730026    0.100353  -12.888022   0.052   0.702   0.340
   -0.695263    0.080282  -12.923358   0.058   0.726   0.273
   -0.660500    0.060212  -12.963059   0.053   0.742   0.220
   -0.625737    0.040141  -13.005384   0.041   0.752   0.177
   -0.590973    0.020071  -13.048982   0.023   0.759   0.140
   -0.556210    0.000000  -13.093829   0.000   0.762   0.111
   -0.521447   -0.020071  -13.138271  -0.027   0.762   0.086
   -0.486684   -0.040141  -13.181298  -0.060   0.760   0.065
   -0.451921   -0.060212  -13.222871  -0.098   0.755   0.047
   -0.417158   -0.080282  -13.261686  -0.142   0.747   0.033
   -0.382395   -0.100353  -13.297112  -0.192   0.735   0.021
   -0.347631   -0.120423  -13.329104  -0.249   0.718   0.012
   -0.312868   -0.140494  -13.356792  -0.312   0.691   0.005
   -0.278105   -0.160564  -13.379839  -0.380   0.655  -0.000
   -0.243342   -0.180635  -13.398209  -0.452   0.608  -0.004
   -0.208579   -0.200705  -13.411443  -0.524   0.546  -0.006
   -0.173816   -0.220776  -13.419399  -0.592   0.467  -0.007
   -0.139053   -0.240846  -13.422072  -0.655   0.375  -0.007
   -0.104289   -0.260917  -13.419409  -0.703   0.279  -0.007
   -0.069526   -0.280987  -13.411397  -0.733   0.184  -0.008
   -0.034763   -0.301058  -13.398089  -0.746   0.090  -0.008
    0.000000   -0.280987  -13.419632  -0.741   0.008  -0.013
    0.034763   -0.301058  -13.397919  -0.740  -0.082  -0.003
    0.069526   -0.321128  -13.371910  -0.735  -0.159   0.006
    0.104289   -0.341199  -13.341606  -0.725  -0.224   0.016
    0.139053   -0.361269  -13.307006  -0.711  -0.276   0.025
    0.173816   -0.381340  -13.268441  -0.693  -0.317   0.036
    0.208579   -0.401410  -13.227270  -0.676  -0.351   0.049
    0.243342   -0.421481  -13.183640  -0.661  -0.381   0.065
    0.278105   -0.441551  -13.138086  -0.646  -0.405   0.085
    0.312868   -0.461622  -13.092345  -0.632  -0.424   0.109
    0.347631   -0.481692  -13.046550  -0.620  -0.437   0.139
    0.382395   -0.501763  -13.001535  -0.608  -0.446   0.173
    0.417158   -0.521833  -12.959458  -0.596  -0.447   0.216
    0.451921   -0.541904  -12.920429  -0.585  -0.441   0.267
    0.486684   -0.561974  -12.885447  -0.571  -0.418   0.331
    0.521447   -0.582045  -12.856576  -0.550  -0.360   0.418
    0.556210   -0.602115  -12.833877  -0.521  -0.266   0.529
    0.590973   -0.622186  -12.818028  -0.471  -0.134   0.630
    0.625737   -0.642256  -12.810138  -0.378   0.041   0.671
    0.660500   -0.662327  -12.810223  -0.243   0.257   0.650
    0.695263   -0.682397  -12.818092  -0.103   0.467   0.588
    0.730026   -0.702468  -12.833498  -0.006   0.606   0.512
   -0.764789    0.160564  -12.856440   0.047   0.675   0.424
   -0.730026    0.140494  -12.885670   0.073   0.704   0.337
   -0.695263    0.120423  -12.919941   0.087   0.726   0.267
   -0.660500    0.100353  -12.959246   0.088   0.740   0.214
   -0.625737    0.080282  -13.001763   0.082   0.750   0.173
   -0.590973    0.060212  -13.046081   0.069   0.757   0.138
   -0.556210    0.040141  -13.092174   0.051   0.760   0.110
   -0.521447    0.020071  -13.138269   0.028   0.762   0.086
   -0.486684    0.000000  -13.183283  -0.000   0.762   0.066
   -0.451921   -0.020071  -13.227172  -0.032   0.761   0.049
   -0.417158   -0.040141  -13.268527  -0.071   0.757   0.035
   -0.382395   -0.060212  -13.306665  -0.117   0.750   0.024
   -0.347631   -0.080282  -13.341535  -0.170   0.740   0.016
   -0.312868   -0.100353  -13.372174  -0.231   0.722   0.009
   -0.278105   -0.120423  -13.398209  -0.302   0.695   0.003
   -0.243342   -0.140494  -13.419600  -0.380   0.659  -0.000
   -0.208579   -0.160564  -13.435809  -0.462   0.602  -0.003
   -0.173816   -0.180635  -13.446671  -0.545   0.522  -0.004
   -0.139053   -0.200705  -13.452174  -0.626   0.420  -0.003
   -0.104289   -0.220776  -13.452198  -0.687   0.315  -0.005
   -0.069526   -0.240846  -13.446715  -0.723   0.209  -0.008
   -0.034763   -0.260917  -13.435765  -0.736   0.105  -0.013
    0.000000   -0.240846  -13.454989  -0.751   0.002  -0.003
    0.034763   -0.260917  -13.435433  -0.742  -0.096   0.001
    0.069526   -0.280987  -13.411276  -0.730  -0.180   0.005
    0.104289   -0.301058  -13.382519  -0.715  -0.249   0.011
    0.139053   -0.321128  -13.349161  -0.698  -0.304   0.018
    0.173816   -0.341199  -13.311511  -0.678  -0.345   0.026
    0.208579   -0.361269  -13.270832  -0.659  -0.380   0.036
    0.243342   -0.381340  -13.227262  -0.642  -0.409   0.049
    0.278105   -0.401410  -13.181313  -0.627  -0.432   0.064
    0.312868   -0.421481  -13.134658  -0.614  -0.451   0.083
    0.347631   -0.441551  -13.087427  -0.603  -0.465   0.106
    0.382395   -0.461622  -13.040451  -0.593  -0.475   0.134
    0.417158   -0.481692  -12.995885  -0.584  -0.480   0.166
    0.451921   -0.501763  -12.953840  -0.575  -0.479   0.204
    0.486684   -0.521833  -12.915382  -0.568  -0.467   0.254
    0.521447   -0.541904  -12.882707  -0.561  -0.429   0.333
    0.556210   -0.561974  -12.855883  -0.556  -0.365   0.441
    0.590973   -0.582045  -12.835743  -0.529  -0.258   0.550
    0.625737   -0.602115  -12.823655  -0.447  -0.080   0.613
    0.660500   -0.622186  -12.819637  -0.307   0.170   0.631
    0.695263   -0.642256  -12.823668  -0.153   0.423   0.605
    0.730026   -0.662327  -12.835718  -0.036   0.589   0.542
   -0.764789    0.200705  -12.855787   0.041   0.669   0.441
   -0.730026    0.180635  -12.882720   0.090   0.702   0.335
   -0.695263    0.160564  -12.915366   0.118   0.724   0.255
   -0.660500    0.140494  -12.953715   0.127   0.738   0.203
   -0.625737    0.120423  -12.995888   0.123   0.746   0.166
   -0.590973    0.100353  -13.040431   0.114   0.752   0.133
   -0.556210    0.080282  -13.087316   0.101   0.756   0.106
   -0.521447    0.060212  -13.134656   0.082   0.758   0.083
   -0.486684    0.040141  -13.181298   0.060   0.760   0.064
   -0.451921    0.020071  -13.227197   0.033   0.761   0.049
   -0.417158    0.000000  -13.270832   0.000   0.760   0.036
   -0.382395   -0.020071  -13.311465  -0.040   0.758   0.026
   -0.347631   -0.040141  -13.349043  -0.087   0.754   0.017
   -0.312868   -0.060212  -13.382506  -0.144   0.744   0.011
   -0.278105   -0.080282  -13.411443  -0.212   0.727   0.006
   -0.243342   -0.100353  -13.435809  -0.290   0.702   0.002
   -0.208579   -0.120423  -13.454987  -0.378   0.655  -0.000
   -0.173816   -0.140494  -13.468791  -0.473   0.583  -0.002
   -0.139053   -0.160564  -13.477199  -0.574   0.485  -0.002
   -0.104289   -0.180635  -13.480020  -0.655   0.374  -0.003
   -0.069526   -0.200705  -13.477208  -0.709   0.251  -0.004
   -0.034763   -0.220776  -13.468794  -0.738   0.120  -0.004
    0.000000   -0.200705  -13.485561  -0.787  -0.019   0.031
    0.034763   -0.220776  -13.468384  -0.757  -0.121   0.018
    0.069526   -0.240846  -13.446338  -0.729  -0.208   0.010
    0.104289   -0.260917  -13.419423  -0.703  -0.279   0.007
    0.139053   -0.280987  -13.387639  -0.679  -0.336   0.010
    0.173816   -0.301058  -13.351269  -0.657  -0.378   0.017
    0.208579   -0.321128  -13.311481  -0.637  -0.413   0.026
    0.243342   -0.341199  -13.268399  -0.620  -0.441   0.035
    0.278105   -0.361269  -13.222516  -0.605  -0.463   0.047
    0.312868   -0.381340  -13.175424  -0.592  -0.480   0.061
    0.347631   -0.401410  -13.127248  -0.581  -0.495   0.078
    0.382395   -0.421481  -13.078806  -0.572  -0.505   0.099
    0.417158   -0.441551  -13.032222  -0.565  -0.511   0.123
    0.451921   -0.461622  -12.987603  -0.558  -0.513   0.152
    0.486684   -0.481692  -12.946058  -0.554  -0.507   0.190
    0.521447   -0.501763  -12.909873  -0.556  -0.489   0.253
    0.556210   -0.521833  -12.879117  -0.564  -0.459   0.340
    0.590973   -0.541904  -12.854773  -0.555  -0.383   0.438
    0.625737   -0.561974  -12.838455  -0.492  -0.208   0.527
    0.660500   -0.582045  -12.830186  -0.375   0.067   0.607
    0.695263   -0.602115  -12.830113  -0.232   0.357   0.645
    0.730026   -0.622186  -12.838430  -0.104   0.552   0.602
   -0.764789    0.240846  -12.855138   0.011   0.650   0.477
   -0.730026    0.220776  -12.879228   0.101   0.694   0.334
   -0.695263    0.200705  -12.909693   0.153   0.722   0.237
   -0.660500    0.180635  -12.946525   0.168   0.735   0.185
   -0.625737    0.160564  -12.987812   0.166   0.741   0.154
   -0.590973    0.140494  -13.032073   0.159   0.745   0.126
   -0.556210    0.120423  -13.079278   0.150   0.748   0.100
   -0.521447    0.100353  -13.127436   0.137   0.751   0.078
   -0.486684    0.080282  -13.175331   0.120   0.753   0.060
   -0.451921    0.060212  -13.222913   0.098   0.755   0.046
   -0.417158    0.040141  -13.268548   0.071   0.757   0.035
   -0.382395    0.020071  -13.311441   0.038   0.758   0.026
   -0.347631    0.000000  -13.351534  -0.001   0.758   0.018
   -0.312868   -0.020071  -13.387669  -0.050   0.754   0.012
   -0.278105   -0.040141  -13.419399  -0.109   0.746   0.008
   -0.243342   -0.060212  -13.446671  -0.180   0.733   0.005
   -0.208579   -0.080282  -13.468791  -0.268   0.702   0.002
   -0.173816   -0.100353  -13.485547  -0.374   0.649  -0.002
   -0.139053   -0.120423  -13.496910  -0.495   0.573  -0.005
   -0.104289   -0.140494  -13.502611  -0.603   0.462  -0.002
   -0.069526   -0.160564  -13.502585  -0.691   0.313   0.008
   -0.034763   -0.180635  -13.496852  -0.757   0.133   0.024
    0.000000   -0.160564  -13.511281  -0.836  -0.048   0.075
