 #energy      xx(cm^-1)       yy(cm^-1)       zz(cm^-1)       xy(cm^-1)       yz(cm^-1)       zx(cm^-1)
   1.624      0.7651E+04      0.7651E+04      0.7651E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.627      0.7693E+04      0.7693E+04      0.7693E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.631      0.7737E+04      0.7737E+04      0.7737E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.634      0.7780E+04      0.7780E+04      0.7780E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.637      0.7825E+04      0.7825E+04      0.7825E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.641      0.7869E+04      0.7869E+04      0.7869E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.644      0.7915E+04      0.7915E+04      0.7915E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.647      0.7960E+04      0.7960E+04      0.7960E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.651      0.8005E+04      0.8005E+04      0.8005E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.654      0.8050E+04      0.8050E+04      0.8050E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.657      0.8095E+04      0.8095E+04      0.8095E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.661      0.8141E+04      0.8141E+04      0.8141E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.664      0.8186E+04      0.8186E+04      0.8186E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.667      0.8233E+04      0.8233E+04      0.8233E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.671      0.8279E+04      0.8279E+04      0.8279E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.674      0.8327E+04      0.8327E+04      0.8327E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.677      0.8372E+04      0.8372E+04      0.8372E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.681      0.8421E+04      0.8421E+04      0.8421E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.684      0.8469E+04      0.8469E+04      0.8469E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.687      0.8514E+04      0.8514E+04      0.8514E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.691      0.8563E+04      0.8563E+04      0.8563E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.694      0.8611E+04      0.8611E+04      0.8611E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.697      0.8659E+04      0.8659E+04      0.8659E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.701      0.8708E+04      0.8708E+04      0.8708E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.704      0.8759E+04      0.8759E+04      0.8759E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.707      0.8807E+04      0.8807E+04      0.8807E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.711      0.8856E+04      0.8856E+04      0.8856E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.714      0.8907E+04      0.8907E+04      0.8907E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.717      0.8956E+04      0.8956E+04      0.8956E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.721      0.9007E+04      0.9007E+04      0.9007E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.724      0.9056E+04      0.9056E+04      0.9056E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.727      0.9107E+04      0.9107E+04      0.9107E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.731      0.9159E+04      0.9159E+04      0.9159E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.734      0.9210E+04      0.9210E+04      0.9210E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.737      0.9262E+04      0.9262E+04      0.9262E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.741      0.9314E+04      0.9314E+04      0.9314E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.744      0.9366E+04      0.9366E+04      0.9366E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.747      0.9417E+04      0.9417E+04      0.9417E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.751      0.9472E+04      0.9472E+04      0.9472E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.754      0.9524E+04      0.9524E+04      0.9524E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.757      0.9578E+04      0.9578E+04      0.9578E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.761      0.9630E+04      0.9630E+04      0.9630E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.764      0.9685E+04      0.9685E+04      0.9685E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.767      0.9740E+04      0.9740E+04      0.9740E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.771      0.9794E+04      0.9794E+04      0.9794E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.774      0.9849E+04      0.9849E+04      0.9849E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.777      0.9904E+04      0.9904E+04      0.9904E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.781      0.9959E+04      0.9959E+04      0.9959E+04      0.0000E+00      0.0000E+00      0.0000E+00
   1.784      0.1001E+05      0.1001E+05      0.1001E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.787      0.1007E+05      0.1007E+05      0.1007E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.791      0.1013E+05      0.1013E+05      0.1013E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.794      0.1018E+05      0.1018E+05      0.1018E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.797      0.1024E+05      0.1024E+05      0.1024E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.801      0.1030E+05      0.1030E+05      0.1030E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.804      0.1036E+05      0.1036E+05      0.1036E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.807      0.1041E+05      0.1041E+05      0.1041E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.811      0.1047E+05      0.1047E+05      0.1047E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.814      0.1053E+05      0.1053E+05      0.1053E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.817      0.1059E+05      0.1059E+05      0.1059E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.821      0.1065E+05      0.1065E+05      0.1065E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.824      0.1071E+05      0.1071E+05      0.1071E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.827      0.1077E+05      0.1077E+05      0.1077E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.831      0.1083E+05      0.1083E+05      0.1083E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.834      0.1089E+05      0.1089E+05      0.1089E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.837      0.1095E+05      0.1095E+05      0.1095E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.841      0.1101E+05      0.1101E+05      0.1101E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.844      0.1107E+05      0.1107E+05      0.1107E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.847      0.1113E+05      0.1113E+05      0.1113E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.851      0.1119E+05      0.1119E+05      0.1119E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.854      0.1126E+05      0.1126E+05      0.1126E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.857      0.1132E+05      0.1132E+05      0.1132E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.861      0.1138E+05      0.1138E+05      0.1138E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.864      0.1145E+05      0.1145E+05      0.1145E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.867      0.1151E+05      0.1151E+05      0.1151E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.871      0.1157E+05      0.1157E+05      0.1157E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.874      0.1164E+05      0.1164E+05      0.1164E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.877      0.1170E+05      0.1170E+05      0.1170E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.881      0.1177E+05      0.1177E+05      0.1177E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.884      0.1183E+05      0.1183E+05      0.1183E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.887      0.1190E+05      0.1190E+05      0.1190E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.891      0.1197E+05      0.1197E+05      0.1197E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.894      0.1203E+05      0.1203E+05      0.1203E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.897      0.1210E+05      0.1210E+05      0.1210E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.901      0.1217E+05      0.1217E+05      0.1217E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.904      0.1224E+05      0.1224E+05      0.1224E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.907      0.1231E+05      0.1231E+05      0.1231E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.911      0.1237E+05      0.1237E+05      0.1237E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.914      0.1244E+05      0.1244E+05      0.1244E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.917      0.1251E+05      0.1251E+05      0.1251E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.921      0.1258E+05      0.1258E+05      0.1258E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.924      0.1265E+05      0.1265E+05      0.1265E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.927      0.1272E+05      0.1272E+05      0.1272E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.931      0.1280E+05      0.1280E+05      0.1280E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.934      0.1287E+05      0.1287E+05      0.1287E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.937      0.1294E+05      0.1294E+05      0.1294E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.941      0.1301E+05      0.1301E+05      0.1301E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.944      0.1309E+05      0.1309E+05      0.1309E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.947      0.1316E+05      0.1316E+05      0.1316E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.951      0.1323E+05      0.1323E+05      0.1323E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.954      0.1331E+05      0.1331E+05      0.1331E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.957      0.1338E+05      0.1338E+05      0.1338E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.961      0.1346E+05      0.1346E+05      0.1346E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.964      0.1353E+05      0.1353E+05      0.1353E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.967      0.1361E+05      0.1361E+05      0.1361E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.971      0.1368E+05      0.1368E+05      0.1368E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.974      0.1376E+05      0.1376E+05      0.1376E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.977      0.1384E+05      0.1384E+05      0.1384E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.981      0.1392E+05      0.1392E+05      0.1392E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.984      0.1399E+05      0.1399E+05      0.1399E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.987      0.1407E+05      0.1407E+05      0.1407E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.991      0.1415E+05      0.1415E+05      0.1415E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.994      0.1423E+05      0.1423E+05      0.1423E+05      0.0000E+00      0.0000E+00      0.0000E+00
   1.997      0.1431E+05      0.1431E+05      0.1431E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.001      0.1439E+05      0.1439E+05      0.1439E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.004      0.1448E+05      0.1448E+05      0.1448E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.007      0.1456E+05      0.1456E+05      0.1456E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.011      0.1464E+05      0.1464E+05      0.1464E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.014      0.1472E+05      0.1472E+05      0.1472E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.017      0.1480E+05      0.1480E+05      0.1480E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.021      0.1489E+05      0.1489E+05      0.1489E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.024      0.1497E+05      0.1497E+05      0.1497E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.027      0.1506E+05      0.1506E+05      0.1506E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.031      0.1514E+05      0.1514E+05      0.1514E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.034      0.1523E+05      0.1523E+05      0.1523E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.037      0.1532E+05      0.1532E+05      0.1532E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.041      0.1540E+05      0.1540E+05      0.1540E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.044      0.1549E+05      0.1549E+05      0.1549E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.047      0.1558E+05      0.1558E+05      0.1558E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.051      0.1567E+05      0.1567E+05      0.1567E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.054      0.1576E+05      0.1576E+05      0.1576E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.057      0.1585E+05      0.1585E+05      0.1585E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.061      0.1594E+05      0.1594E+05      0.1594E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.064      0.1603E+05      0.1603E+05      0.1603E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.067      0.1612E+05      0.1612E+05      0.1612E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.071      0.1621E+05      0.1621E+05      0.1621E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.074      0.1630E+05      0.1630E+05      0.1630E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.077      0.1640E+05      0.1640E+05      0.1640E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.081      0.1649E+05      0.1649E+05      0.1649E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.084      0.1658E+05      0.1658E+05      0.1658E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.087      0.1668E+05      0.1668E+05      0.1668E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.091      0.1678E+05      0.1678E+05      0.1678E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.094      0.1687E+05      0.1687E+05      0.1687E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.097      0.1697E+05      0.1697E+05      0.1697E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.101      0.1707E+05      0.1707E+05      0.1707E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.104      0.1717E+05      0.1717E+05      0.1717E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.107      0.1726E+05      0.1726E+05      0.1726E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.111      0.1736E+05      0.1736E+05      0.1736E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.114      0.1746E+05      0.1746E+05      0.1746E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.117      0.1757E+05      0.1757E+05      0.1757E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.121      0.1767E+05      0.1767E+05      0.1767E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.124      0.1777E+05      0.1777E+05      0.1777E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.127      0.1787E+05      0.1787E+05      0.1787E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.131      0.1797E+05      0.1797E+05      0.1797E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.134      0.1808E+05      0.1808E+05      0.1808E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.137      0.1819E+05      0.1819E+05      0.1819E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.141      0.1829E+05      0.1829E+05      0.1829E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.144      0.1840E+05      0.1840E+05      0.1840E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.147      0.1850E+05      0.1850E+05      0.1850E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.151      0.1861E+05      0.1861E+05      0.1861E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.154      0.1872E+05      0.1872E+05      0.1872E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.157      0.1883E+05      0.1883E+05      0.1883E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.161      0.1894E+05      0.1894E+05      0.1894E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.164      0.1905E+05      0.1905E+05      0.1905E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.167      0.1916E+05      0.1916E+05      0.1916E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.171      0.1927E+05      0.1927E+05      0.1927E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.174      0.1939E+05      0.1939E+05      0.1939E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.177      0.1950E+05      0.1950E+05      0.1950E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.181      0.1962E+05      0.1962E+05      0.1962E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.184      0.1973E+05      0.1973E+05      0.1973E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.187      0.1985E+05      0.1985E+05      0.1985E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.191      0.1997E+05      0.1997E+05      0.1997E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.194      0.2008E+05      0.2008E+05      0.2008E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.197      0.2020E+05      0.2020E+05      0.2020E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.201      0.2032E+05      0.2032E+05      0.2032E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.204      0.2044E+05      0.2044E+05      0.2044E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.207      0.2056E+05      0.2056E+05      0.2056E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.211      0.2068E+05      0.2068E+05      0.2068E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.214      0.2081E+05      0.2081E+05      0.2081E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.217      0.2093E+05      0.2093E+05      0.2093E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.221      0.2106E+05      0.2106E+05      0.2106E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.224      0.2118E+05      0.2118E+05      0.2118E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.227      0.2131E+05      0.2131E+05      0.2131E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.231      0.2143E+05      0.2143E+05      0.2143E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.234      0.2157E+05      0.2157E+05      0.2157E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.237      0.2169E+05      0.2169E+05      0.2169E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.241      0.2182E+05      0.2182E+05      0.2182E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.244      0.2195E+05      0.2195E+05      0.2195E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.247      0.2209E+05      0.2209E+05      0.2209E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.251      0.2222E+05      0.2222E+05      0.2222E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.254      0.2236E+05      0.2236E+05      0.2236E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.257      0.2249E+05      0.2249E+05      0.2249E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.261      0.2263E+05      0.2263E+05      0.2263E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.264      0.2276E+05      0.2276E+05      0.2276E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.267      0.2290E+05      0.2290E+05      0.2290E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.271      0.2304E+05      0.2304E+05      0.2304E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.274      0.2318E+05      0.2318E+05      0.2318E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.277      0.2332E+05      0.2332E+05      0.2332E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.281      0.2347E+05      0.2347E+05      0.2347E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.284      0.2361E+05      0.2361E+05      0.2361E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.287      0.2375E+05      0.2375E+05      0.2375E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.291      0.2390E+05      0.2390E+05      0.2390E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.294      0.2405E+05      0.2405E+05      0.2405E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.297      0.2419E+05      0.2419E+05      0.2419E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.301      0.2434E+05      0.2434E+05      0.2434E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.304      0.2449E+05      0.2449E+05      0.2449E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.307      0.2465E+05      0.2465E+05      0.2465E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.311      0.2480E+05      0.2480E+05      0.2480E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.314      0.2495E+05      0.2495E+05      0.2495E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.317      0.2511E+05      0.2511E+05      0.2511E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.321      0.2526E+05      0.2526E+05      0.2526E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.324      0.2542E+05      0.2542E+05      0.2542E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.327      0.2558E+05      0.2558E+05      0.2558E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.331      0.2574E+05      0.2574E+05      0.2574E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.334      0.2590E+05      0.2590E+05      0.2590E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.337      0.2606E+05      0.2606E+05      0.2606E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.341      0.2623E+05      0.2623E+05      0.2623E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.344      0.2639E+05      0.2639E+05      0.2639E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.347      0.2656E+05      0.2656E+05      0.2656E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.351      0.2673E+05      0.2673E+05      0.2673E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.354      0.2690E+05      0.2690E+05      0.2690E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.357      0.2707E+05      0.2707E+05      0.2707E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.361      0.2724E+05      0.2724E+05      0.2724E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.364      0.2741E+05      0.2741E+05      0.2741E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.368      0.2759E+05      0.2759E+05      0.2759E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.371      0.2776E+05      0.2776E+05      0.2776E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.374      0.2794E+05      0.2794E+05      0.2794E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.377      0.2812E+05      0.2812E+05      0.2812E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.381      0.2830E+05      0.2830E+05      0.2830E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.384      0.2848E+05      0.2848E+05      0.2848E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.388      0.2867E+05      0.2867E+05      0.2867E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.391      0.2885E+05      0.2885E+05      0.2885E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.394      0.2904E+05      0.2904E+05      0.2904E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.397      0.2923E+05      0.2923E+05      0.2923E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.401      0.2942E+05      0.2942E+05      0.2942E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.404      0.2961E+05      0.2961E+05      0.2961E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.408      0.2980E+05      0.2980E+05      0.2980E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.411      0.3000E+05      0.3000E+05      0.3000E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.414      0.3020E+05      0.3020E+05      0.3020E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.417      0.3039E+05      0.3039E+05      0.3039E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.421      0.3059E+05      0.3059E+05      0.3059E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.424      0.3080E+05      0.3080E+05      0.3080E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.428      0.3100E+05      0.3100E+05      0.3100E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.431      0.3121E+05      0.3121E+05      0.3121E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.434      0.3141E+05      0.3141E+05      0.3141E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.438      0.3162E+05      0.3162E+05      0.3162E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.441      0.3183E+05      0.3183E+05      0.3183E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.444      0.3205E+05      0.3205E+05      0.3205E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.447      0.3226E+05      0.3226E+05      0.3226E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.451      0.3248E+05      0.3248E+05      0.3248E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.454      0.3270E+05      0.3270E+05      0.3270E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.458      0.3292E+05      0.3292E+05      0.3292E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.461      0.3314E+05      0.3314E+05      0.3314E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.464      0.3337E+05      0.3337E+05      0.3337E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.467      0.3359E+05      0.3359E+05      0.3359E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.471      0.3382E+05      0.3382E+05      0.3382E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.474      0.3405E+05      0.3405E+05      0.3405E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.478      0.3429E+05      0.3429E+05      0.3429E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.481      0.3452E+05      0.3452E+05      0.3452E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.484      0.3476E+05      0.3476E+05      0.3476E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.487      0.3500E+05      0.3500E+05      0.3500E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.491      0.3524E+05      0.3524E+05      0.3524E+05      0.0000E+00      0.0000E+00      0.0000E+00
   2.494      0.3549E+05      0.3549E+05      0.3549E+05      0.0000E+00      0.0000E+00      0.0000E+00
