  #energy          xx             yy              zz              xy              yz              zx
   1.074      0.1002E-02      0.1002E-02      0.1002E-02             NaN             NaN             NaN
   1.077      0.1005E-02      0.1005E-02      0.1005E-02             NaN             NaN             NaN
   1.080      0.1008E-02      0.1008E-02      0.1008E-02             NaN             NaN             NaN
   1.084      0.1012E-02      0.1012E-02      0.1012E-02             NaN             NaN             NaN
   1.087      0.1015E-02      0.1015E-02      0.1015E-02             NaN             NaN             NaN
   1.090      0.1018E-02      0.1018E-02      0.1018E-02             NaN             NaN             NaN
   1.094      0.1022E-02      0.1022E-02      0.1022E-02             NaN             NaN             NaN
   1.097      0.1025E-02      0.1025E-02      0.1025E-02             NaN             NaN             NaN
   1.100      0.1028E-02      0.1028E-02      0.1028E-02             NaN             NaN             NaN
   1.104      0.1032E-02      0.1032E-02      0.1032E-02             NaN             NaN             NaN
   1.107      0.1035E-02      0.1035E-02      0.1035E-02             NaN             NaN             NaN
   1.110      0.1038E-02      0.1038E-02      0.1038E-02             NaN             NaN             NaN
   1.114      0.1041E-02      0.1041E-02      0.1041E-02             NaN             NaN             NaN
   1.117      0.1045E-02      0.1045E-02      0.1045E-02             NaN             NaN             NaN
   1.120      0.1048E-02      0.1048E-02      0.1048E-02             NaN             NaN             NaN
   1.124      0.1052E-02      0.1052E-02      0.1052E-02             NaN             NaN             NaN
