#K-Path  Band-1   Band-2   Band-3   Band-4      ...   Band-n
  0.87  -21.648  -16.945  -16.942  -16.907  -16.907  -16.907  -11.831  -11.814  -11.814   -8.433   -8.433   -8.431   -8.419   -2.275   -2.172   -2.164   -2.164   -1.560   -1.112   -1.112   -0.950   -0.554    1.371    1.371    2.368    3.988    4.897    4.903    4.903    5.671    5.943    6.879    6.879    7.174    7.278    7.278
  0.90  -21.648  -16.946  -16.942  -16.907  -16.907  -16.907  -11.836  -11.814  -11.814   -8.432   -8.432   -8.429   -8.381   -2.318   -2.285   -2.142   -2.142   -1.560   -1.156   -1.156   -0.951   -0.582    1.404    1.404    2.606    4.054    4.930    4.944    4.944    5.631    5.970    6.818    6.818    7.083    7.207    7.207
  0.92  -21.648  -16.947  -16.942  -16.907  -16.907  -16.907  -11.841  -11.814  -11.814   -8.431   -8.431   -8.428   -8.341   -2.464   -2.295   -2.117   -2.117   -1.561   -1.203   -1.203   -0.952   -0.604    1.438    1.438    2.845    4.127    4.965    4.990    4.990    5.593    5.998    6.756    6.756    6.978    7.134    7.134
  0.95  -21.648  -16.948  -16.942  -16.907  -16.907  -16.907  -11.846  -11.815  -11.815   -8.430   -8.430   -8.426   -8.300   -2.607   -2.306   -2.090   -2.090   -1.561   -1.253   -1.253   -0.953   -0.622    1.472    1.472    3.082    4.207    4.999    5.043    5.043    5.556    6.027    6.689    6.689    6.862    7.065    7.065
  0.98  -21.648  -16.948  -16.942  -16.907  -16.907  -16.907  -11.851  -11.815  -11.815   -8.429   -8.429   -8.425   -8.258   -2.743   -2.316   -2.060   -2.060   -1.562   -1.304   -1.304   -0.954   -0.637    1.504    1.504    3.314    4.291    5.030    5.101    5.101    5.523    6.057    6.613    6.613    6.739    7.009    7.009
  1.00  -21.648  -16.949  -16.942  -16.907  -16.907  -16.907  -11.856  -11.816  -11.816   -8.428   -8.428   -8.423   -8.217   -2.869   -2.325   -2.027   -2.027   -1.562   -1.356   -1.356   -0.955   -0.648    1.535    1.535    3.536    4.380    5.057    5.165    5.165    5.494    6.087    6.525    6.525    6.610    6.968    6.968
  1.03  -21.648  -16.950  -16.942  -16.907  -16.907  -16.907  -11.860  -11.816  -11.816   -8.427   -8.427   -8.422   -8.178   -2.984   -2.334   -1.992   -1.992   -1.563   -1.409   -1.409   -0.956   -0.657    1.563    1.563    3.746    4.470    5.076    5.236    5.236    5.469    6.115    6.427    6.427    6.480    6.943    6.943
  1.05  -21.648  -16.950  -16.942  -16.907  -16.907  -16.907  -11.864  -11.816  -11.816   -8.426   -8.426   -8.421   -8.142   -3.085   -2.342   -1.955   -1.955   -1.563   -1.462   -1.462   -0.957   -0.665    1.588    1.588    3.940    4.560    5.086    5.312    5.312    5.451    6.141    6.322    6.322    6.351    6.932    6.932
  1.08  -21.648  -16.951  -16.942  -16.907  -16.907  -16.907  -11.867  -11.817  -11.817   -8.426   -8.426   -8.420   -8.110   -3.171   -2.349   -1.916   -1.916   -1.564   -1.515   -1.515   -0.958   -0.670    1.608    1.608    4.115    4.645    5.085    5.394    5.394    5.441    6.165    6.213    6.213    6.227    6.930    6.930
  1.11  -21.648  -16.951  -16.942  -16.907  -16.907  -16.907  -11.870  -11.817  -11.817   -8.425   -8.425   -8.419   -8.084   -3.239   -2.355   -1.875   -1.875   -1.566   -1.566   -1.564   -0.958   -0.675    1.625    1.625    4.267    4.722    5.073    5.438    5.482    5.482    6.102    6.102    6.114    6.184    6.935    6.935
